t,v,k,N,Source
3,15,3645,19442.0,Cohen-Colbourn-Ling
3,15,3888,19444.0,Cohen-Colbourn-Ling
3,15,4095,19457.0,Cohen-Colbourn-Ling
3,15,4368,19459.0,Cohen-Colbourn-Ling
3,15,4370,19483.0,Cohen-Colbourn-Ling fuse
3,15,4591,19666.0,Cohen-Colbourn-Ling
3,15,4642,19682.0,Cohen-Colbourn-Ling
3,15,4914,19954.0,Cohen-Colbourn-Ling
3,15,4918,20474.0,"Restricted CPHF Ext  5( 0, 0) WCS fuse"
3,15,5220,21346.0,Cohen-Colbourn-Ling
3,15,5526,22306.0,Cohen-Colbourn-Ling
3,15,6677,23534.0,"Restricted CPHF Ext  6( 4, 6) WCS fuse"
3,15,7254,23549.0,"Restricted CPHF Ext  6( 4, 5) WCS fuse"
3,15,9132,23774.0,"Restricted CPHF Ext  6( 3, 6) WCS fuse"
3,15,9204,23789.0,"Restricted CPHF Ext  6( 3, 5) WCS fuse"
3,15,9437,23804.0,"Restricted CPHF Ext  6( 3, 4) WCS fuse"
3,15,10000,24014.0,"Restricted CPHF Ext  6( 2, 6) WCS fuse"
4,15,5,50625.0,Derive from strength 5
4,15,6,57375.0,Derive from strength 5
4,15,7,61219.0,orthogonal array fuse postop NCK
4,15,8,63354.0,orthogonal array fuse postop NCK
4,15,9,64237.0,orthogonal array fuse postop NCK
4,15,10,65388.0,orthogonal array fuse postop NCK
4,15,11,65470.0,orthogonal array fuse postop NCK
4,15,13,65474.0,orthogonal array fuse postop NCK
4,15,14,65475.0,orthogonal array fuse postop NCK
4,15,15,65520.0,orthogonal array fuse postop NCK
4,15,17,65534.0,orthogonal array fuse
4,15,18,83514.0,orthogonal array fuse fuse postop NCK
4,15,19,125946.0,orthogonal array fuse fuse fuse fuse postop NCK
4,15,20,126494.0,orthogonal array fuse fuse fuse fuse postop NCK
4,15,24,126974.0,3-Restricted SCPHF RE (CL) fuse
4,15,31,130814.0,2-Restricted SCPHF RE (CL) fuse
4,15,32,166749.0,2-Restricted SCPHF RE (CL) fuse fuse
4,15,34,167021.0,SCPHF Random Extension (CLS) fuse fuse
4,15,36,192032.0,Colbourn-Martirosyan-TVT-Walker
4,15,61,192494.0,3-Restricted SCPHF RE (CL) fuse
4,15,69,196334.0,2-Restricted SCPHF RE (CL) fuse
4,15,71,196574.0,SCPHF Random Extension (CLS) fuse
4,15,75,196604.0,CPHF IPO 3 (WCS) fuse
4,15,80,250557.0,CPHF IPO 3 (WCS) fuse fuse
4,15,120,253934.0,"3,3-Restricted SCPHF RE (CL) fuse"
4,15,132,257774.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,15,141,258014.0,3-Restricted SCPHF RE (CL) fuse
4,15,156,261614.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,15,158,261854.0,2-Restricted SCPHF RE (CL) fuse
4,15,186,262139.0,CPHF IPO 4 (WCS) fuse
4,15,256,315134.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,272,322814.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,290,323294.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,15,297,323534.0,3-Restricted SCPHF RE (CL) fuse
4,15,341,327134.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,15,346,327374.0,2-Restricted SCPHF RE (CL) fuse
4,15,360,327614.0,SCPHF Random Extension (CLS) fuse
4,15,451,327674.0,CPHF IPO 5 (WCS) fuse
4,15,470,380894.0,"3,3,3-Restricted SCPHF RE (CL) fuse"
4,15,519,384974.0,"3,3-Restricted SCPHF RE (CL) fuse"
4,15,634,388814.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,15,636,389054.0,3-Restricted SCPHF RE (CL) fuse
4,15,745,392654.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,15,764,392894.0,2-Restricted SCPHF RE (CL) fuse
4,15,791,393134.0,SCPHF Random Extension (CLS) fuse
4,15,871,393209.0,CPHF IPO 6 (WCS) fuse
4,15,1049,446414.0,"3,3,3-Restricted SCPHF RE (CL) fuse"
4,15,1164,450494.0,"3,3-Restricted SCPHF RE (CL) fuse"
4,15,1341,454334.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,15,1376,454574.0,3-Restricted SCPHF RE (CL) fuse
4,15,1428,458174.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,15,1581,458414.0,2-Restricted SCPHF RE (CL) fuse
4,15,1625,458654.0,SCPHF Random Extension (CLS) fuse
4,15,1666,458744.0,CPHF Random Extension (CLS) fuse
4,15,2748,524174.0,SCPHF Random Extension (CLS) fuse
4,15,2833,524279.0,CPHF Random Extension (CLS) fuse
4,15,2976,630539.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,3162,646567.0,Colbourn-Martirosyan-TVT-Walker
4,15,3348,672757.0,Colbourn-Martirosyan-TVT-Walker
4,15,3888,683534.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,4096,683759.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,4112,699373.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,4131,699562.0,Colbourn-Martirosyan-TVT-Walker
4,15,4352,699802.0,Colbourn-Martirosyan-TVT-Walker
4,15,4368,706666.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,4369,715634.0,Colbourn-Martirosyan-TVT-Walker
4,15,4437,715639.0,Colbourn-Martirosyan-TVT-Walker
4,15,4471,716151.0,Colbourn-Martirosyan-TVT-Walker
4,15,4488,719253.0,Colbourn-Martirosyan-TVT-Walker
4,15,4624,719265.0,Colbourn-Martirosyan-TVT-Walker
4,15,4641,719745.0,Colbourn-Martirosyan-TVT-Walker
4,15,4644,741844.0,Colbourn-Martirosyan-TVT-Walker
4,15,4680,742356.0,Colbourn-Martirosyan-TVT-Walker
4,15,4752,743426.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,4896,745470.0,Colbourn-Martirosyan-TVT-Walker
4,15,4914,749136.0,Colbourn-Martirosyan-TVT-Walker
4,15,4930,758599.0,Colbourn-Martirosyan-TVT-Walker
4,15,4947,758839.0,Colbourn-Martirosyan-TVT-Walker
4,15,5049,762121.0,Colbourn-Martirosyan-TVT-Walker
4,15,5151,765721.0,Colbourn-Martirosyan-TVT-Walker
4,15,5219,767949.0,Colbourn-Martirosyan-TVT-Walker
4,15,5220,789718.0,Colbourn-Martirosyan-TVT-Walker
4,15,5346,789958.0,Colbourn-Martirosyan-TVT-Walker
4,15,5400,793558.0,Colbourn-Martirosyan-TVT-Walker
4,15,5526,795786.0,Colbourn-Martirosyan-TVT-Walker
4,15,5559,827947.0,Colbourn-Martirosyan-TVT-Walker
4,15,5695,830271.0,Colbourn-Martirosyan-TVT-Walker
4,15,5780,838657.0,Colbourn-Martirosyan-TVT-Walker
4,15,5832,842209.0,Colbourn-Martirosyan-TVT-Walker
4,15,5872,848884.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,5936,850130.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,6064,852646.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,6096,858050.0,Colbourn-Martirosyan-TVT-Walker
4,15,6120,861937.0,Colbourn-Martirosyan-TVT-Walker
4,15,6137,861997.0,Colbourn-Martirosyan-TVT-Walker
4,15,6171,866083.0,Colbourn-Martirosyan-TVT-Walker
4,15,6307,868551.0,Colbourn-Martirosyan-TVT-Walker
4,15,6375,869797.0,Colbourn-Martirosyan-TVT-Walker
4,15,6477,872313.0,Colbourn-Martirosyan-TVT-Walker
4,15,6511,890377.0,Colbourn-Martirosyan-TVT-Walker
4,15,6512,894119.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,6656,898121.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,6696,901522.0,Colbourn-Martirosyan-TVT-Walker
4,15,6704,901961.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,6987,903521.0,Colbourn-Martirosyan-TVT-Walker
4,15,7191,907523.0,Colbourn-Martirosyan-TVT-Walker
4,15,7225,911597.0,Colbourn-Martirosyan-TVT-Walker
4,15,7395,915683.0,Colbourn-Martirosyan-TVT-Walker
4,15,7514,918439.0,Colbourn-Martirosyan-TVT-Walker
4,15,7531,922525.0,Colbourn-Martirosyan-TVT-Walker
4,15,7599,923915.0,Colbourn-Martirosyan-TVT-Walker
4,15,7667,926719.0,Colbourn-Martirosyan-TVT-Walker
4,15,7776,961729.0,Colbourn-Martirosyan-TVT-Walker
4,15,7920,964485.0,Colbourn-Martirosyan-TVT-Walker
4,15,7956,965875.0,Colbourn-Martirosyan-TVT-Walker
4,15,7992,969961.0,Colbourn-Martirosyan-TVT-Walker
4,15,8118,972765.0,Colbourn-Martirosyan-TVT-Walker
4,15,8192,987854.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,8304,988079.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,8736,991919.0,Colbourn-Martirosyan-TVT-Walker fuse
4,15,10000,995294.0,Colbourn-Martirosyan-TVT-Walker fuse
5,15,6,759375.0,Derive from strength 6
5,15,7,860625.0,Ji-Li-Yin
5,15,17,1048574.0,orthogonal array fuse
5,15,18,1419853.0,orthogonal array fuse fuse
5,15,20,2093054.0,3-Restricted SCPHF RE (CL) fuse
5,15,21,2097149.0,CPHF IPO 2 (WCS) fuse
5,15,33,3080174.0,4-Restricted SCPHF RE (CL) fuse
5,15,36,3141614.0,3-Restricted SCPHF RE (CL) fuse
5,15,38,3145454.0,2-Restricted SCPHF RE (CL) fuse
5,15,39,3145724.0,CPHF IPO 3 (WCS) fuse
5,15,53,4063214.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,15,56,4128734.0,4-Restricted SCPHF RE (CL) fuse
5,15,62,4186094.0,"3,3-Restricted SCPHF RE (CL) fuse"
5,15,64,4190174.0,3-Restricted SCPHF RE (CL) fuse
5,15,66,4194254.0,SCPHF Random Extension (CLS) fuse
5,15,73,4194299.0,CPHF IPO 4 (WCS) fuse
5,15,92,5111774.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,15,103,5177294.0,4-Restricted SCPHF RE (CL) fuse
5,15,111,5238734.0,3-Restricted SCPHF RE (CL) fuse
5,15,119,5242574.0,2-Restricted SCPHF RE (CL) fuse
5,15,145,5242874.0,CPHF IPO 5 (WCS) fuse
5,15,146,6094814.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,15,165,6160334.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,15,185,6225854.0,4-Restricted SCPHF RE (CL) fuse
5,15,197,6287294.0,3-Restricted SCPHF RE (CL) fuse
5,15,206,6291134.0,2-Restricted SCPHF RE (CL) fuse
5,15,207,6291374.0,SCPHF Random Extension (CLS) fuse
5,15,210,6291449.0,CPHF Random Extension (CLS) fuse
5,15,248,7143374.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,15,284,7208894.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,15,336,7274414.0,4-Restricted SCPHF RE (CL) fuse
5,15,360,7335854.0,3-Restricted SCPHF RE (CL) fuse
5,15,376,7339694.0,2-Restricted SCPHF RE (CL) fuse
5,15,379,7339934.0,SCPHF Random Extension (CLS) fuse
5,15,454,8191934.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,15,515,8257454.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,15,582,8322974.0,4-Restricted SCPHF RE (CL) fuse
5,15,641,8384414.0,3-Restricted SCPHF RE (CL) fuse
5,15,650,8388254.0,2-Restricted SCPHF RE (CL) fuse
5,15,656,8388494.0,SCPHF Random Extension (CLS) fuse
5,15,766,9240494.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,15,767,12620234.0,Add 1 factors
5,15,768,14746484.0,Add 2 factors
5,15,769,15455234.0,Add 3 factors
5,15,770,16362211.0,Add 4 factors
5,15,771,16456711.0,Add 5 factors
5,15,782,17599694.0,Add 16 factors
5,15,783,19254718.0,Add 17 factors
5,15,838,19801811.0,3-Restricted SCPHF RE (CL) fuse fuse fuse fuse
5,15,851,19808309.0,2-Restricted SCPHF RE (CL) fuse fuse fuse fuse
5,15,852,23188049.0,Add 1 factors
5,15,871,24968919.0,"perfect hash family3,871,582"
5,15,901,25091799.0,"perfect hash family3,960,641T59"
5,15,905,25099479.0,"perfect hash family3,972,649T67"
5,15,908,25099959.0,"perfect hash family3,981,655T73"
5,15,960,25153239.0,"perfect hash family3,960,641"
5,15,964,25160919.0,"perfect hash family3,972,649T8"
5,15,967,25161399.0,"perfect hash family3,981,655T14"
5,15,973,25164759.0,"perfect hash family3,973,650"
5,15,976,25165239.0,"perfect hash family3,981,655T5"
5,15,982,25165479.0,"perfect hash family3,982,656"
5,15,1022,26865399.0,"perfect hash family3,1146,765T124"
5,15,1031,26869239.0,"perfect hash family3,1146,765T115"
5,15,1037,26869479.0,"perfect hash family3,1146,765T109"
5,15,1147,27721479.0,"perfect hash family3,1147,766"
5,15,1148,31151619.0,Add 1 factors
5,15,1156,31381570.0,Power N-CT37^2Arc(2)T4
5,15,1188,31385410.0,Power N-CT37^2T4T1
5,15,1221,31389250.0,Power N-CT37^2T4
5,15,1227,31439170.0,Power N-CT37^2Arc(4)
5,15,1261,31443010.0,Power N-CT37^2Arc(3)
5,15,1296,31446850.0,Power N-CT37^2T1T1
5,15,1332,31450690.0,Power N-CT37^2T1
5,15,1370,31454530.0,Power N-CT37^2+1
5,15,1371,31457230.0,Power N-CT37^2+2
5,15,1420,32362132.0,"perfect hash family4,3125,625T341"
5,15,1680,32427652.0,"perfect hash family4,3125,625T289"
5,15,1800,32489092.0,"perfect hash family4,3125,625T265"
5,15,1880,32492932.0,"perfect hash family4,3125,625T249"
5,15,1895,32493172.0,"perfect hash family4,3125,625T246"
5,15,2270,33345172.0,"perfect hash family4,3125,625T171"
5,15,2575,33410692.0,"perfect hash family4,3125,625T110"
5,15,2910,33476212.0,"perfect hash family4,3125,625T43"
5,15,3125,33537652.0,"perfect hash family4,3125,625"
5,15,3233,37551957.0,Power N-CT61^2T8
5,15,3242,37609347.0,"Power N-CT67^2Trin3,3,14"
5,15,3286,37609392.0,Power N-CT67^2T14T5
5,15,3342,37613427.0,"Power N-CT67^2Trin1,3,14"
5,15,3392,37613472.0,Power N-CT67^2T14T3
5,15,3395,37617462.0,Power N-CT67^2Arc(3)T14
5,15,3416,37617477.0,Power N-CT61^2T5
5,15,3446,37617507.0,Power N-CT67^2Arc(2)T14
5,15,3498,37617552.0,Power N-CT67^2T14T1
5,15,3869,37617597.0,Power N-CT73^2T20
5,15,4088,37683117.0,Power N-CT73^2T17
5,15,4096,37740432.0,Power N-CT67^2T3T3
5,15,4526,37740477.0,Power N-CT73^2T11
5,15,4672,37744557.0,Power N-CT73^2T9
5,15,4818,37748637.0,Power N-CT73^2T7
5,15,5329,37748682.0,Power N-CT73^2
5,15,5330,42432942.0,Add 1 factors
5,15,5331,44697792.0,Add 2 factors
5,15,5518,45080277.0,Power N-CT89^2T27
5,15,5696,45084357.0,Power N-CT89^2T25
5,15,5874,45088437.0,Power N-CT89^2T23
5,15,6497,45088482.0,Power N-CT89^2T16
5,15,6716,45547122.0,Power N-CT97^2T24T5
5,15,6798,45612597.0,"perfect hash family9,10609,103T37"
5,15,7519,45612642.0,"perfect hash family9,10609,103T30"
5,15,7924,46005957.0,Power N-CT89^2+3
5,15,7957,46104162.0,"perfect hash family9,11881,109T36"
5,15,8249,46134882.0,"perfect hash family9,12769,113T40"
5,15,8732,46137282.0,"perfect hash family9,14986,126T53"
5,15,9476,46530117.0,"perfect hash family9,10609,103T11"
5,15,10000,46595637.0,Power N-CT101^2
6,15,7,11390625.0,composition
6,15,8,15080613.0,Augment OA
6,15,17,16777214.0,orthogonal array fuse
6,15,18,24137565.0,orthogonal array fuse fuse
6,15,19,37899705.0,Add 1 factors
6,15,20,47045873.0,orthogonal array fuse fuse fuse fuse
6,15,22,49283054.0,5-Restricted SCPHF RE (CL) fuse
6,15,25,50266094.0,4-Restricted SCPHF RE (CL) fuse
6,15,26,50331614.0,SCPHF Random Extension (CLS) fuse
6,15,28,50331644.0,CPHF IPO 3 (WCS) fuse
6,15,33,65011694.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,15,35,66060254.0,5-Restricted SCPHF RE (CL) fuse
6,15,39,67043294.0,4-Restricted SCPHF RE (CL) fuse
6,15,40,67108814.0,SCPHF Random Extension (CLS) fuse
6,15,46,67108859.0,CPHF IPO 4 (WCS) fuse
6,15,51,81788894.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,15,56,82837454.0,5-Restricted SCPHF RE (CL) fuse
6,15,58,83820494.0,4-Restricted SCPHF RE (CL) fuse
6,15,63,83881934.0,3-Restricted SCPHF RE (CL) fuse
6,15,64,83885774.0,2-Restricted SCPHF RE (CL) fuse
6,15,66,83886014.0,SCPHF Random Extension (CLS) fuse
6,15,73,97517534.0,"5,5,5-Restricted SCPHF RE (CL) fuse"
6,15,82,98566094.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,15,89,99614654.0,5-Restricted SCPHF RE (CL) fuse
6,15,98,100597694.0,4-Restricted SCPHF RE (CL) fuse
6,15,103,100659134.0,3-Restricted SCPHF RE (CL) fuse
6,15,104,100662974.0,2-Restricted SCPHF RE (CL) fuse
6,15,113,114294734.0,"5,5,5-Restricted SCPHF RE (CL) fuse"
6,15,127,115343294.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,15,141,116391854.0,5-Restricted SCPHF RE (CL) fuse
6,15,150,117374894.0,4-Restricted SCPHF RE (CL) fuse
6,15,156,117436334.0,3-Restricted SCPHF RE (CL) fuse
6,15,159,117440174.0,2-Restricted SCPHF RE (CL) fuse
6,15,163,117440414.0,SCPHF Random Extension (CLS) fuse
6,15,164,117440504.0,CPHF Random Extension (CLS) fuse
6,15,236,134217614.0,SCPHF Random Extension (CLS) fuse
6,15,268,193100429.0,SCPHF Random Extension (CLS) fuse fuse
6,15,269,260891369.0,Add 1 factors
6,15,289,268435408.0,Power CT17^2
6,15,290,336327148.0,Add 1 factors
6,15,291,367263298.0,Add 2 factors
6,15,292,389896048.0,Add 3 factors
6,15,294,418906251.0,Add 5 factors
6,15,295,433811236.0,Add 6 factors
6,15,305,443642608.0,Add 16 factors
6,15,306,482199664.0,Add 17 factors
6,15,312,518505358.0,Martirosyan-TVT
6,15,313,518622958.0,Martirosyan-TVT variant
6,15,316,518736718.0,Martirosyan-TVT
6,15,317,518871808.0,Martirosyan-TVT variant
6,15,318,519006898.0,Martirosyan-TVT
6,15,326,519007138.0,Martirosyan-TVT
6,15,328,519007228.0,Martirosyan-TVT
6,15,330,535784338.0,Martirosyan-TVT
6,15,341,536701618.0,Martirosyan-TVT variant
6,15,512,536870414.0,"perfect hash family32,512,16,c fuse"
6,15,513,536870816.0,"perfect hash family32,513,17"
6,15,514,617715356.0,Add 1 factors
6,15,515,664546406.0,Add 2 factors
6,15,536,669049222.0,Martirosyan-TVT
6,15,538,736840162.0,Martirosyan-TVT
6,15,544,744384201.0,Martirosyan-TVT
6,15,545,744613161.0,Martirosyan-TVT variant
6,15,546,745488709.0,Martirosyan-TVT
6,15,547,758722133.0,Martirosyan-TVT variant
6,15,550,774567013.0,Martirosyan-TVT
6,15,551,774723893.0,Martirosyan-TVT variant
6,15,557,774881029.0,Martirosyan-TVT variant
6,15,568,775527617.0,Martirosyan-TVT
6,15,578,776444897.0,Martirosyan-TVT
6,15,625,804257488.0,Power CT25^2
6,15,626,805240678.0,Power CT27^2Arc(2)T2
6,15,650,805240708.0,Power CT27^2T2T1
6,15,675,805240738.0,Power CT27^2T2
6,15,676,805306228.0,Power CT27^2T1T1
6,15,702,805306258.0,Power CT27^2T1
6,15,730,805306288.0,Power CT27^2+1
6,15,731,887763628.0,Add 1 factors
6,15,774,896552718.0,Power N-CT43^2T25
6,15,784,905969582.0,Power N-CT41^2T13T13
6,15,817,910314858.0,Power N-CT43^2T24
6,15,860,919461026.0,Power N-CT43^2T23
6,15,884,920584067.0,"Power N-CT41^2Trin2,8,13"
6,15,904,920649587.0,"Power N-CT41^2Trin1,8,13"
6,15,924,920649632.0,Power N-CT41^2T13T8
6,15,936,921632627.0,"Power N-CT41^2Trin2,6,13"
6,15,958,921698147.0,"Power N-CT41^2Trin1,6,13"
6,15,980,921698192.0,Power N-CT41^2T13T6
6,15,1040,922615667.0,"Power N-CT41^2Trin2,2,13"
6,15,1066,922681187.0,"Power N-CT41^2Trin1,2,13"
6,15,1092,922681232.0,Power N-CT41^2T13T2
6,15,1093,922746707.0,Power N-CT41^2Arc(2)T13
6,15,1120,922746752.0,Power N-CT41^2T13T1
6,15,1204,922746797.0,Power N-CT43^2T15
6,15,1225,937295717.0,"Power N-CT41^2Trin2,2,8"
6,15,1256,937361237.0,"Power N-CT41^2Trin1,2,8"
6,15,1287,937361282.0,Power N-CT41^2T8T2
6,15,1288,937426757.0,Power N-CT41^2Arc(2)T8
6,15,1320,937426802.0,Power N-CT41^2T8T1
6,15,1419,937426847.0,Power N-CT43^2T10
6,15,1505,938475407.0,Power N-CT43^2T8
6,15,1521,939392882.0,Power N-CT41^2T2T2
6,15,1522,939458357.0,Power N-CT41^2Arc(2)T2
6,15,1560,939458402.0,Power N-CT41^2T2T1
6,15,1677,939458447.0,Power N-CT43^2T4
6,15,1720,939523967.0,Power N-CT43^2T3
6,15,1852,939524012.0,Power N-CT43^2+3
6,15,1861,1027604222.0,Power N-CT47^2Arc(8)
6,15,1901,1042284257.0,Power N-CT47^2Arc(7)
6,15,1942,1056964292.0,Power N-CT47^2Arc(6)
6,15,1984,1071644327.0,Power N-CT47^2Arc(5)
6,15,2027,1086324362.0,Power N-CT47^2Arc(4)
6,15,2071,1101004397.0,Power N-CT47^2Arc(3)
6,15,2116,1115684432.0,Power N-CT47^2T1T1
6,15,2162,1130364467.0,Power N-CT47^2T1
6,15,2258,1141898627.0,"Power N-CT53^2Trin2,2,7"
6,15,2346,1142947187.0,Power N-CT53^2T7T2
6,15,2438,1143995747.0,Power N-CT53^2T7
6,15,2447,1155485027.0,"Power N-CT59^2Trin3,3,13"
6,15,2533,1156468067.0,"Power N-CT59^2Trin1,3,13"
6,15,2576,1156529507.0,Power N-CT59^2T13T3
6,15,2579,1157389667.0,Power N-CT59^2Arc(3)T13
6,15,2623,1157451107.0,Power N-CT59^2Arc(2)T13
6,15,2668,1157512547.0,Power N-CT59^2T13T1
6,15,2806,1157573987.0,Power N-CT61^2T15
6,15,2812,1159724342.0,Power N-CT53^2+3
6,15,2856,1171209542.0,Power N-CT59^2T8T3
6,15,2977,1171213622.0,"Power N-CT59^2Trin3,3,3"
6,15,3083,1172196662.0,"Power N-CT59^2Trin1,3,3"
6,15,3111,1172254022.0,Power N-CT61^2T10
6,15,3136,1172258102.0,Power N-CT59^2T3T3
6,15,3139,1173118262.0,Power N-CT59^2Arc(3)T3
6,15,3193,1173179702.0,Power N-CT59^2Arc(2)T3
6,15,3248,1173241142.0,Power N-CT59^2T3T1
6,15,3416,1173302582.0,Power N-CT61^2T5
6,15,3538,1174285622.0,Power N-CT61^2T3
6,15,3723,1174347062.0,Power N-CT61^2+2
6,15,3724,1174400822.0,Power N-CT61^2+3
6,15,3726,1174404182.0,"perfect hash family14,3726,66"
6,15,3751,1201667222.0,Power N-CT67^2Arc(12)
6,15,3807,1215298742.0,Power N-CT67^2Arc(11)
6,15,3825,1226833129.0,"Power N-CT73^2Trin7,7,9"
6,15,3943,1226833369.0,"Power N-CT73^2Trin7,7,7"
6,15,3969,1240456729.0,Power N-CT73^2T10T10
6,15,4032,1240460569.0,Power N-CT73^2T10T9
6,15,4158,1240460809.0,Power N-CT73^2T10T7
6,15,4224,1240464649.0,Power N-CT73^2T9T7
6,15,4356,1240464889.0,Power N-CT73^2T7T7
6,15,4599,1254092329.0,Power N-CT73^2T10
6,15,4672,1254096169.0,Power N-CT73^2T9
6,15,4818,1254096409.0,Power N-CT73^2T7
6,15,4977,1266675049.0,Power N-CT79^2T16
6,15,5056,1266678889.0,Power N-CT79^2T15
6,15,5214,1266679129.0,Power N-CT79^2T13
6,15,5329,1267727929.0,Power N-CT73^2
6,15,5347,1277164729.0,Power N-CT83^2Arc(2)T17
6,15,5412,1278213289.0,Power N-CT83^2T17T1
6,15,5607,1279257769.0,Power N-CT89^2T26
6,15,5696,1279261609.0,Power N-CT89^2T25
6,15,5874,1279261849.0,Power N-CT89^2T23
6,15,6244,1281359209.0,Power N-CT79^2+3
6,15,6253,1286602009.0,Power N-CT83^2Arc(8)
6,15,6329,1287650569.0,Power N-CT83^2Arc(7)
6,15,6406,1288699129.0,Power N-CT83^2Arc(6)
6,15,6484,1289747689.0,Power N-CT83^2Arc(5)
6,15,6563,1290796249.0,Power N-CT83^2Arc(4)
6,15,6592,1291795369.0,"perfect hash family13,10609,103T39"
6,15,6798,1291795609.0,"perfect hash family13,10609,103T37"
6,15,7298,1293941929.0,Power N-CT89^2T7
6,15,7921,1294990489.0,Power N-CT89^2
6,15,7954,1305738409.0,Power N-CT97^2T15
6,15,8036,1306414249.0,Power N-CT101^2T19T3
6,15,8446,1306475689.0,"perfect hash family13,10609,103T21"
6,15,8633,1306786969.0,Power N-CT97^2T8
6,15,8722,1307462809.0,Power N-CT101^2T12T3
6,15,9167,1307524249.0,"perfect hash family13,10609,103T14"
6,15,9410,1307770009.0,Power N-CT97^2+1
6,15,9604,1308445849.0,Power N-CT101^2T3T3
6,15,10000,1308507289.0,"perfect hash family13,10609,103T5"
2,16,17,256.0,Derive from strength 3
2,16,18,286.0,orthogonal array fuse
2,16,19,288.0,projection (C)
2,16,20,342.0,projection (C) postop NCK
2,16,21,344.0,projection (C) postop NCK
2,16,22,346.0,projection (C) postop NCK
2,16,23,350.0,projection (C) postop NCK
2,16,25,376.0,Fix 1 symbols (LCDST)
2,16,27,406.0,Fix 1 symbols (LCDST)
2,16,28,421.0,Fix 1 symbols (Colbourn)
2,16,29,436.0,Fix 1 symbols (Meagher-Stevens)
2,16,36,442.0,Fix 5 symbols (LCDST)
2,16,38,466.0,Fix 5 symbols (LCDST)
2,16,39,478.0,Fix 5 symbols (LCDST)
2,16,40,483.0,simulated annealing (Torres-Jimenez)
2,16,45,490.0,simulated annealing (Torres-Jimenez)
2,16,288,496.0,PCAx2PCA
2,16,289,510.0,Direct product
2,16,306,526.0,Direct product generalized
2,16,323,528.0,Direct product
2,16,327,543.0,Direct product generalized
2,16,343,544.0,Direct product generalized
2,16,360,559.0,Direct product generalized
2,16,361,560.0,Direct product
2,16,380,574.0,Direct product
2,16,387,589.0,Direct product generalized
2,16,391,590.0,Direct product
2,16,392,591.0,Direct product generalized
2,16,399,592.0,Direct product generalized
2,16,411,604.0,Direct product generalized
2,16,417,606.0,Direct product generalized
2,16,418,608.0,Direct product generalized
2,16,420,614.0,Direct product generalized
2,16,424,616.0,PCAx2PCA
2,16,426,619.0,Direct product generalized
2,16,427,620.0,Direct product generalized
2,16,437,621.0,Direct product generalized
2,16,438,622.0,Direct product generalized
2,16,439,623.0,Direct product generalized
2,16,449,624.0,Direct product generalized
2,16,453,630.0,Direct product generalized
2,16,457,632.0,Direct product generalized
2,16,461,635.0,Direct product generalized
2,16,465,638.0,Direct product generalized
2,16,468,646.0,Direct product generalized
2,16,475,648.0,Direct product
2,16,477,651.0,Direct product generalized
2,16,483,654.0,Direct product generalized
2,16,486,664.0,Direct product generalized
2,16,489,665.0,Direct product generalized
2,16,492,666.0,Direct product generalized
2,16,496,667.0,Direct product generalized
2,16,503,668.0,Direct product generalized
2,16,505,669.0,Direct product generalized
2,16,506,670.0,Direct product generalized
2,16,512,677.0,Direct product generalized
2,16,513,678.0,Direct product
2,16,515,679.0,Direct product generalized
2,16,526,680.0,Direct product generalized
