t,v,k,N,Source
2,16,602,682.0,PCAx2PCA
2,16,612,695.0,Direct product
2,16,636,706.0,PCAx2PCA
2,16,648,712.0,Direct product
2,16,684,714.0,Direct product
2,16,688,728.0,Direct product generalized
2,16,765,730.0,Direct product
2,16,4880,736.0,PCAx2PCA
2,16,4896,750.0,Direct product
2,16,4914,752.0,Direct product
2,16,5185,766.0,PCAx2PCA
2,16,5491,768.0,PCAx2PCA
2,16,5542,783.0,PCAx2PCA
2,16,5831,784.0,PCAx2PCA
2,16,6120,799.0,PCAx2PCA
2,16,6215,800.0,Direct product generalized
2,16,6460,814.0,Direct product
2,16,6533,815.0,Direct product generalized
2,16,6590,816.0,Direct product generalized
2,16,6597,829.0,Direct product generalized
2,16,6863,830.0,Direct product generalized
2,16,6912,831.0,Direct product generalized
2,16,6935,832.0,Direct product generalized
2,16,7088,844.0,Direct product generalized
2,16,7215,845.0,Direct product generalized
2,16,7271,846.0,Direct product generalized
2,16,7281,847.0,Direct product generalized
2,16,7298,848.0,Direct product generalized
2,16,7600,860.0,Direct product
2,16,7725,861.0,Direct product generalized
2,16,7800,862.0,Direct product generalized
2,16,7817,863.0,Direct product generalized
2,16,7894,864.0,Direct product generalized
2,16,7930,876.0,Direct product generalized
2,16,8204,877.0,Direct product generalized
2,16,8224,878.0,Direct product generalized
2,16,8239,879.0,Direct product generalized
2,16,8341,880.0,Direct product generalized
2,16,8344,890.0,Direct product generalized
2,16,8347,891.0,Direct product generalized
2,16,8633,892.0,Direct product generalized
2,16,8650,893.0,Direct product generalized
2,16,8668,894.0,Direct product generalized
2,16,8748,895.0,Direct product generalized
2,16,8759,896.0,Direct product generalized
2,16,8777,902.0,Direct product generalized
2,16,8795,904.0,Direct product generalized
2,16,8799,906.0,Direct product generalized
2,16,9050,907.0,Direct product generalized
2,16,9104,908.0,Direct product generalized
2,16,9152,909.0,Direct product generalized
2,16,9280,910.0,Direct product generalized
2,16,9301,920.0,Direct product generalized
2,16,10208,922.0,PCAx2PCA
2,16,10368,935.0,Direct product
2,16,10404,938.0,PCAxPCA
2,16,10784,946.0,PCAx2PCA
2,16,10982,952.0,PCAx2PCA
2,16,11628,954.0,PCAx2PCA
2,16,11660,968.0,PCAx2PCA
2,16,11700,969.0,PCAxPCA
2,16,12960,970.0,Direct product
2,16,20000,976.0,Direct product
3,16,18,4096.0,orthogonal array
3,16,19,6652.0,orthogonal array fuse fuse fuse postop NCK
3,16,20,6670.0,orthogonal array fuse fuse fuse postop NCK
3,16,34,7936.0,Chateauneuf-Kreher doubling
3,16,243,8176.0,SCPHF LFSR (TJ-IM)
3,16,273,8191.0,Raaphorst-Moura-Stevens
3,16,275,9807.0,SCPHF LFSR (TJ-IM) fuse
3,16,307,9823.0,Raaphorst-Moura-Stevens fuse
3,16,313,12256.0,SCPHF Conditional Expectation (CLS)
3,16,340,12286.0,CPHF Sim Annealing (TJ-IM)
3,16,345,13693.0,SCPHF LFSR (TJ-IM) fuse fuse fuse
3,16,381,13711.0,Raaphorst-Moura-Stevens fuse fuse fuse
3,16,512,15616.0,Path-Restricted SCPHF RE (CLS)
3,16,546,15631.0,Chateauneuf-Kreher doubling
3,16,706,15856.0,Path-Restricted SCPHF RE (CLS)
3,16,866,16096.0,"Restricted CPHF Ext  4( 1, 4) WCS"
3,16,870,16111.0,"Restricted CPHF Ext  4( 1, 3) WCS"
3,16,876,16126.0,"Restricted CPHF Ext  4( 1, 2) WCS"
3,16,1184,16336.0,"Restricted CPHF Ext  4( 0, 4) WCS"
3,16,1190,16351.0,"Restricted CPHF Ext  4( 0, 3) WCS"
3,16,1193,16366.0,"Restricted CPHF Ext  4( 0, 2) WCS"
3,16,1205,16381.0,"Restricted CPHF Ext  4( 0, 0) WCS"
3,16,3888,19456.0,Colbourn-Martirosyan-TVT-Walker
3,16,3890,19470.0,Cohen-Colbourn-Ling
3,16,4368,19471.0,Colbourn-Martirosyan-TVT-Walker
3,16,4370,19485.0,Cohen-Colbourn-Ling
3,16,4374,20400.0,Cohen-Colbourn-Ling
3,16,4625,20415.0,Cohen-Colbourn-Ling
3,16,4772,20416.0,"Restricted CPHF Ext  5( 0, 5) WCS"
3,16,4813,20431.0,"Restricted CPHF Ext  5( 0, 4) WCS"
3,16,4914,20445.0,Cohen-Colbourn-Ling
3,16,4918,20476.0,"Restricted CPHF Ext  5( 0, 0) WCS"
3,16,4950,22316.0,Cohen-Colbourn-Ling
3,16,5184,22332.0,Cohen-Colbourn-Ling
3,16,5202,22349.0,Cohen-Colbourn-Ling
3,16,5219,22587.0,Cohen-Colbourn-Ling
3,16,5238,22604.0,Cohen-Colbourn-Ling
3,16,5526,22621.0,Cohen-Colbourn-Ling
3,16,6677,23536.0,"Restricted CPHF Ext  6( 4, 6) WCS"
3,16,7254,23551.0,"Restricted CPHF Ext  6( 4, 5) WCS"
3,16,9132,23776.0,"Restricted CPHF Ext  6( 3, 6) WCS"
3,16,9204,23791.0,"Restricted CPHF Ext  6( 3, 5) WCS"
3,16,9437,23806.0,"Restricted CPHF Ext  6( 3, 4) WCS"
3,16,10000,24016.0,"Restricted CPHF Ext  6( 2, 6) WCS"
4,16,17,65536.0,orthogonal array
4,16,18,83519.0,orthogonal array fuse
4,16,24,126976.0,3-Restricted SCPHF RE (CL)
4,16,31,130816.0,2-Restricted SCPHF RE (CL)
4,16,32,166751.0,2-Restricted SCPHF RE (CL) fuse
4,16,34,167023.0,SCPHF Random Extension (CLS) fuse
4,16,61,192496.0,3-Restricted SCPHF RE (CL)
4,16,69,196336.0,2-Restricted SCPHF RE (CL)
4,16,71,196576.0,SCPHF Random Extension (CLS)
4,16,75,196606.0,CPHF IPO 3 (WCS)
4,16,80,250559.0,CPHF IPO 3 (WCS) fuse
4,16,120,253936.0,"3,3-Restricted SCPHF RE (CL)"
4,16,132,257776.0,"3,2-Restricted SCPHF RE (CL)"
4,16,141,258016.0,3-Restricted SCPHF RE (CL)
4,16,156,261616.0,"2,2-Restricted SCPHF RE (CL)"
4,16,158,261856.0,2-Restricted SCPHF RE (CL)
4,16,186,262141.0,CPHF IPO 4 (WCS)
4,16,256,315136.0,Colbourn-Martirosyan-TVT-Walker
4,16,272,322816.0,Colbourn-Martirosyan-TVT-Walker
4,16,290,323296.0,"3,2-Restricted SCPHF RE (CL)"
4,16,297,323536.0,3-Restricted SCPHF RE (CL)
4,16,341,327136.0,"2,2-Restricted SCPHF RE (CL)"
4,16,346,327376.0,2-Restricted SCPHF RE (CL)
4,16,360,327616.0,SCPHF Random Extension (CLS)
4,16,451,327676.0,CPHF IPO 5 (WCS)
4,16,470,380896.0,"3,3,3-Restricted SCPHF RE (CL)"
4,16,519,384976.0,"3,3-Restricted SCPHF RE (CL)"
4,16,634,388816.0,"3,2-Restricted SCPHF RE (CL)"
4,16,636,389056.0,3-Restricted SCPHF RE (CL)
4,16,745,392656.0,"2,2-Restricted SCPHF RE (CL)"
4,16,764,392896.0,2-Restricted SCPHF RE (CL)
4,16,791,393136.0,SCPHF Random Extension (CLS)
4,16,871,393211.0,CPHF IPO 6 (WCS)
4,16,1049,446416.0,"3,3,3-Restricted SCPHF RE (CL)"
4,16,1164,450496.0,"3,3-Restricted SCPHF RE (CL)"
4,16,1341,454336.0,"3,2-Restricted SCPHF RE (CL)"
4,16,1376,454576.0,3-Restricted SCPHF RE (CL)
4,16,1428,458176.0,"2,2-Restricted SCPHF RE (CL)"
4,16,1581,458416.0,2-Restricted SCPHF RE (CL)
4,16,1625,458656.0,SCPHF Random Extension (CLS)
4,16,1666,458746.0,CPHF Random Extension (CLS)
4,16,2748,524176.0,SCPHF Random Extension (CLS)
4,16,2833,524281.0,CPHF Random Extension (CLS)
4,16,2976,630541.0,Colbourn-Martirosyan-TVT-Walker
4,16,3162,654782.0,Colbourn-Martirosyan-TVT-Walker
4,16,3888,683536.0,Colbourn-Martirosyan-TVT-Walker
4,16,4096,683761.0,Colbourn-Martirosyan-TVT-Walker
4,16,4112,699375.0,Colbourn-Martirosyan-TVT-Walker
4,16,4128,699886.0,Colbourn-Martirosyan-TVT-Walker
4,16,4144,699888.0,Colbourn-Martirosyan-TVT-Walker
4,16,4208,702740.0,Colbourn-Martirosyan-TVT-Walker
4,16,4224,702994.0,Colbourn-Martirosyan-TVT-Walker
4,16,4336,703002.0,Colbourn-Martirosyan-TVT-Walker
4,16,4352,706188.0,Colbourn-Martirosyan-TVT-Walker
4,16,4368,706668.0,Colbourn-Martirosyan-TVT-Walker
4,16,4369,724156.0,Colbourn-Martirosyan-TVT-Walker
4,16,4386,724667.0,Colbourn-Martirosyan-TVT-Walker
4,16,4403,724669.0,Colbourn-Martirosyan-TVT-Walker
4,16,4471,727521.0,Colbourn-Martirosyan-TVT-Walker
4,16,4488,727775.0,Colbourn-Martirosyan-TVT-Walker
4,16,4607,727783.0,Colbourn-Martirosyan-TVT-Walker
4,16,4624,730969.0,Colbourn-Martirosyan-TVT-Walker
4,16,4641,731449.0,Colbourn-Martirosyan-TVT-Walker
4,16,4752,743428.0,Colbourn-Martirosyan-TVT-Walker
4,16,4784,747028.0,Colbourn-Martirosyan-TVT-Walker
4,16,4912,749256.0,Colbourn-Martirosyan-TVT-Walker
4,16,4914,760314.0,Colbourn-Martirosyan-TVT-Walker
4,16,4930,771743.0,Colbourn-Martirosyan-TVT-Walker
4,16,5049,771983.0,Colbourn-Martirosyan-TVT-Walker
4,16,5083,775583.0,Colbourn-Martirosyan-TVT-Walker
4,16,5219,777811.0,Colbourn-Martirosyan-TVT-Walker
4,16,5220,796532.0,Colbourn-Martirosyan-TVT-Walker
4,16,5274,796776.0,Colbourn-Martirosyan-TVT-Walker
4,16,5292,799092.0,Colbourn-Martirosyan-TVT-Walker
4,16,5346,799100.0,Colbourn-Martirosyan-TVT-Walker
4,16,5418,802700.0,Colbourn-Martirosyan-TVT-Walker
4,16,5526,810780.0,Colbourn-Martirosyan-TVT-Walker
4,16,5536,838438.0,Colbourn-Martirosyan-TVT-Walker
4,16,5632,838678.0,Colbourn-Martirosyan-TVT-Walker
4,16,5744,846358.0,Colbourn-Martirosyan-TVT-Walker
4,16,5760,848826.0,Colbourn-Martirosyan-TVT-Walker
4,16,5872,848886.0,Colbourn-Martirosyan-TVT-Walker
4,16,5936,850132.0,Colbourn-Martirosyan-TVT-Walker
4,16,6064,852648.0,Colbourn-Martirosyan-TVT-Walker
4,16,6096,861706.0,Colbourn-Martirosyan-TVT-Walker
4,16,6120,873051.0,Colbourn-Martirosyan-TVT-Walker
4,16,6239,886747.0,Colbourn-Martirosyan-TVT-Walker
4,16,6307,887993.0,Colbourn-Martirosyan-TVT-Walker
4,16,6336,890281.0,Colbourn-Martirosyan-TVT-Walker
4,16,6443,890509.0,Colbourn-Martirosyan-TVT-Walker
4,16,6512,894121.0,Colbourn-Martirosyan-TVT-Walker
4,16,6656,898123.0,Colbourn-Martirosyan-TVT-Walker
4,16,6704,901963.0,Colbourn-Martirosyan-TVT-Walker
4,16,6896,906037.0,Colbourn-Martirosyan-TVT-Walker
4,16,7024,908793.0,Colbourn-Martirosyan-TVT-Walker
4,16,7088,910183.0,Colbourn-Martirosyan-TVT-Walker
4,16,7168,912987.0,Colbourn-Martirosyan-TVT-Walker
4,16,7216,916827.0,Colbourn-Martirosyan-TVT-Walker
4,16,7327,948218.0,Colbourn-Martirosyan-TVT-Walker
4,16,7463,950974.0,Colbourn-Martirosyan-TVT-Walker
4,16,7531,952364.0,Colbourn-Martirosyan-TVT-Walker
4,16,7616,955168.0,Colbourn-Martirosyan-TVT-Walker
4,16,7667,959263.0,Colbourn-Martirosyan-TVT-Walker
4,16,7794,977447.0,Colbourn-Martirosyan-TVT-Walker
4,16,7866,978885.0,Colbourn-Martirosyan-TVT-Walker
4,16,8064,983247.0,Colbourn-Martirosyan-TVT-Walker
4,16,8082,987342.0,Colbourn-Martirosyan-TVT-Walker
4,16,8192,987856.0,Colbourn-Martirosyan-TVT-Walker
4,16,8304,988081.0,Colbourn-Martirosyan-TVT-Walker
4,16,8736,991921.0,Colbourn-Martirosyan-TVT-Walker
4,16,10000,995296.0,Colbourn-Martirosyan-TVT-Walker
5,16,17,1048576.0,orthogonal array
5,16,18,1419855.0,orthogonal array fuse
5,16,20,2093056.0,3-Restricted SCPHF RE (CL)
5,16,21,2097151.0,CPHF IPO 2 (WCS)
5,16,33,3080176.0,4-Restricted SCPHF RE (CL)
5,16,36,3141616.0,3-Restricted SCPHF RE (CL)
5,16,38,3145456.0,2-Restricted SCPHF RE (CL)
5,16,39,3145726.0,CPHF IPO 3 (WCS)
5,16,53,4063216.0,"4,4-Restricted SCPHF RE (CL)"
5,16,56,4128736.0,4-Restricted SCPHF RE (CL)
5,16,62,4186096.0,"3,3-Restricted SCPHF RE (CL)"
5,16,64,4190176.0,3-Restricted SCPHF RE (CL)
5,16,66,4194256.0,SCPHF Random Extension (CLS)
5,16,73,4194301.0,CPHF IPO 4 (WCS)
5,16,92,5111776.0,"4,4-Restricted SCPHF RE (CL)"
5,16,103,5177296.0,4-Restricted SCPHF RE (CL)
5,16,111,5238736.0,3-Restricted SCPHF RE (CL)
5,16,119,5242576.0,2-Restricted SCPHF RE (CL)
5,16,145,5242876.0,CPHF IPO 5 (WCS)
5,16,146,6094816.0,"4,4,4-Restricted SCPHF RE (CL)"
5,16,165,6160336.0,"4,4-Restricted SCPHF RE (CL)"
5,16,185,6225856.0,4-Restricted SCPHF RE (CL)
5,16,197,6287296.0,3-Restricted SCPHF RE (CL)
5,16,206,6291136.0,2-Restricted SCPHF RE (CL)
5,16,207,6291376.0,SCPHF Random Extension (CLS)
5,16,210,6291451.0,CPHF Random Extension (CLS)
5,16,248,7143376.0,"4,4,4-Restricted SCPHF RE (CL)"
5,16,284,7208896.0,"4,4-Restricted SCPHF RE (CL)"
5,16,336,7274416.0,4-Restricted SCPHF RE (CL)
5,16,360,7335856.0,3-Restricted SCPHF RE (CL)
5,16,376,7339696.0,2-Restricted SCPHF RE (CL)
5,16,379,7339936.0,SCPHF Random Extension (CLS)
5,16,454,8191936.0,"4,4,4-Restricted SCPHF RE (CL)"
5,16,515,8257456.0,"4,4-Restricted SCPHF RE (CL)"
5,16,582,8322976.0,4-Restricted SCPHF RE (CL)
5,16,641,8384416.0,3-Restricted SCPHF RE (CL)
5,16,650,8388256.0,2-Restricted SCPHF RE (CL)
5,16,656,8388496.0,SCPHF Random Extension (CLS)
5,16,766,9240496.0,"4,4,4-Restricted SCPHF RE (CL)"
5,16,767,13103536.0,Add 1 factors
5,16,768,15906736.0,Add 2 factors
5,16,769,16889776.0,Add 3 factors
5,16,782,17872816.0,Add 16 factors
5,16,783,19588192.0,Add 17 factors
5,16,838,19801813.0,3-Restricted SCPHF RE (CL) fuse fuse fuse
5,16,851,19808311.0,2-Restricted SCPHF RE (CL) fuse fuse fuse
5,16,852,23671351.0,Add 1 factors
5,16,871,24968925.0,"perfect hash family3,871,582"
5,16,901,25091805.0,"perfect hash family3,960,641T59"
5,16,905,25099485.0,"perfect hash family3,972,649T67"
5,16,908,25099965.0,"perfect hash family3,981,655T73"
5,16,960,25153245.0,"perfect hash family3,960,641"
5,16,964,25160925.0,"perfect hash family3,972,649T8"
5,16,967,25161405.0,"perfect hash family3,981,655T14"
5,16,973,25164765.0,"perfect hash family3,973,650"
5,16,976,25165245.0,"perfect hash family3,981,655T5"
5,16,982,25165485.0,"perfect hash family3,982,656"
5,16,1022,26865405.0,"perfect hash family3,1146,765T124"
5,16,1031,26869245.0,"perfect hash family3,1146,765T115"
5,16,1037,26869485.0,"perfect hash family3,1146,765T109"
5,16,1147,27721485.0,"perfect hash family3,1147,766"
5,16,1156,31381590.0,Power N-CT37^2Arc(2)T4
5,16,1188,31385430.0,Power N-CT37^2T4T1
5,16,1221,31389270.0,Power N-CT37^2T4
5,16,1227,31439190.0,Power N-CT37^2Arc(4)
5,16,1261,31443030.0,Power N-CT37^2Arc(3)
5,16,1296,31446870.0,Power N-CT37^2T1T1
5,16,1332,31450710.0,Power N-CT37^2T1
5,16,1370,31454550.0,Power N-CT37^2+1
5,16,1371,31457250.0,Power N-CT37^2+2
5,16,1420,32362140.0,"perfect hash family4,3125,625T341"
5,16,1680,32427660.0,"perfect hash family4,3125,625T289"
5,16,1800,32489100.0,"perfect hash family4,3125,625T265"
5,16,1880,32492940.0,"perfect hash family4,3125,625T249"
5,16,1895,32493180.0,"perfect hash family4,3125,625T246"
5,16,2270,33345180.0,"perfect hash family4,3125,625T171"
5,16,2575,33410700.0,"perfect hash family4,3125,625T110"
5,16,2910,33476220.0,"perfect hash family4,3125,625T43"
5,16,3125,33537660.0,"perfect hash family4,3125,625"
5,16,3233,37551975.0,Power N-CT61^2T8
5,16,3242,37609365.0,"Power N-CT67^2Trin3,3,14"
5,16,3286,37609410.0,Power N-CT67^2T14T5
5,16,3342,37613445.0,"Power N-CT67^2Trin1,3,14"
5,16,3392,37613490.0,Power N-CT67^2T14T3
5,16,3395,37617480.0,Power N-CT67^2Arc(3)T14
5,16,3416,37617495.0,Power N-CT61^2T5
5,16,3446,37617525.0,Power N-CT67^2Arc(2)T14
5,16,3498,37617570.0,Power N-CT67^2T14T1
5,16,3869,37617615.0,Power N-CT73^2T20
5,16,4088,37683135.0,Power N-CT73^2T17
5,16,4096,37740450.0,Power N-CT67^2T3T3
5,16,4526,37740495.0,Power N-CT73^2T11
5,16,4672,37744575.0,Power N-CT73^2T9
5,16,4818,37748655.0,Power N-CT73^2T7
5,16,5329,37748700.0,Power N-CT73^2
5,16,5330,43177740.0,Add 1 factors
5,16,5518,45080295.0,Power N-CT89^2T27
5,16,5696,45084375.0,Power N-CT89^2T25
5,16,5874,45088455.0,Power N-CT89^2T23
5,16,6497,45088500.0,Power N-CT89^2T16
5,16,6716,45547140.0,Power N-CT97^2T24T5
5,16,6798,45612615.0,"perfect hash family9,10609,103T37"
5,16,7519,45612660.0,"perfect hash family9,10609,103T30"
5,16,7924,46005975.0,Power N-CT89^2+3
5,16,7957,46104180.0,"perfect hash family9,11881,109T36"
5,16,8249,46134900.0,"perfect hash family9,12769,113T40"
5,16,8732,46137300.0,"perfect hash family9,14986,126T53"
5,16,9476,46530135.0,"perfect hash family9,10609,103T11"
5,16,10000,46595655.0,Power N-CT101^2
6,16,17,16777216.0,orthogonal array
6,16,18,24137567.0,orthogonal array fuse
6,16,19,39866207.0,Add 1 factors
6,16,20,47045875.0,orthogonal array fuse fuse fuse
6,16,22,49283056.0,5-Restricted SCPHF RE (CL)
6,16,25,50266096.0,4-Restricted SCPHF RE (CL)
6,16,26,50331616.0,SCPHF Random Extension (CLS)
6,16,28,50331646.0,CPHF IPO 3 (WCS)
6,16,33,65011696.0,"5,5-Restricted SCPHF RE (CL)"
6,16,35,66060256.0,5-Restricted SCPHF RE (CL)
6,16,39,67043296.0,4-Restricted SCPHF RE (CL)
6,16,40,67108816.0,SCPHF Random Extension (CLS)
6,16,46,67108861.0,CPHF IPO 4 (WCS)
6,16,51,81788896.0,"5,5-Restricted SCPHF RE (CL)"
6,16,56,82837456.0,5-Restricted SCPHF RE (CL)
6,16,58,83820496.0,4-Restricted SCPHF RE (CL)
6,16,63,83881936.0,3-Restricted SCPHF RE (CL)
6,16,64,83885776.0,2-Restricted SCPHF RE (CL)
6,16,66,83886016.0,SCPHF Random Extension (CLS)
6,16,73,97517536.0,"5,5,5-Restricted SCPHF RE (CL)"
6,16,82,98566096.0,"5,5-Restricted SCPHF RE (CL)"
6,16,89,99614656.0,5-Restricted SCPHF RE (CL)
6,16,98,100597696.0,4-Restricted SCPHF RE (CL)
6,16,103,100659136.0,3-Restricted SCPHF RE (CL)
6,16,104,100662976.0,2-Restricted SCPHF RE (CL)
6,16,113,114294736.0,"5,5,5-Restricted SCPHF RE (CL)"
6,16,127,115343296.0,"5,5-Restricted SCPHF RE (CL)"
6,16,141,116391856.0,5-Restricted SCPHF RE (CL)
6,16,150,117374896.0,4-Restricted SCPHF RE (CL)
6,16,156,117436336.0,3-Restricted SCPHF RE (CL)
6,16,159,117440176.0,2-Restricted SCPHF RE (CL)
6,16,163,117440416.0,SCPHF Random Extension (CLS)
6,16,164,117440506.0,CPHF Random Extension (CLS)
6,16,236,134217616.0,SCPHF Random Extension (CLS)
6,16,268,193100431.0,SCPHF Random Extension (CLS) fuse
6,16,289,268435440.0,Power CT17^2
6,16,290,346026480.0,Add 1 factors
6,16,291,383746800.0,Add 2 factors
6,16,292,414221040.0,Add 3 factors
6,16,293,429949680.0,Add 4 factors
6,16,305,445678320.0,Add 16 factors
6,16,306,484882160.0,Add 17 factors
6,16,312,536211424.0,Martirosyan-TVT
6,16,313,536334304.0,Martirosyan-TVT variant
6,16,316,536453344.0,Martirosyan-TVT
6,16,317,536594704.0,Martirosyan-TVT variant
6,16,318,536736064.0,Martirosyan-TVT
6,16,326,536736304.0,Martirosyan-TVT
6,16,328,536736394.0,Martirosyan-TVT
6,16,512,536870416.0,"perfect hash family32,512,16,c"
6,16,513,536870880.0,"perfect hash family32,513,17"
6,16,514,629265120.0,Add 1 factors
6,16,530,671088075.0,"perfect hash family5,530,236"
6,16,536,688559824.0,Martirosyan-TVT
6,16,544,763894833.0,Martirosyan-TVT
6,16,545,764132913.0,Martirosyan-TVT variant
6,16,546,764370993.0,Martirosyan-TVT
6,16,547,777607649.0,Martirosyan-TVT variant
6,16,550,793455761.0,Martirosyan-TVT
6,16,551,793612673.0,Martirosyan-TVT variant
6,16,568,793769841.0,Martirosyan-TVT
6,16,577,794752641.0,Martirosyan-TVT variant
6,16,578,803804929.0,Martirosyan-TVT
6,16,625,804257520.0,Power CT25^2
6,16,626,805240710.0,Power CT27^2Arc(2)T2
6,16,650,805240740.0,Power CT27^2T2T1
6,16,675,805240770.0,Power CT27^2T2
6,16,676,805306260.0,Power CT27^2T1T1
6,16,702,805306290.0,Power CT27^2T1
6,16,730,805306320.0,Power CT27^2+1
6,16,731,889192395.0,Power N-CT43^2T26
6,16,774,896552746.0,Power N-CT43^2T25
6,16,784,905969610.0,Power N-CT41^2T13T13
6,16,817,912281386.0,Power N-CT43^2T24
6,16,860,919461054.0,Power N-CT43^2T23
6,16,884,920584095.0,"Power N-CT41^2Trin2,8,13"
6,16,904,920649615.0,"Power N-CT41^2Trin1,8,13"
6,16,924,920649660.0,Power N-CT41^2T13T8
6,16,936,921632655.0,"Power N-CT41^2Trin2,6,13"
6,16,958,921698175.0,"Power N-CT41^2Trin1,6,13"
6,16,980,921698220.0,Power N-CT41^2T13T6
6,16,1040,922615695.0,"Power N-CT41^2Trin2,2,13"
6,16,1066,922681215.0,"Power N-CT41^2Trin1,2,13"
6,16,1092,922681260.0,Power N-CT41^2T13T2
6,16,1093,922746735.0,Power N-CT41^2Arc(2)T13
6,16,1120,922746780.0,Power N-CT41^2T13T1
6,16,1204,922746825.0,Power N-CT43^2T15
6,16,1225,937295745.0,"Power N-CT41^2Trin2,2,8"
6,16,1256,937361265.0,"Power N-CT41^2Trin1,2,8"
6,16,1287,937361310.0,Power N-CT41^2T8T2
6,16,1288,937426785.0,Power N-CT41^2Arc(2)T8
6,16,1320,937426830.0,Power N-CT41^2T8T1
6,16,1419,937426875.0,Power N-CT43^2T10
6,16,1505,938475435.0,Power N-CT43^2T8
6,16,1521,939392910.0,Power N-CT41^2T2T2
6,16,1522,939458385.0,Power N-CT41^2Arc(2)T2
6,16,1560,939458430.0,Power N-CT41^2T2T1
6,16,1677,939458475.0,Power N-CT43^2T4
6,16,1720,939523995.0,Power N-CT43^2T3
6,16,1852,939524040.0,Power N-CT43^2+3
6,16,1861,1027604250.0,Power N-CT47^2Arc(8)
6,16,1901,1042284285.0,Power N-CT47^2Arc(7)
6,16,1942,1056964320.0,Power N-CT47^2Arc(6)
6,16,1984,1071644355.0,Power N-CT47^2Arc(5)
6,16,2027,1086324390.0,Power N-CT47^2Arc(4)
6,16,2071,1101004425.0,Power N-CT47^2Arc(3)
6,16,2116,1115684460.0,Power N-CT47^2T1T1
6,16,2162,1130364495.0,Power N-CT47^2T1
6,16,2258,1141898655.0,"Power N-CT53^2Trin2,2,7"
6,16,2346,1142947215.0,Power N-CT53^2T7T2
6,16,2438,1143995775.0,Power N-CT53^2T7
6,16,2447,1155485055.0,"Power N-CT59^2Trin3,3,13"
6,16,2533,1156468095.0,"Power N-CT59^2Trin1,3,13"
6,16,2576,1156529535.0,Power N-CT59^2T13T3
6,16,2579,1157389695.0,Power N-CT59^2Arc(3)T13
6,16,2623,1157451135.0,Power N-CT59^2Arc(2)T13
6,16,2668,1157512575.0,Power N-CT59^2T13T1
6,16,2806,1157574015.0,Power N-CT61^2T15
6,16,2812,1159724370.0,Power N-CT53^2+3
6,16,2856,1171209570.0,Power N-CT59^2T8T3
6,16,2977,1171213650.0,"Power N-CT59^2Trin3,3,3"
6,16,3083,1172196690.0,"Power N-CT59^2Trin1,3,3"
6,16,3111,1172254050.0,Power N-CT61^2T10
6,16,3136,1172258130.0,Power N-CT59^2T3T3
6,16,3139,1173118290.0,Power N-CT59^2Arc(3)T3
6,16,3193,1173179730.0,Power N-CT59^2Arc(2)T3
6,16,3248,1173241170.0,Power N-CT59^2T3T1
6,16,3416,1173302610.0,Power N-CT61^2T5
6,16,3538,1174285650.0,Power N-CT61^2T3
6,16,3723,1174347090.0,Power N-CT61^2+2
6,16,3724,1174400850.0,Power N-CT61^2+3
6,16,3726,1174404210.0,"perfect hash family14,3726,66"
6,16,3751,1201667250.0,Power N-CT67^2Arc(12)
6,16,3807,1215298770.0,Power N-CT67^2Arc(11)
6,16,3825,1226833155.0,"Power N-CT73^2Trin7,7,9"
6,16,3943,1226833395.0,"Power N-CT73^2Trin7,7,7"
6,16,3969,1240456755.0,Power N-CT73^2T10T10
6,16,4032,1240460595.0,Power N-CT73^2T10T9
6,16,4158,1240460835.0,Power N-CT73^2T10T7
6,16,4224,1240464675.0,Power N-CT73^2T9T7
6,16,4356,1240464915.0,Power N-CT73^2T7T7
6,16,4599,1254092355.0,Power N-CT73^2T10
6,16,4672,1254096195.0,Power N-CT73^2T9
6,16,4818,1254096435.0,Power N-CT73^2T7
6,16,4977,1266675075.0,Power N-CT79^2T16
6,16,5056,1266678915.0,Power N-CT79^2T15
6,16,5214,1266679155.0,Power N-CT79^2T13
6,16,5329,1267727955.0,Power N-CT73^2
6,16,5347,1277164755.0,Power N-CT83^2Arc(2)T17
6,16,5412,1278213315.0,Power N-CT83^2T17T1
6,16,5607,1279257795.0,Power N-CT89^2T26
6,16,5696,1279261635.0,Power N-CT89^2T25
6,16,5874,1279261875.0,Power N-CT89^2T23
6,16,6244,1281359235.0,Power N-CT79^2+3
6,16,6253,1286602035.0,Power N-CT83^2Arc(8)
6,16,6329,1287650595.0,Power N-CT83^2Arc(7)
6,16,6406,1288699155.0,Power N-CT83^2Arc(6)
6,16,6484,1289747715.0,Power N-CT83^2Arc(5)
6,16,6563,1290796275.0,Power N-CT83^2Arc(4)
6,16,6592,1291795395.0,"perfect hash family13,10609,103T39"
6,16,6798,1291795635.0,"perfect hash family13,10609,103T37"
6,16,7298,1293941955.0,Power N-CT89^2T7
6,16,7921,1294990515.0,Power N-CT89^2
6,16,7954,1305738435.0,Power N-CT97^2T15
6,16,8036,1306414275.0,Power N-CT101^2T19T3
6,16,8446,1306475715.0,"perfect hash family13,10609,103T21"
6,16,8633,1306786995.0,Power N-CT97^2T8
6,16,8722,1307462835.0,Power N-CT101^2T12T3
6,16,9167,1307524275.0,"perfect hash family13,10609,103T14"
6,16,9410,1307770035.0,Power N-CT97^2+1
6,16,9604,1308445875.0,Power N-CT101^2T3T3
6,16,10000,1308507315.0,"perfect hash family13,10609,103T5"
