"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",6,14,56,82837452,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",82837452,"ARITHMETIC"
"fuse",6,14,58,83820492,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",83820492,"ARITHMETIC"
"fuse",6,14,63,83881932,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",83881932,"ARITHMETIC"
"fuse",6,14,64,83885772,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",83885772,"ARITHMETIC"
"fuse",6,14,66,83886012,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",83886012,"ARITHMETIC"
"fuse",6,14,73,97517532,"5,5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5,5-Restricted SCPHF RE (CL)",97517532,"ARITHMETIC"
"fuse",6,14,82,98566092,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",98566092,"ARITHMETIC"
"fuse",6,14,89,99614652,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",99614652,"ARITHMETIC"
"fuse",6,14,98,100597692,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",100597692,"ARITHMETIC"
"fuse",6,14,103,100659132,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",100659132,"ARITHMETIC"
"fuse",6,14,104,100662972,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",100662972,"ARITHMETIC"
"fuse",6,14,113,114294732,"5,5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5,5-Restricted SCPHF RE (CL)",114294732,"ARITHMETIC"
"fuse",6,14,127,115343292,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",115343292,"ARITHMETIC"
"fuse",6,14,141,116391852,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",116391852,"ARITHMETIC"
"fuse",6,14,150,117374892,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",117374892,"ARITHMETIC"
"fuse",6,14,156,117436332,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",117436332,"ARITHMETIC"
"fuse",6,14,159,117440172,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",117440172,"ARITHMETIC"
"fuse",6,14,163,117440412,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",117440412,"ARITHMETIC"
"fuse",6,14,164,117440502,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",117440502,"ARITHMETIC"
"fuse",6,14,236,134217612,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",134217612,"ARITHMETIC"
"fuse",6,14,268,193100427,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",193100427,"ARITHMETIC"
"fuse",6,14,512,536870412,"perfect hash family32,512,16,c fuse fuse",2,"perfect hash family32,512,16,c",536870412,"ARITHMETIC"
"fuse",3,15,243,8174,"SCPHF LFSR (TJ-IM) fuse",1,"SCPHF LFSR (TJ-IM)",8174,"ARITHMETIC"
"fuse",3,15,273,8189,"Raaphorst-Moura-Stevens fuse",1,"Raaphorst-Moura-Stevens",8189,"ARITHMETIC"
"fuse",3,15,275,9805,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",9805,"ARITHMETIC"
"fuse",3,15,307,9821,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",9821,"ARITHMETIC"
"fuse",3,15,313,12254,"SCPHF Conditional Expectation (CLS) fuse",1,"SCPHF Conditional Expectation (CLS)",12254,"ARITHMETIC"
"fuse",3,15,340,12284,"CPHF Sim Annealing (TJ-IM) fuse",1,"CPHF Sim Annealing (TJ-IM)",12284,"ARITHMETIC"
"fuse",3,15,345,13691,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse",4,"SCPHF LFSR (TJ-IM)",13691,"ARITHMETIC"
"fuse",3,15,381,13709,"Raaphorst-Moura-Stevens fuse fuse fuse fuse",4,"Raaphorst-Moura-Stevens",13709,"ARITHMETIC"
"fuse",3,15,706,15854,"Path-Restricted SCPHF RE (CLS) fuse",1,"Path-Restricted SCPHF RE (CLS)",15854,"ARITHMETIC"
"fuse",3,15,866,16094,"Restricted CPHF Ext  4( 1, 4) WCS fuse",1,"Restricted CPHF Ext  4( 1, 4) WCS",16094,"ARITHMETIC"
"fuse",3,15,870,16109,"Restricted CPHF Ext  4( 1, 3) WCS fuse",1,"Restricted CPHF Ext  4( 1, 3) WCS",16109,"ARITHMETIC"
"fuse",3,15,876,16124,"Restricted CPHF Ext  4( 1, 2) WCS fuse",1,"Restricted CPHF Ext  4( 1, 2) WCS",16124,"ARITHMETIC"
"fuse",3,15,1184,16334,"Restricted CPHF Ext  4( 0, 4) WCS fuse",1,"Restricted CPHF Ext  4( 0, 4) WCS",16334,"ARITHMETIC"
"fuse",3,15,1190,16349,"Restricted CPHF Ext  4( 0, 3) WCS fuse",1,"Restricted CPHF Ext  4( 0, 3) WCS",16349,"ARITHMETIC"
"fuse",3,15,1193,16364,"Restricted CPHF Ext  4( 0, 2) WCS fuse",1,"Restricted CPHF Ext  4( 0, 2) WCS",16364,"ARITHMETIC"
"fuse",3,15,1205,16379,"Restricted CPHF Ext  4( 0, 0) WCS fuse",1,"Restricted CPHF Ext  4( 0, 0) WCS",16379,"ARITHMETIC"
"fuse",3,15,4370,19483,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",19483,"ARITHMETIC"
"fuse",3,15,4918,20474,"Restricted CPHF Ext  5( 0, 0) WCS fuse",1,"Restricted CPHF Ext  5( 0, 0) WCS",20474,"ARITHMETIC"
"fuse",3,15,6677,23534,"Restricted CPHF Ext  6( 4, 6) WCS fuse",1,"Restricted CPHF Ext  6( 4, 6) WCS",23534,"ARITHMETIC"
"fuse",3,15,7254,23549,"Restricted CPHF Ext  6( 4, 5) WCS fuse",1,"Restricted CPHF Ext  6( 4, 5) WCS",23549,"ARITHMETIC"
"fuse",3,15,9132,23774,"Restricted CPHF Ext  6( 3, 6) WCS fuse",1,"Restricted CPHF Ext  6( 3, 6) WCS",23774,"ARITHMETIC"
"fuse",3,15,9204,23789,"Restricted CPHF Ext  6( 3, 5) WCS fuse",1,"Restricted CPHF Ext  6( 3, 5) WCS",23789,"ARITHMETIC"
"fuse",3,15,9437,23804,"Restricted CPHF Ext  6( 3, 4) WCS fuse",1,"Restricted CPHF Ext  6( 3, 4) WCS",23804,"ARITHMETIC"
"fuse",3,15,10000,24014,"Restricted CPHF Ext  6( 2, 6) WCS fuse",1,"Restricted CPHF Ext  6( 2, 6) WCS",24014,"ARITHMETIC"
"fuse",4,15,17,65534,"orthogonal array fuse",1,"orthogonal array",65534,"ARITHMETIC"
"fuse",4,15,24,126974,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",126974,"ARITHMETIC"
"fuse",4,15,31,130814,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",130814,"ARITHMETIC"
"fuse",4,15,32,166749,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",166749,"ARITHMETIC"
"fuse",4,15,34,167021,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",167021,"ARITHMETIC"
"fuse",4,15,61,192494,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",192494,"ARITHMETIC"
"fuse",4,15,69,196334,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",196334,"ARITHMETIC"
"fuse",4,15,71,196574,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",196574,"ARITHMETIC"
"fuse",4,15,75,196604,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",196604,"ARITHMETIC"
"fuse",4,15,80,250557,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",250557,"ARITHMETIC"
"fuse",4,15,120,253934,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",253934,"ARITHMETIC"
"fuse",4,15,132,257774,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",257774,"ARITHMETIC"
"fuse",4,15,141,258014,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",258014,"ARITHMETIC"
"fuse",4,15,156,261614,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",261614,"ARITHMETIC"
"fuse",4,15,158,261854,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",261854,"ARITHMETIC"
"fuse",4,15,186,262139,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",262139,"ARITHMETIC"
"fuse",4,15,256,315134,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",315134,"ARITHMETIC"
"fuse",4,15,272,322814,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",322814,"ARITHMETIC"
"fuse",4,15,290,323294,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",323294,"ARITHMETIC"
"fuse",4,15,297,323534,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",323534,"ARITHMETIC"
"fuse",4,15,341,327134,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",327134,"ARITHMETIC"
"fuse",4,15,346,327374,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",327374,"ARITHMETIC"
"fuse",4,15,360,327614,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",327614,"ARITHMETIC"
"fuse",4,15,451,327674,"CPHF IPO 5 (WCS) fuse",1,"CPHF IPO 5 (WCS)",327674,"ARITHMETIC"
"fuse",4,15,470,380894,"3,3,3-Restricted SCPHF RE (CL) fuse",1,"3,3,3-Restricted SCPHF RE (CL)",380894,"ARITHMETIC"
"fuse",4,15,519,384974,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",384974,"ARITHMETIC"
"fuse",4,15,634,388814,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",388814,"ARITHMETIC"
"fuse",4,15,636,389054,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",389054,"ARITHMETIC"
"fuse",4,15,745,392654,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",392654,"ARITHMETIC"
"fuse",4,15,764,392894,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",392894,"ARITHMETIC"
"fuse",4,15,791,393134,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",393134,"ARITHMETIC"
"fuse",4,15,871,393209,"CPHF IPO 6 (WCS) fuse",1,"CPHF IPO 6 (WCS)",393209,"ARITHMETIC"
"fuse",4,15,1049,446414,"3,3,3-Restricted SCPHF RE (CL) fuse",1,"3,3,3-Restricted SCPHF RE (CL)",446414,"ARITHMETIC"
"fuse",4,15,1164,450494,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",450494,"ARITHMETIC"
"fuse",4,15,1341,454334,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",454334,"ARITHMETIC"
"fuse",4,15,1376,454574,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",454574,"ARITHMETIC"
"fuse",4,15,1428,458174,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",458174,"ARITHMETIC"
"fuse",4,15,1581,458414,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",458414,"ARITHMETIC"
"fuse",4,15,1625,458654,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",458654,"ARITHMETIC"
"fuse",4,15,1666,458744,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",458744,"ARITHMETIC"
"fuse",4,15,2748,524174,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",524174,"ARITHMETIC"
"fuse",4,15,2833,524279,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",524279,"ARITHMETIC"
"fuse",4,15,2976,630539,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",630539,"ARITHMETIC"
"fuse",4,15,3888,683534,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",683534,"ARITHMETIC"
"fuse",4,15,4096,683759,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",683759,"ARITHMETIC"
"fuse",4,15,4112,699373,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",699373,"ARITHMETIC"
"fuse",4,15,4368,706666,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",706666,"ARITHMETIC"
"fuse",4,15,4752,743426,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",743426,"ARITHMETIC"
"fuse",4,15,5872,848884,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",848884,"ARITHMETIC"
"fuse",4,15,5936,850130,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",850130,"ARITHMETIC"
"fuse",4,15,6064,852646,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",852646,"ARITHMETIC"
"fuse",4,15,6512,894119,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",894119,"ARITHMETIC"
"fuse",4,15,6656,898121,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",898121,"ARITHMETIC"
"fuse",4,15,6704,901961,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",901961,"ARITHMETIC"
"fuse",4,15,8192,987854,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",987854,"ARITHMETIC"
"fuse",4,15,8304,988079,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",988079,"ARITHMETIC"
"fuse",4,15,8736,991919,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",991919,"ARITHMETIC"
"fuse",4,15,10000,995294,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",995294,"ARITHMETIC"
"fuse",5,15,17,1048574,"orthogonal array fuse",1,"orthogonal array",1048574,"ARITHMETIC"
"fuse",5,15,18,1419853,"orthogonal array fuse fuse",2,"orthogonal array",1419853,"ARITHMETIC"
"fuse",5,15,20,2093054,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",2093054,"ARITHMETIC"
"fuse",5,15,21,2097149,"CPHF IPO 2 (WCS) fuse",1,"CPHF IPO 2 (WCS)",2097149,"ARITHMETIC"
"fuse",5,15,33,3080174,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",3080174,"ARITHMETIC"
"fuse",5,15,36,3141614,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",3141614,"ARITHMETIC"
"fuse",5,15,38,3145454,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",3145454,"ARITHMETIC"
"fuse",5,15,39,3145724,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",3145724,"ARITHMETIC"
"fuse",5,15,53,4063214,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",4063214,"ARITHMETIC"
"fuse",5,15,56,4128734,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",4128734,"ARITHMETIC"
"fuse",5,15,62,4186094,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",4186094,"ARITHMETIC"
"fuse",5,15,64,4190174,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",4190174,"ARITHMETIC"
"fuse",5,15,66,4194254,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",4194254,"ARITHMETIC"
"fuse",5,15,73,4194299,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",4194299,"ARITHMETIC"
"fuse",5,15,92,5111774,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",5111774,"ARITHMETIC"
"fuse",5,15,103,5177294,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",5177294,"ARITHMETIC"
"fuse",5,15,111,5238734,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",5238734,"ARITHMETIC"
"fuse",5,15,119,5242574,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",5242574,"ARITHMETIC"
"fuse",5,15,145,5242874,"CPHF IPO 5 (WCS) fuse",1,"CPHF IPO 5 (WCS)",5242874,"ARITHMETIC"
"fuse",5,15,146,6094814,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",6094814,"ARITHMETIC"
"fuse",5,15,165,6160334,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",6160334,"ARITHMETIC"
"fuse",5,15,185,6225854,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",6225854,"ARITHMETIC"
"fuse",5,15,197,6287294,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",6287294,"ARITHMETIC"
"fuse",5,15,206,6291134,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",6291134,"ARITHMETIC"
"fuse",5,15,207,6291374,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",6291374,"ARITHMETIC"
"fuse",5,15,210,6291449,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",6291449,"ARITHMETIC"
"fuse",5,15,248,7143374,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",7143374,"ARITHMETIC"
"fuse",5,15,284,7208894,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",7208894,"ARITHMETIC"
"fuse",5,15,336,7274414,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",7274414,"ARITHMETIC"
"fuse",5,15,360,7335854,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",7335854,"ARITHMETIC"
"fuse",5,15,376,7339694,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",7339694,"ARITHMETIC"
"fuse",5,15,379,7339934,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",7339934,"ARITHMETIC"
"fuse",5,15,454,8191934,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",8191934,"ARITHMETIC"
"fuse",5,15,515,8257454,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",8257454,"ARITHMETIC"
"fuse",5,15,582,8322974,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",8322974,"ARITHMETIC"
"fuse",5,15,641,8384414,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",8384414,"ARITHMETIC"
"fuse",5,15,650,8388254,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",8388254,"ARITHMETIC"
"fuse",5,15,656,8388494,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",8388494,"ARITHMETIC"
"fuse",5,15,766,9240494,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",9240494,"ARITHMETIC"
"fuse",5,15,838,19801811,"3-Restricted SCPHF RE (CL) fuse fuse fuse fuse",4,"3-Restricted SCPHF RE (CL)",19801811,"ARITHMETIC"
"fuse",5,15,851,19808309,"2-Restricted SCPHF RE (CL) fuse fuse fuse fuse",4,"2-Restricted SCPHF RE (CL)",19808309,"ARITHMETIC"
"fuse",6,15,17,16777214,"orthogonal array fuse",1,"orthogonal array",16777214,"ARITHMETIC"
"fuse",6,15,18,24137565,"orthogonal array fuse fuse",2,"orthogonal array",24137565,"ARITHMETIC"
"fuse",6,15,20,47045873,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",47045873,"ARITHMETIC"
"fuse",6,15,22,49283054,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",49283054,"ARITHMETIC"
"fuse",6,15,25,50266094,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",50266094,"ARITHMETIC"
"fuse",6,15,26,50331614,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",50331614,"ARITHMETIC"
"fuse",6,15,28,50331644,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",50331644,"ARITHMETIC"
"fuse",6,15,33,65011694,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",65011694,"ARITHMETIC"
"fuse",6,15,35,66060254,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",66060254,"ARITHMETIC"
"fuse",6,15,39,67043294,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",67043294,"ARITHMETIC"
"fuse",6,15,40,67108814,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",67108814,"ARITHMETIC"
"fuse",6,15,46,67108859,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",67108859,"ARITHMETIC"
"fuse",6,15,51,81788894,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",81788894,"ARITHMETIC"
"fuse",6,15,56,82837454,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",82837454,"ARITHMETIC"
"fuse",6,15,58,83820494,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",83820494,"ARITHMETIC"
"fuse",6,15,63,83881934,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",83881934,"ARITHMETIC"
"fuse",6,15,64,83885774,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",83885774,"ARITHMETIC"
"fuse",6,15,66,83886014,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",83886014,"ARITHMETIC"
"fuse",6,15,73,97517534,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",97517534,"ARITHMETIC"
"fuse",6,15,82,98566094,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",98566094,"ARITHMETIC"
"fuse",6,15,89,99614654,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",99614654,"ARITHMETIC"
"fuse",6,15,98,100597694,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",100597694,"ARITHMETIC"
"fuse",6,15,103,100659134,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",100659134,"ARITHMETIC"
"fuse",6,15,104,100662974,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",100662974,"ARITHMETIC"
"fuse",6,15,113,114294734,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",114294734,"ARITHMETIC"
"fuse",6,15,127,115343294,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",115343294,"ARITHMETIC"
"fuse",6,15,141,116391854,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",116391854,"ARITHMETIC"
"fuse",6,15,150,117374894,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",117374894,"ARITHMETIC"
"fuse",6,15,156,117436334,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",117436334,"ARITHMETIC"
"fuse",6,15,159,117440174,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",117440174,"ARITHMETIC"
"fuse",6,15,163,117440414,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",117440414,"ARITHMETIC"
"fuse",6,15,164,117440504,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",117440504,"ARITHMETIC"
"fuse",6,15,236,134217614,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",134217614,"ARITHMETIC"
"fuse",6,15,268,193100429,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",193100429,"ARITHMETIC"
"fuse",6,15,512,536870414,"perfect hash family32,512,16,c fuse",1,"perfect hash family32,512,16,c",536870414,"ARITHMETIC"
"fuse",2,16,18,286,"orthogonal array fuse",1,"orthogonal array",287,"ARITH_OPEN"
"fuse",3,16,275,9807,"SCPHF LFSR (TJ-IM) fuse",1,"SCPHF LFSR (TJ-IM)",9807,"ARITHMETIC"
"fuse",3,16,307,9823,"Raaphorst-Moura-Stevens fuse",1,"Raaphorst-Moura-Stevens",9823,"ARITHMETIC"
"fuse",3,16,345,13693,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",13693,"ARITHMETIC"
"fuse",3,16,381,13711,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",13711,"ARITHMETIC"
"fuse",4,16,18,83519,"orthogonal array fuse",1,"orthogonal array",83519,"ARITHMETIC"
"fuse",4,16,32,166751,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",166751,"ARITHMETIC"
"fuse",4,16,34,167023,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",167023,"ARITHMETIC"
"fuse",4,16,80,250559,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",250559,"ARITHMETIC"
"fuse",5,16,18,1419855,"orthogonal array fuse",1,"orthogonal array",1419855,"ARITHMETIC"
