"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",5,20,155,31901799,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",31901799,"ARITHMETIC"
"fuse",5,20,171,32169473,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",32169473,"ARITHMETIC"
"fuse",5,20,175,32181111,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",32181111,"ARITHMETIC"
"fuse",5,20,178,32181617,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",32181617,"ARITHMETIC"
"fuse",5,20,181,32181705,"CPHF Random Extension (CLS) fuse fuse fuse",3,"CPHF Random Extension (CLS)",32181705,"ARITHMETIC"
"fuse",5,20,228,37778483,"4,4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4,4-Restricted SCPHF RE (CL)",37778483,"ARITHMETIC"
"fuse",5,20,259,38058301,"4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4-Restricted SCPHF RE (CL)",38058301,"ARITHMETIC"
"fuse",5,20,299,38338119,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",38338119,"ARITHMETIC"
"fuse",5,20,332,38605793,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",38605793,"ARITHMETIC"
"fuse",5,20,342,38617431,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",38617431,"ARITHMETIC"
"fuse",5,20,344,38617937,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",38617937,"ARITHMETIC"
"fuse",5,20,345,38618047,"CPHF Random Extension (CLS) fuse fuse fuse",3,"CPHF Random Extension (CLS)",38618047,"ARITHMETIC"
"fuse",5,20,430,44214803,"4,4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4,4-Restricted SCPHF RE (CL)",44214803,"ARITHMETIC"
"fuse",5,20,493,44494621,"4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4-Restricted SCPHF RE (CL)",44494621,"ARITHMETIC"
"fuse",5,20,564,44774439,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",44774439,"ARITHMETIC"
"fuse",5,20,648,45042113,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",45042113,"ARITHMETIC"
"fuse",5,20,654,45053751,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",45053751,"ARITHMETIC"
"fuse",5,20,656,45054257,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",45054257,"ARITHMETIC"
"fuse",5,20,785,50651123,"4,4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4,4-Restricted SCPHF RE (CL)",50651123,"ARITHMETIC"
"fuse",5,20,2116,128726417,"perfect hash family20,2116,23,c fuse fuse fuse",3,"perfect hash family20,2116,23,c",128726417,"ARITHMETIC"
"fuse",6,20,24,148035883,"orthogonal array fuse fuse fuse",3,"orthogonal array",148035883,"ARITHMETIC"
"fuse",6,20,26,244140615,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",244140615,"ARITHMETIC"
"fuse",6,20,28,387420475,"orthogonal array fuse fuse fuse fuse fuse fuse fuse",7,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,20,29,443827797,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",443827797,"ARITHMETIC"
"fuse",6,20,30,444107109,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",444107109,"ARITHMETIC"
"fuse",6,20,31,444107615,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",444107615,"ARITHMETIC"
"fuse",6,20,34,444107659,"CPHF IPO 3 (WCS) fuse fuse fuse",3,"CPHF IPO 3 (WCS)",444107659,"ARITHMETIC"
"fuse",6,20,41,579270841,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5,5-Restricted SCPHF RE (CL)",579270841,"ARITHMETIC"
"fuse",6,20,45,585707161,"5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5-Restricted SCPHF RE (CL)",585707161,"ARITHMETIC"
"fuse",6,20,51,591863663,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",591863663,"ARITHMETIC"
"fuse",6,20,52,592142975,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",592142975,"ARITHMETIC"
"fuse",6,20,70,727306707,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5,5-Restricted SCPHF RE (CL)",727306707,"ARITHMETIC"
"fuse",6,20,78,733743027,"5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5-Restricted SCPHF RE (CL)",733743027,"ARITHMETIC"
"fuse",6,20,85,739899529,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",739899529,"ARITHMETIC"
"fuse",6,20,87,740167203,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",740167203,"ARITHMETIC"
"fuse",6,20,106,868906253,"5,5,5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5,5,5-Restricted SCPHF RE (CL)",868906253,"ARITHMETIC"
"fuse",6,20,119,875342573,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5,5-Restricted SCPHF RE (CL)",875342573,"ARITHMETIC"
"fuse",6,20,133,881778893,"5-Restricted SCPHF RE (CL) fuse fuse fuse",3,"5-Restricted SCPHF RE (CL)",881778893,"ARITHMETIC"
"fuse",6,20,145,887935395,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",887935395,"ARITHMETIC"
"fuse",6,20,146,888214707,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",888214707,"ARITHMETIC"
"fuse",6,20,148,888215213,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",888215213,"ARITHMETIC"
"fuse",6,20,249,1036251079,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1036251079,"ARITHMETIC"
"fuse",6,20,265,1708984215,"SCPHF Random Extension (CLS) fuse fuse fuse fuse fuse",5,"SCPHF Random Extension (CLS)",1708984215,"ARITHMETIC"
"fuse",6,20,529,2368573873,"perfect hash family16,529,23,c fuse fuse fuse",3,"perfect hash family16,529,23,c",2368573873,"ARITHMETIC"
"fuse",6,20,625,3906249615,"perfect hash family16,625,25,c fuse fuse fuse fuse fuse",5,"perfect hash family16,625,25,c",3906249615,"ARITHMETIC"
"fuse",3,21,509,24307,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",24307,"ARITHMETIC"
"fuse",3,21,553,24329,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",24329,"ARITHMETIC"
"fuse",3,21,603,31217,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse",4,"SCPHF LFSR (TJ-IM)",31217,"ARITHMETIC"
"fuse",3,21,651,31241,"Raaphorst-Moura-Stevens fuse fuse fuse fuse",4,"Raaphorst-Moura-Stevens",31241,"ARITHMETIC"
"fuse",3,21,705,39327,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse fuse",6,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,21,757,39353,"Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse fuse",6,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,21,1402,47583,"Restricted CPHF Ext  4( 2, 4) WCS fuse fuse",2,"Restricted CPHF Ext  4( 2, 4) WCS",47583,"ARITHMETIC"
"fuse",3,21,1404,47605,"Restricted CPHF Ext  4( 2, 3) WCS fuse fuse",2,"Restricted CPHF Ext  4( 2, 3) WCS",47605,"ARITHMETIC"
"fuse",3,21,2492,48595,"Restricted CPHF Ext  4( 0, 4) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 4) WCS",48595,"ARITHMETIC"
"fuse",3,21,2516,48617,"Restricted CPHF Ext  4( 0, 3) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 3) WCS",48617,"ARITHMETIC"
"fuse",3,21,2534,48639,"Restricted CPHF Ext  4( 0, 2) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 2) WCS",48639,"ARITHMETIC"
"fuse",3,21,2542,48661,"Restricted CPHF Ext  4( 0, 0) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 0) WCS",48661,"ARITHMETIC"
"fuse",4,21,24,279837,"orthogonal array fuse fuse",2,"orthogonal array",279837,"ARITHMETIC"
"fuse",4,21,26,390617,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",390617,"ARITHMETIC"
"fuse",4,21,28,531429,"orthogonal array fuse fuse fuse fuse fuse fuse",6,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,21,30,547511,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",547511,"ARITHMETIC"
"fuse",4,21,39,559149,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",559149,"ARITHMETIC"
"fuse",4,21,86,827329,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",827329,"ARITHMETIC"
"fuse",4,21,98,838967,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",838967,"ARITHMETIC"
"fuse",4,21,107,839517,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",839517,"ARITHMETIC"
"fuse",4,21,170,1095003,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",1095003,"ARITHMETIC"
"fuse",4,21,203,1106641,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",1106641,"ARITHMETIC"
"fuse",4,21,204,1107147,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",1107147,"ARITHMETIC"
"fuse",4,21,238,1118279,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",1118279,"ARITHMETIC"
"fuse",4,21,242,1118785,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",1118785,"ARITHMETIC"
"fuse",4,21,247,1119291,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1119291,"ARITHMETIC"
"fuse",4,21,302,1119357,"CPHF IPO 4 (WCS) fuse fuse",2,"CPHF IPO 4 (WCS)",1119357,"ARITHMETIC"
"fuse",4,21,529,1362171,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",1362171,"ARITHMETIC"
"fuse",4,21,552,1386408,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1386408,"ARITHMETIC"
"fuse",4,21,593,1398097,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",1398097,"ARITHMETIC"
"fuse",4,21,610,1398603,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",1398603,"ARITHMETIC"
"fuse",4,21,619,1399109,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1399109,"ARITHMETIC"
"fuse",4,21,658,1399197,"CPHF IPO 5 (WCS) fuse fuse",2,"CPHF IPO 5 (WCS)",1399197,"ARITHMETIC"
"fuse",4,21,895,1642495,"3,3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3,3-Restricted SCPHF RE (CL)",1642495,"ARITHMETIC"
"fuse",4,21,1039,1654639,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",1654639,"ARITHMETIC"
"fuse",4,21,1231,1666277,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",1666277,"ARITHMETIC"
"fuse",4,21,1247,1666783,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",1666783,"ARITHMETIC"
"fuse",4,21,1305,1677915,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",1677915,"ARITHMETIC"
"fuse",4,21,1380,1678421,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",1678421,"ARITHMETIC"
"fuse",4,21,1421,1678927,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1678927,"ARITHMETIC"
"fuse",4,21,1461,1679037,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",1679037,"ARITHMETIC"
"fuse",4,21,2723,1958745,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1958745,"ARITHMETIC"
"fuse",4,21,2806,1958877,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",1958877,"ARITHMETIC"
"fuse",4,21,3910,2700541,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2700541,"ARITHMETIC"
"fuse",4,21,4669,2712179,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2712179,"ARITHMETIC"
"fuse",4,21,4692,2712685,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2712685,"ARITHMETIC"
"fuse",4,21,5474,2723817,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2723817,"ARITHMETIC"
"fuse",4,21,5566,2724323,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2724323,"ARITHMETIC"
"fuse",4,21,5681,2724829,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2724829,"ARITHMETIC"
"fuse",4,21,6946,2724895,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2724895,"ARITHMETIC"
"fuse",4,21,7248,2772892,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2772892,"ARITHMETIC"
"fuse",4,21,10000,2967709,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2967709,"ARITHMETIC"
"fuse",5,21,24,6436339,"orthogonal array fuse fuse",2,"orthogonal array",6436339,"ARITHMETIC"
"fuse",5,21,26,9765617,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",9765617,"ARITHMETIC"
"fuse",5,21,28,14348895,"orthogonal array fuse fuse fuse fuse fuse fuse",6,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,21,43,19029161,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",19029161,"ARITHMETIC"
"fuse",5,21,46,19296835,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",19296835,"ARITHMETIC"
"fuse",5,21,47,19308473,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",19308473,"ARITHMETIC"
"fuse",5,21,48,19308979,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",19308979,"ARITHMETIC"
"fuse",5,21,51,19309023,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",19309023,"ARITHMETIC"
"fuse",5,21,72,25185663,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",25185663,"ARITHMETIC"
"fuse",5,21,81,25465481,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",25465481,"ARITHMETIC"
"fuse",5,21,87,25733155,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",25733155,"ARITHMETIC"
"fuse",5,21,88,25744793,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",25744793,"ARITHMETIC"
"fuse",5,21,90,25745299,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",25745299,"ARITHMETIC"
"fuse",5,21,107,25745365,"CPHF IPO 4 (WCS) fuse fuse",2,"CPHF IPO 4 (WCS)",25745365,"ARITHMETIC"
"fuse",5,21,136,31621983,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",31621983,"ARITHMETIC"
"fuse",5,21,155,31901801,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",31901801,"ARITHMETIC"
"fuse",5,21,171,32169475,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",32169475,"ARITHMETIC"
"fuse",5,21,175,32181113,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",32181113,"ARITHMETIC"
"fuse",5,21,178,32181619,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",32181619,"ARITHMETIC"
"fuse",5,21,181,32181707,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",32181707,"ARITHMETIC"
"fuse",5,21,228,37778485,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",37778485,"ARITHMETIC"
"fuse",5,21,259,38058303,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",38058303,"ARITHMETIC"
"fuse",5,21,299,38338121,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",38338121,"ARITHMETIC"
"fuse",5,21,332,38605795,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",38605795,"ARITHMETIC"
"fuse",5,21,342,38617433,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",38617433,"ARITHMETIC"
"fuse",5,21,344,38617939,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",38617939,"ARITHMETIC"
"fuse",5,21,345,38618049,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",38618049,"ARITHMETIC"
"fuse",5,21,430,44214805,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",44214805,"ARITHMETIC"
"fuse",5,21,493,44494623,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",44494623,"ARITHMETIC"
"fuse",5,21,564,44774441,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",44774441,"ARITHMETIC"
"fuse",5,21,648,45042115,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",45042115,"ARITHMETIC"
"fuse",5,21,654,45053753,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",45053753,"ARITHMETIC"
"fuse",5,21,656,45054259,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",45054259,"ARITHMETIC"
"fuse",5,21,785,50651125,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",50651125,"ARITHMETIC"
"fuse",5,21,809,113079925,"Add 25 factors fuse",1,"Add 25 factors",113079925,"ARITHMETIC"
"fuse",5,21,810,113334925,"Add 25 factors fuse",1,"Add 25 factors",113334925,"ARITHMETIC"
"fuse",5,21,2116,128726419,"perfect hash family20,2116,23,c fuse fuse",2,"perfect hash family20,2116,23,c",128726419,"ARITHMETIC"
"fuse",5,21,10000,135162739,"perfect hash family21,12167,23,c fuse fuse",2,"perfect hash family21,12167,23,c",135162739,"ARITHMETIC"
"fuse",6,21,24,148035885,"orthogonal array fuse fuse",2,"orthogonal array",148035885,"ARITHMETIC"
"fuse",6,21,26,244140617,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",244140617,"ARITHMETIC"
"fuse",6,21,28,387420477,"orthogonal array fuse fuse fuse fuse fuse fuse",6,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,21,29,443827799,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",443827799,"ARITHMETIC"
"fuse",6,21,30,444107111,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",444107111,"ARITHMETIC"
"fuse",6,21,31,444107617,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",444107617,"ARITHMETIC"
"fuse",6,21,34,444107661,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",444107661,"ARITHMETIC"
"fuse",6,21,41,579270843,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",579270843,"ARITHMETIC"
"fuse",6,21,45,585707163,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",585707163,"ARITHMETIC"
"fuse",6,21,51,591863665,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",591863665,"ARITHMETIC"
"fuse",6,21,52,592142977,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",592142977,"ARITHMETIC"
"fuse",6,21,70,727306709,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",727306709,"ARITHMETIC"
"fuse",6,21,78,733743029,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",733743029,"ARITHMETIC"
"fuse",6,21,85,739899531,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",739899531,"ARITHMETIC"
"fuse",6,21,87,740167205,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",740167205,"ARITHMETIC"
"fuse",6,21,106,868906255,"5,5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5,5-Restricted SCPHF RE (CL)",868906255,"ARITHMETIC"
"fuse",6,21,119,875342575,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",875342575,"ARITHMETIC"
"fuse",6,21,133,881778895,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",881778895,"ARITHMETIC"
"fuse",6,21,145,887935397,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",887935397,"ARITHMETIC"
"fuse",6,21,146,888214709,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",888214709,"ARITHMETIC"
"fuse",6,21,148,888215215,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",888215215,"ARITHMETIC"
"fuse",6,21,249,1036251081,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1036251081,"ARITHMETIC"
"fuse",6,21,265,1708984217,"SCPHF Random Extension (CLS) fuse fuse fuse fuse",4,"SCPHF Random Extension (CLS)",1708984217,"ARITHMETIC"
"fuse",6,21,529,2368573875,"perfect hash family16,529,23,c fuse fuse",2,"perfect hash family16,529,23,c",2368573875,"ARITHMETIC"
"fuse",6,21,625,3906249617,"perfect hash family16,625,25,c fuse fuse fuse fuse",4,"perfect hash family16,625,25,c",3906249617,"ARITHMETIC"
"fuse",3,22,24,12165,"orthogonal array fuse",1,"orthogonal array",12165,"ARITHMETIC"
"fuse",3,22,509,24309,"SCPHF LFSR (TJ-IM) fuse",1,"SCPHF LFSR (TJ-IM)",24309,"ARITHMETIC"
"fuse",3,22,553,24331,"Raaphorst-Moura-Stevens fuse",1,"Raaphorst-Moura-Stevens",24331,"ARITHMETIC"
"fuse",3,22,603,31219,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",31219,"ARITHMETIC"
"fuse",3,22,651,31243,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",31243,"ARITHMETIC"
"fuse",3,22,705,39329,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse",5,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,22,757,39355,"Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse",5,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,22,1402,47585,"Restricted CPHF Ext  4( 2, 4) WCS fuse",1,"Restricted CPHF Ext  4( 2, 4) WCS",47585,"ARITHMETIC"
"fuse",3,22,1404,47607,"Restricted CPHF Ext  4( 2, 3) WCS fuse",1,"Restricted CPHF Ext  4( 2, 3) WCS",47607,"ARITHMETIC"
"fuse",3,22,1772,48091,"Restricted CPHF Ext  4( 1, 4) WCS fuse",1,"Restricted CPHF Ext  4( 1, 4) WCS",48091,"ARITHMETIC"
"fuse",3,22,1783,48113,"Restricted CPHF Ext  4( 1, 3) WCS fuse",1,"Restricted CPHF Ext  4( 1, 3) WCS",48113,"ARITHMETIC"
"fuse",3,22,2492,48597,"Restricted CPHF Ext  4( 0, 4) WCS fuse",1,"Restricted CPHF Ext  4( 0, 4) WCS",48597,"ARITHMETIC"
"fuse",3,22,2516,48619,"Restricted CPHF Ext  4( 0, 3) WCS fuse",1,"Restricted CPHF Ext  4( 0, 3) WCS",48619,"ARITHMETIC"
"fuse",3,22,2534,48641,"Restricted CPHF Ext  4( 0, 2) WCS fuse",1,"Restricted CPHF Ext  4( 0, 2) WCS",48641,"ARITHMETIC"
"fuse",3,22,2542,48663,"Restricted CPHF Ext  4( 0, 0) WCS fuse",1,"Restricted CPHF Ext  4( 0, 0) WCS",48663,"ARITHMETIC"
"fuse",4,22,24,279839,"orthogonal array fuse",1,"orthogonal array",279839,"ARITHMETIC"
"fuse",4,22,26,390619,"orthogonal array fuse fuse fuse",3,"orthogonal array",390619,"ARITHMETIC"
"fuse",4,22,28,531431,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,22,30,547513,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",547513,"ARITHMETIC"
"fuse",4,22,39,559151,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",559151,"ARITHMETIC"
"fuse",4,22,86,827331,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",827331,"ARITHMETIC"
"fuse",4,22,98,838969,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",838969,"ARITHMETIC"
