"family","t","v","k","N","Source","N_pred","tier"
"Chateauneuf-Kreher doubling",3,15,26,7572,"Chateauneuf-Kreher doubling",7572,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,28,7582,"Chateauneuf-Kreher doubling",7582,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,30,7584,"Chateauneuf-Kreher doubling",7584,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,32,7600,"Chateauneuf-Kreher doubling",7600,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,34,7615,"Chateauneuf-Kreher doubling",7615,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,36,7657,"Chateauneuf-Kreher doubling",7657,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,476,14838,"Chateauneuf-Kreher doubling",14838,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,486,14852,"Chateauneuf-Kreher doubling",14852,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,544,14867,"Chateauneuf-Kreher doubling",14867,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,546,14881,"Chateauneuf-Kreher doubling",14881,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,16,34,7936,"Chateauneuf-Kreher doubling",7936,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,16,546,15631,"Chateauneuf-Kreher doubling",15631,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,17,36,9537,"Chateauneuf-Kreher doubling",9537,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,17,614,18801,"Chateauneuf-Kreher doubling",18801,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,26,12780,"Chateauneuf-Kreher doubling",12780,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,28,12866,"Chateauneuf-Kreher doubling",12866,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,30,12883,"Chateauneuf-Kreher doubling",12883,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,32,12885,"Chateauneuf-Kreher doubling",12885,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,34,12908,"Chateauneuf-Kreher doubling",12908,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,18,40,12925,"Chateauneuf-Kreher doubling",12925,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,19,40,13357,"Chateauneuf-Kreher doubling",13357,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,19,762,26371,"Chateauneuf-Kreher doubling",26371,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,28,17936,"Chateauneuf-Kreher doubling",17936,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,32,18145,"Chateauneuf-Kreher doubling",18145,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,34,18430,"Chateauneuf-Kreher doubling",18430,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,36,18677,"Chateauneuf-Kreher doubling",18487,"ARITH_ABOVE"
"Chateauneuf-Kreher doubling",3,20,38,18753,"Chateauneuf-Kreher doubling",18563,"ARITH_ABOVE"
"Chateauneuf-Kreher doubling",3,20,40,19019,"Chateauneuf-Kreher doubling",18639,"ARITH_ABOVE"
"Chateauneuf-Kreher doubling",3,20,42,21566,"Chateauneuf-Kreher doubling",21566,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,44,21576,"Chateauneuf-Kreher doubling",21576,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,46,21626,"Chateauneuf-Kreher doubling",21626,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,20,48,21640,"Chateauneuf-Kreher doubling",21640,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,30,22210,"Chateauneuf-Kreher doubling",22210,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,32,22270,"Chateauneuf-Kreher doubling",22270,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,34,22307,"Chateauneuf-Kreher doubling",22307,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,36,22337,"Chateauneuf-Kreher doubling",22337,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,38,22369,"Chateauneuf-Kreher doubling",22369,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,40,22381,"Chateauneuf-Kreher doubling",22381,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,42,22411,"Chateauneuf-Kreher doubling",22411,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,44,22438,"Chateauneuf-Kreher doubling",22438,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,46,22457,"Chateauneuf-Kreher doubling",22457,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,48,22500,"Chateauneuf-Kreher doubling",22500,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,768,43827,"Chateauneuf-Kreher doubling",43827,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,864,43847,"Chateauneuf-Kreher doubling",43847,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,960,43867,"Chateauneuf-Kreher doubling",43867,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,1018,43887,"Chateauneuf-Kreher doubling",43887,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,1056,43909,"Chateauneuf-Kreher doubling",43909,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,1104,43929,"Chateauneuf-Kreher doubling",43929,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,21,1106,43949,"Chateauneuf-Kreher doubling",43949,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,32,23136,"Chateauneuf-Kreher doubling",23136,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,34,23144,"Chateauneuf-Kreher doubling",23144,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,36,23146,"Chateauneuf-Kreher doubling",23146,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,38,23169,"Chateauneuf-Kreher doubling",23169,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,48,23190,"Chateauneuf-Kreher doubling",23190,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,1008,45498,"Chateauneuf-Kreher doubling",45498,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,1018,45519,"Chateauneuf-Kreher doubling",45519,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,22,1106,45541,"Chateauneuf-Kreher doubling",45541,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,23,48,23805,"Chateauneuf-Kreher doubling",23805,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,23,1106,47103,"Chateauneuf-Kreher doubling",47103,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,40,29883,"Chateauneuf-Kreher doubling",29883,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,44,29906,"Chateauneuf-Kreher doubling",29906,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,52,29929,"Chateauneuf-Kreher doubling",29929,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,894,58731,"Chateauneuf-Kreher doubling",58731,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,1150,58754,"Chateauneuf-Kreher doubling",58754,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,1206,58777,"Chateauneuf-Kreher doubling",58777,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,24,1302,58801,"Chateauneuf-Kreher doubling",58801,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,25,52,30625,"Chateauneuf-Kreher doubling",30625,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,25,1206,60625,"Chateauneuf-Kreher doubling",60625,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,25,1302,60649,"Chateauneuf-Kreher doubling",60649,"ARITHMETIC"
"perfect hash family",6,3,560,57864,"perfect hash family4,560,350",57864,"ARITHMETIC"
"perfect hash family",6,3,866,72330,"perfect hash family5,866,350",72330,"ARITHMETIC"
"perfect hash family",5,4,6000,74319,"perfect hash family4,7776,1296T296",74319,"ARITHMETIC"
"perfect hash family",5,4,7776,75880,"perfect hash family4,7776,1296",75880,"ARITHMETIC"
"perfect hash family",6,4,332,242876,"perfect hash family4,332,210",242876,"ARITHMETIC"
"perfect hash family",6,4,339,246542,"perfect hash family4,353,224T14",246542,"ARITHMETIC"
"perfect hash family",6,4,353,247764,"perfect hash family4,353,224",247764,"ARITHMETIC"
"perfect hash family",5,5,5333,196596,"perfect hash family9,5333,77",196596,"ARITHMETIC"
"perfect hash family",5,5,5484,196812,"perfect hash family4,7776,1296T382",196812,"ARITHMETIC"
"perfect hash family",5,5,7776,199936,"perfect hash family4,7776,1296",199936,"ARITHMETIC"
"perfect hash family",6,5,747,1046808,"perfect hash family4,884,547T137",1046808,"ARITHMETIC"
"perfect hash family",6,5,887,1062432,"perfect hash family4,887,550",1062432,"ARITHMETIC"
"perfect hash family",6,5,944,1109304,"perfect hash family4,1034,640T90",1109304,"ARITHMETIC"
"perfect hash family",6,5,1034,1124928,"perfect hash family4,1034,640",1124928,"ARITHMETIC"
"perfect hash family",6,5,1088,1171800,"perfect hash family4,1168,720T80",1171800,"ARITHMETIC"
"perfect hash family",6,5,1168,1187424,"perfect hash family4,1168,720",1187424,"ARITHMETIC"
"perfect hash family",6,5,1358,1328040,"perfect hash family5,1358,550",1328040,"ARITHMETIC"
"perfect hash family",6,5,1597,1390536,"perfect hash family5,1775,639T89",1390536,"ARITHMETIC"
"perfect hash family",6,5,1776,1406160,"perfect hash family5,1776,640",1406160,"ARITHMETIC"
"perfect hash family",6,5,1840,1468656,"perfect hash family5,2000,720T80",1468656,"ARITHMETIC"
"perfect hash family",6,5,2000,1484280,"perfect hash family5,2000,720",1484280,"ARITHMETIC"
"perfect hash family",6,5,2086,1593648,"perfect hash family6,2086,550",1593648,"ARITHMETIC"
"perfect hash family",6,5,2116,1643376,"perfect hash family14,2209,47S2",1643376,"ARITHMETIC"
"perfect hash family",6,5,2162,1652756,"perfect hash family14,2209,47T1",1652756,"ARITHMETIC"
"perfect hash family",6,5,2212,1662136,"perfect hash family14,2212,50",1662136,"ARITHMETIC"
"perfect hash family",6,5,2269,1671768,"perfect hash family6,2536,639T89",1671768,"ARITHMETIC"
"perfect hash family",6,5,2560,1687392,"perfect hash family6,2560,640",1687392,"ARITHMETIC"
"perfect hash family",6,5,2714,1733876,"perfect hash family14,3481,59T13",1733876,"ARITHMETIC"
"perfect hash family",6,5,2950,1743256,"perfect hash family14,3481,59T9",1743256,"ARITHMETIC"
"perfect hash family",6,5,3068,1746376,"perfect hash family14,3481,59T7",1746376,"ARITHMETIC"
"perfect hash family",6,5,3481,1749496,"perfect hash family14,3481,59",1749496,"ARITHMETIC"
"perfect hash family",6,5,3650,1805732,"perfect hash family13,5329,73T23",1805732,"ARITHMETIC"
"perfect hash family",6,5,3796,1808852,"perfect hash family13,5329,73T21",1808852,"ARITHMETIC"
"perfect hash family",6,5,4307,1811972,"perfect hash family13,5329,73T14",1811972,"ARITHMETIC"
"perfect hash family",6,5,4672,1821352,"perfect hash family13,5329,73T9",1821352,"ARITHMETIC"
"perfect hash family",6,5,5331,1827592,"perfect hash family13,5331,75",1827592,"ARITHMETIC"
"perfect hash family",6,5,5925,1940152,"perfect hash family13,6241,79T4",1940152,"ARITHMETIC"
"perfect hash family",6,5,6244,1949532,"perfect hash family13,6244,82",1949532,"ARITHMETIC"
"perfect hash family",6,5,6253,1965292,"perfect hash family13,6889,83S8",1965292,"ARITHMETIC"
"perfect hash family",6,5,6329,1968444,"perfect hash family13,6889,83S7",1968444,"ARITHMETIC"
"perfect hash family",6,5,6406,1971596,"perfect hash family13,6889,83S6",1971596,"ARITHMETIC"
"perfect hash family",6,5,6484,1974748,"perfect hash family13,6889,83S5",1974748,"ARITHMETIC"
"perfect hash family",6,5,6563,1977900,"perfect hash family13,6889,83S4",1977900,"ARITHMETIC"
"perfect hash family",6,5,6643,1981052,"perfect hash family13,6889,83S3",1981052,"ARITHMETIC"
"perfect hash family",6,5,6724,1984204,"perfect hash family13,6889,83S2",1984204,"ARITHMETIC"
"perfect hash family",6,5,6806,1987356,"perfect hash family13,6889,83T1",1987356,"ARITHMETIC"
"perfect hash family",6,5,6890,1990508,"perfect hash family13,6890,84",1990508,"ARITHMETIC"
"perfect hash family",6,5,7298,2024412,"perfect hash family13,7921,89T7",2024412,"ARITHMETIC"
"perfect hash family",6,5,7476,2027564,"perfect hash family13,7921,89T5",2027564,"ARITHMETIC"
"perfect hash family",6,5,7921,2030652,"perfect hash family13,7921,89",2030652,"ARITHMETIC"
"perfect hash family",6,5,7954,2136972,"perfect hash family13,9409,97T15",2136972,"ARITHMETIC"
"perfect hash family",6,5,8148,2140124,"perfect hash family13,9409,97T13",2140124,"ARITHMETIC"
"perfect hash family",6,5,8633,2143212,"perfect hash family13,9409,97T8",2143212,"ARITHMETIC"
"perfect hash family",6,5,9410,2152592,"perfect hash family13,9410,98",2152592,"ARITHMETIC"
"perfect hash family",6,5,10000,2190464,"perfect hash family13,10609,103T5",2190464,"ARITHMETIC"
"perfect hash family",3,6,1855,1869,"perfect hash family3,1855,104",1869,"ARITHMETIC"
"perfect hash family",3,6,2492,2073,"perfect hash family3,2906,122T18",2073,"ARITHMETIC"
"perfect hash family",3,6,2600,2145,"perfect hash family3,3125,125T21",2145,"ARITHMETIC"
"perfect hash family",3,6,2907,2175,"perfect hash family3,2978,123S3",2175,"ARITHMETIC"
"perfect hash family",5,6,2960,803014,"perfect hash family4,3125,625T33",803014,"ARITHMETIC"
"perfect hash family",5,6,3125,805072,"perfect hash family4,3125,625",805072,"ARITHMETIC"
"perfect hash family",6,6,305,5176264,"perfect hash family4,305,193",5176264,"ARITHMETIC"
"perfect hash family",6,6,307,5176504,"perfect hash family4,307,195",5176504,"ARITHMETIC"
"perfect hash family",6,6,337,5529190,"perfect hash family4,388,244T51",5529190,"ARITHMETIC"
"perfect hash family",6,6,339,5529250,"perfect hash family4,388,244T49",5529250,"ARITHMETIC"
"perfect hash family",6,6,388,5646832,"perfect hash family4,388,244",5646832,"ARITHMETIC"
"perfect hash family",6,6,556,7058540,"perfect hash family5,556,244",7058540,"ARITHMETIC"
"perfect hash family",6,6,628,8352606,"perfect hash family6,730,244T51",8352606,"ARITHMETIC"
"perfect hash family",6,6,632,8352666,"perfect hash family6,730,244T49",8352666,"ARITHMETIC"
"perfect hash family",6,6,730,8470248,"perfect hash family6,730,244",8470248,"ARITHMETIC"
"perfect hash family",6,6,7925,12235366,"perfect hash family13,7925,93",12235366,"ARITHMETIC"
"perfect hash family",6,6,9579,13646062,"perfect hash family13,10609,103T10",13646062,"ARITHMETIC"
"perfect hash family",5,7,2730,800628,"perfect hash family4,3125,625T79",800628,"ARITHMETIC"
"perfect hash family",5,7,2960,803022,"perfect hash family4,3125,625T33",803022,"ARITHMETIC"
"perfect hash family",5,7,3125,805080,"perfect hash family4,3125,625",805080,"ARITHMETIC"
"perfect hash family",5,7,7925,1036908,"perfect hash family9,7925,93",1036908,"ARITHMETIC"
"perfect hash family",5,7,8814,1041972,"perfect hash family9,12769,113T35",1041972,"ARITHMETIC"
"perfect hash family",5,7,9266,1053954,"perfect hash family9,12769,113T31",1053954,"ARITHMETIC"
"perfect hash family",5,7,10000,1056348,"perfect hash family9,11881,109T16",1056348,"ARITHMETIC"
"perfect hash family",6,7,305,5176272,"perfect hash family4,305,193",5176272,"ARITHMETIC"
"perfect hash family",6,7,307,5176512,"perfect hash family4,307,195",5176512,"ARITHMETIC"
"perfect hash family",6,7,337,5529198,"perfect hash family4,388,244T51",5529198,"ARITHMETIC"
"perfect hash family",6,7,339,5529258,"perfect hash family4,388,244T49",5529258,"ARITHMETIC"
"perfect hash family",6,7,388,5646840,"perfect hash family4,388,244",5646840,"ARITHMETIC"
"perfect hash family",6,7,429,6470340,"perfect hash family5,429,193",6470340,"ARITHMETIC"
"perfect hash family",6,7,431,6470640,"perfect hash family5,431,195",6470640,"ARITHMETIC"
"perfect hash family",6,7,432,6588222,"perfect hash family5,440,196S4",6588222,"ARITHMETIC"
"perfect hash family",6,7,434,6705804,"perfect hash family5,440,196S3",6705804,"ARITHMETIC"
"perfect hash family",6,7,436,6823386,"perfect hash family5,440,196S2",6823386,"ARITHMETIC"
"perfect hash family",6,7,460,6940908,"perfect hash family5,550,238T45",6940908,"ARITHMETIC"
"perfect hash family",6,7,464,6940968,"perfect hash family5,550,238T43",6940968,"ARITHMETIC"
"perfect hash family",6,7,556,7058550,"perfect hash family5,556,244",7058550,"ARITHMETIC"
"perfect hash family",6,7,628,8352618,"perfect hash family6,730,244T51",8352618,"ARITHMETIC"
"perfect hash family",6,7,632,8352678,"perfect hash family6,730,244T49",8352678,"ARITHMETIC"
"perfect hash family",6,7,730,8470260,"perfect hash family6,730,244",8470260,"ARITHMETIC"
"perfect hash family",6,7,7925,12235392,"perfect hash family13,7925,93",12235392,"ARITHMETIC"
"perfect hash family",6,7,9579,13646088,"perfect hash family13,10609,103T10",13646088,"ARITHMETIC"
"perfect hash family",5,8,7927,1769418,"perfect hash family9,7927,95",1769418,"ARITHMETIC"
"perfect hash family",5,8,7935,1818516,"perfect hash family9,8536,96S7",1818516,"ARITHMETIC"
"perfect hash family",5,8,8018,1843065,"perfect hash family9,8536,96S6",1843065,"ARITHMETIC"
"perfect hash family",5,8,8102,1867614,"perfect hash family9,8536,96S5",1867614,"ARITHMETIC"
"perfect hash family",5,8,8187,1892163,"perfect hash family9,8536,96S4",1892163,"ARITHMETIC"
"perfect hash family",5,8,10000,1998514,"perfect hash family9,11449,107T12",1998514,"ARITHMETIC"
"perfect hash family",6,8,283,10485468,"perfect hash family4,283,180",10485468,"ARITHMETIC"
"perfect hash family",6,8,284,10485657,"perfect hash family4,285,181T1",10485657,"ARITHMETIC"
"perfect hash family",6,8,285,10485720,"perfect hash family4,285,181",10485720,"ARITHMETIC"
"perfect hash family",6,8,318,11271876,"perfect hash family4,375,237T57",11271876,"ARITHMETIC"
"perfect hash family",6,8,319,11271939,"perfect hash family4,375,237T56",11271939,"ARITHMETIC"
"perfect hash family",6,8,375,11534012,"perfect hash family4,375,237",11534012,"ARITHMETIC"
"perfect hash family",6,8,395,13106835,"perfect hash family5,395,180",13106835,"ARITHMETIC"
"perfect hash family",6,8,397,13106898,"perfect hash family5,405,181S4",13106898,"ARITHMETIC"
"perfect hash family",6,8,399,13106961,"perfect hash family5,405,181S3",13106961,"ARITHMETIC"
"perfect hash family",6,8,401,13107024,"perfect hash family5,405,181S2",13107024,"ARITHMETIC"
"perfect hash family",6,8,403,13107087,"perfect hash family5,405,181T1",13107087,"ARITHMETIC"
"perfect hash family",6,8,405,13107150,"perfect hash family5,405,181",13107150,"ARITHMETIC"
"perfect hash family",6,8,429,14155379,"perfect hash family5,515,223T43",14155379,"ARITHMETIC"
"perfect hash family",6,8,431,14155442,"perfect hash family5,515,223T42",14155442,"ARITHMETIC"
"perfect hash family",6,8,540,14417515,"perfect hash family5,540,237",14417515,"ARITHMETIC"
"perfect hash family",6,8,541,15728580,"perfect hash family6,541,181",15728580,"ARITHMETIC"
"perfect hash family",6,8,542,15793491,"perfect hash family5,550,238S4",15793491,"ARITHMETIC"
"perfect hash family",6,8,781,18350010,"perfect hash family14,1107,40S14",18350010,"ARITHMETIC"
"perfect hash family",6,8,801,18579358,"perfect hash family14,1107,40S13",18579358,"ARITHMETIC"
"perfect hash family",6,8,842,19038054,"perfect hash family14,1107,40S11",19038054,"ARITHMETIC"
"perfect hash family",6,8,5333,26410475,"perfect hash family13,5333,77",26410475,"ARITHMETIC"
"perfect hash family",6,8,7926,27261507,"perfect hash family13,7926,94",27261507,"ARITHMETIC"
"perfect hash family",5,9,850,1771224,"perfect hash family3,850,568",1771224,"ARITHMETIC"
"perfect hash family",5,9,855,1849272,"perfect hash family3,942,629T87",1849272,"ARITHMETIC"
"perfect hash family",5,9,859,1849920,"perfect hash family3,942,629T83",1849920,"ARITHMETIC"
"perfect hash family",5,9,881,1849992,"perfect hash family3,942,629T61",1849992,"ARITHMETIC"
"perfect hash family",5,9,885,1862376,"perfect hash family3,1032,689T147",1862376,"ARITHMETIC"
"perfect hash family",5,9,889,1863024,"perfect hash family3,1032,689T143",1863024,"ARITHMETIC"
"perfect hash family",5,9,911,1863096,"perfect hash family3,1032,689T121",1863096,"ARITHMETIC"
"perfect hash family",5,9,918,1875480,"perfect hash family3,1131,755T213",1875480,"ARITHMETIC"
"perfect hash family",5,9,922,1876128,"perfect hash family3,1131,755T209",1876128,"ARITHMETIC"
"perfect hash family",5,9,944,1876200,"perfect hash family3,1131,755T187",1876200,"ARITHMETIC"
"perfect hash family",5,9,949,1887144,"perfect hash family3,1224,817T275",1887144,"ARITHMETIC"
"perfect hash family",5,9,953,1887792,"perfect hash family3,1224,817T271",1887792,"ARITHMETIC"
"perfect hash family",5,9,975,1887864,"perfect hash family3,1224,817T249",1887864,"ARITHMETIC"
"perfect hash family",5,9,1033,1909032,"perfect hash family3,1033,690",1909032,"ARITHMETIC"
"perfect hash family",5,9,1066,1922136,"perfect hash family3,1131,755T65",1922136,"ARITHMETIC"
"perfect hash family",5,9,1131,1928688,"perfect hash family3,1131,755",1928688,"ARITHMETIC"
"perfect hash family",5,9,1162,1940352,"perfect hash family3,1224,817T62",1940352,"ARITHMETIC"
"perfect hash family",5,9,1225,1946184,"perfect hash family3,1225,818",1946184,"ARITHMETIC"
"perfect hash family",5,9,1870,2420744,"perfect hash family4,3125,625T251",2420744,"ARITHMETIC"
"perfect hash family",5,9,2025,2460128,"perfect hash family4,3125,625T220",2460128,"ARITHMETIC"
"perfect hash family",5,9,2225,2466680,"perfect hash family4,3125,625T180",2466680,"ARITHMETIC"
"perfect hash family",5,9,2415,2473232,"perfect hash family4,3125,625T142",2473232,"ARITHMETIC"
"perfect hash family",5,9,2710,2479064,"perfect hash family4,3125,625T83",2479064,"ARITHMETIC"
"perfect hash family",5,9,2730,2479712,"perfect hash family4,3125,625T79",2479712,"ARITHMETIC"
"perfect hash family",5,9,2840,2479784,"perfect hash family4,3125,625T57",2479784,"ARITHMETIC"
"perfect hash family",5,9,3125,2519168,"perfect hash family4,3125,625",2519168,"ARITHMETIC"
"perfect hash family",5,9,7910,3129544,"perfect hash family9,12769,113T43",3129544,"ARITHMETIC"
"perfect hash family",5,9,8249,3168896,"perfect hash family9,12769,113T40",3168896,"ARITHMETIC"
"perfect hash family",5,9,8701,3175448,"perfect hash family9,12769,113T36",3175448,"ARITHMETIC"
"perfect hash family",5,9,9944,3182000,"perfect hash family9,12769,113T25",3182000,"ARITHMETIC"
"perfect hash family",5,9,10000,3187832,"perfect hash family9,12769,113T22",3187832,"ARITHMETIC"
"perfect hash family",6,9,243,19131584,"perfect hash family4,243,156",19131584,"ARITHMETIC"
"perfect hash family",6,9,278,20725880,"perfect hash family4,332,210T54",20725880,"ARITHMETIC"
"perfect hash family",6,9,332,21257312,"perfect hash family4,332,210",21257312,"ARITHMETIC"
"perfect hash family",6,9,335,23914480,"perfect hash family5,335,156",23914480,"ARITHMETIC"
"perfect hash family",6,9,337,24445912,"perfect hash family5,345,157S4",24445912,"ARITHMETIC"
"perfect hash family",6,9,339,24977344,"perfect hash family5,345,157S3",24977344,"ARITHMETIC"
"perfect hash family",6,9,373,26040208,"perfect hash family5,475,207T51",26040208,"ARITHMETIC"
"perfect hash family",6,9,478,26571640,"perfect hash family5,478,210",26571640,"ARITHMETIC"
"perfect hash family",6,9,5334,48361040,"perfect hash family13,5334,78",48361040,"ARITHMETIC"
"perfect hash family",6,9,9844,55072328,"perfect hash family13,11449,107T15",55072328,"ARITHMETIC"
"perfect hash family",6,9,10000,55131368,"perfect hash family13,10609,103T4",55131368,"ARITHMETIC"
"perfect hash family",5,10,2213,5797782,"perfect hash family9,2213,51",5797782,"ARITHMETIC"
"perfect hash family",5,10,2360,6178182,"perfect hash family4,3125,625T153",6178182,"ARITHMETIC"
"perfect hash family",5,10,2525,6191492,"perfect hash family4,3125,625T120",6191492,"ARITHMETIC"
"perfect hash family",5,10,2620,6192702,"perfect hash family4,3125,625T101",6192702,"ARITHMETIC"
"perfect hash family",5,10,2645,6192812,"perfect hash family4,3125,625T96",6192812,"ARITHMETIC"
"perfect hash family",5,10,2665,6192892,"perfect hash family4,3125,625T92",6192892,"ARITHMETIC"
"perfect hash family",5,10,3070,6309962,"perfect hash family4,3125,625T11",6309962,"ARITHMETIC"
"perfect hash family",5,10,3125,6324592,"perfect hash family4,3125,625",6324592,"ARITHMETIC"
"perfect hash family",5,10,9701,8418192,"perfect hash family9,11881,109T20",8418192,"ARITHMETIC"
"perfect hash family",5,10,10000,8524672,"perfect hash family9,12769,113T24",8524672,"ARITHMETIC"
"perfect hash family",6,10,267,62004172,"perfect hash family4,328,208T61",62004172,"ARITHMETIC"
"perfect hash family",6,10,270,62004282,"perfect hash family4,328,208T58",62004282,"ARITHMETIC"
"perfect hash family",6,10,328,63775832,"perfect hash family4,328,208",63775832,"ARITHMETIC"
"perfect hash family",6,10,476,79719790,"perfect hash family5,476,208",79719790,"ARITHMETIC"
"perfect hash family",6,10,568,95663748,"perfect hash family6,568,208",95663748,"ARITHMETIC"
"perfect hash family",6,10,965,106293570,"perfect hash family15,965,35",106293570,"ARITHMETIC"
"perfect hash family",6,10,6894,159117634,"perfect hash family13,6894,88",159117634,"ARITHMETIC"
"perfect hash family",5,11,862,4611560,"perfect hash family3,1017,679T155",4611560,"ARITHMETIC"
"perfect hash family",5,11,867,4611670,"perfect hash family3,1017,679T150",4611670,"ARITHMETIC"
"perfect hash family",5,11,871,4611750,"perfect hash family3,1017,679T146",4611750,"ARITHMETIC"
"perfect hash family",5,11,887,4640820,"perfect hash family3,1092,729T205",4640820,"ARITHMETIC"
"perfect hash family",5,11,892,4640930,"perfect hash family3,1092,729T200",4640930,"ARITHMETIC"
"perfect hash family",5,11,896,4641010,"perfect hash family3,1092,729T196",4641010,"ARITHMETIC"
"perfect hash family",5,11,917,4666230,"perfect hash family3,1239,827T322",4666230,"ARITHMETIC"
"perfect hash family",5,11,936,4667440,"perfect hash family3,1239,827T303",4667440,"ARITHMETIC"
"perfect hash family",5,11,941,4667550,"perfect hash family3,1239,827T298",4667550,"ARITHMETIC"
"perfect hash family",5,11,945,4667630,"perfect hash family3,1239,827T294",4667630,"ARITHMETIC"
"perfect hash family",5,11,952,4728820,"perfect hash family3,1017,679T65",4728820,"ARITHMETIC"
"perfect hash family",5,11,1018,4743450,"perfect hash family3,1018,680",4743450,"ARITHMETIC"
"perfect hash family",5,11,1043,4772710,"perfect hash family3,1092,729T49",4772710,"ARITHMETIC"
"perfect hash family",5,11,1093,4787340,"perfect hash family3,1093,730",4787340,"ARITHMETIC"
"perfect hash family",5,11,1142,4813960,"perfect hash family3,1239,827T97",4813960,"ARITHMETIC"
"perfect hash family",5,11,1239,4827270,"perfect hash family3,1239,827",4827270,"ARITHMETIC"
"perfect hash family",5,11,2213,5797800,"perfect hash family9,2213,51",5797800,"ARITHMETIC"
"perfect hash family",5,11,2360,6178190,"perfect hash family4,3125,625T153",6178190,"ARITHMETIC"
"perfect hash family",5,11,2525,6191500,"perfect hash family4,3125,625T120",6191500,"ARITHMETIC"
"perfect hash family",5,11,2620,6192710,"perfect hash family4,3125,625T101",6192710,"ARITHMETIC"
"perfect hash family",5,11,2645,6192820,"perfect hash family4,3125,625T96",6192820,"ARITHMETIC"
"perfect hash family",5,11,2665,6192900,"perfect hash family4,3125,625T92",6192900,"ARITHMETIC"
"perfect hash family",5,11,3070,6309970,"perfect hash family4,3125,625T11",6309970,"ARITHMETIC"
