"catalogue","cat_row","t","v","k","N","canon_code"
"DPcat",386,2,14,16900,1015,"productCA(SCA_MS(26, 14)[, 1:25], productCA(SCA_MS(27, 14)[,      1:26], SCA_MS(27, 14)[, 1:26], c1 = 14), c1 = 14)"
"DPcat",387,2,14,17576,1028,"productCA(SCA_MS(27, 14)[, 1:26], productCA(SCA_MS(27, 14)[,      1:26], SCA_MS(27, 14)[, 1:26], c1 = 14), c1 = 14)"
"DPcat",388,2,14,18252,1041,"productCA(SCA_MS(27, 14)[, 1:26], productCA(SCA_MS(27, 14)[,      1:26], SCA_MS(28, 14)[, 1:27], c1 = 14), c1 = 14)"
"DPcat",389,2,14,160000,1054,"productCA(SCA_LCDST(21, 14)[, 1:20], productCA(SCA_LCDST(21,      14)[, 1:20], productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(21,      14)[, 1:20], c1 = 14), c1 = 14), c1 = 14)"
"DPcat",390,2,15,529,659,"productCA(SCA_LCDST(24, 15)[, 1:23], SCA_LCDST(24, 15)[, 1:23],      c1 = 15)"
"DPcat",391,2,15,552,673,"productCA(SCA_LCDST(24, 15)[, 1:23], SCA_LCDST(25, 15)[, 1:24],      c1 = 15)"
"DPcat",392,2,15,576,687,"productCA(SCA_LCDST(25, 15)[, 1:24], SCA_LCDST(25, 15)[, 1:24],      c1 = 15)"
"DPcat",393,2,15,600,701,"productCA(SCA_LCDST(25, 15)[, 1:24], SCA_LCDST(26, 15)[, 1:25],      c1 = 15)"
"DPcat",394,2,15,625,715,"productCA(SCA_LCDST(26, 15)[, 1:25], SCA_LCDST(26, 15)[, 1:25],      c1 = 15)"
"DPcat",395,2,15,650,729,"productCA(SCA_LCDST(26, 15)[, 1:25], SCA_LCDST(27, 15)[, 1:26],      c1 = 15)"
"DPcat",396,2,15,676,743,"productCA(SCA_LCDST(27, 15)[, 1:26], SCA_LCDST(27, 15)[, 1:26],      c1 = 15)"
"DPcat",397,2,15,702,757,"productCA(SCA_LCDST(27, 15)[, 1:26], CS_CMMSSY(28, 15)[, 1:27],      c1 = 15)"
"DPcat",398,2,15,729,771,"productCA(CS_CMMSSY(28, 15)[, 1:27], CS_CMMSSY(28, 15)[, 1:27],      c1 = 15)"
"DPcat",399,2,15,756,785,"productCA(CS_CMMSSY(28, 15)[, 1:27], SCA_MS(29, 15)[, 1:28],      c1 = 15)"
"DPcat",400,2,15,784,799,"productCA(SCA_MS(29, 15)[, 1:28], SCA_MS(29, 15)[, 1:28], c1 = 15)"
"DPcat",401,2,15,812,813,"productCA(SCA_MS(29, 15)[, 1:28], SCA_MS(30, 15)[, 1:29], c1 = 15)"
"DPcat",402,2,15,841,827,"productCA(SCA_MS(30, 15)[, 1:29], SCA_MS(30, 15)[, 1:29], c1 = 15)"
"DPcat",403,2,15,870,841,"productCA(SCA_MS(30, 15)[, 1:29], SCA_MS(31, 15)[, 1:30], c1 = 15)"
"DPcat",404,2,15,900,855,"productCA(SCA_MS(31, 15)[, 1:30], SCA_MS(31, 15)[, 1:30], c1 = 15)"
"DPcat",405,2,15,12167,981,"productCA(SCA_LCDST(24, 15)[, 1:23], productCA(SCA_LCDST(24,      15)[, 1:23], SCA_LCDST(24, 15)[, 1:23], c1 = 15), c1 = 15)"
"DPcat",406,2,15,12696,995,"productCA(SCA_LCDST(24, 15)[, 1:23], productCA(SCA_LCDST(24,      15)[, 1:23], SCA_LCDST(25, 15)[, 1:24], c1 = 15), c1 = 15)"
"DPcat",407,2,15,13248,1009,"productCA(SCA_LCDST(24, 15)[, 1:23], productCA(SCA_LCDST(25,      15)[, 1:24], SCA_LCDST(25, 15)[, 1:24], c1 = 15), c1 = 15)"
"DPcat",408,2,15,13824,1023,"productCA(SCA_LCDST(25, 15)[, 1:24], productCA(SCA_LCDST(25,      15)[, 1:24], SCA_LCDST(25, 15)[, 1:24], c1 = 15), c1 = 15)"
"DPcat",409,2,15,14400,1037,"productCA(SCA_LCDST(25, 15)[, 1:24], productCA(SCA_LCDST(25,      15)[, 1:24], SCA_LCDST(26, 15)[, 1:25], c1 = 15), c1 = 15)"
"DPcat",410,2,15,15000,1051,"productCA(SCA_LCDST(25, 15)[, 1:24], productCA(SCA_LCDST(26,      15)[, 1:25], SCA_LCDST(26, 15)[, 1:25], c1 = 15), c1 = 15)"
"DPcat",411,2,15,15625,1065,"productCA(SCA_LCDST(26, 15)[, 1:25], productCA(SCA_LCDST(26,      15)[, 1:25], SCA_LCDST(26, 15)[, 1:25], c1 = 15), c1 = 15)"
"DPcat",412,2,15,16250,1079,"productCA(SCA_LCDST(26, 15)[, 1:25], productCA(SCA_LCDST(26,      15)[, 1:25], SCA_LCDST(27, 15)[, 1:26], c1 = 15), c1 = 15)"
"DPcat",413,2,15,16900,1093,"productCA(SCA_LCDST(26, 15)[, 1:25], productCA(SCA_LCDST(27,      15)[, 1:26], SCA_LCDST(27, 15)[, 1:26], c1 = 15), c1 = 15)"
"DPcat",414,2,15,17576,1107,"productCA(SCA_LCDST(27, 15)[, 1:26], productCA(SCA_LCDST(27,      15)[, 1:26], SCA_LCDST(27, 15)[, 1:26], c1 = 15), c1 = 15)"
"DPcat",415,2,15,18252,1121,"productCA(SCA_LCDST(27, 15)[, 1:26], productCA(SCA_LCDST(27,      15)[, 1:26], CS_CMMSSY(28, 15)[, 1:27], c1 = 15), c1 = 15)"
"DPcat",416,2,15,18954,1135,"productCA(SCA_LCDST(27, 15)[, 1:26], productCA(CS_CMMSSY(28,      15)[, 1:27], CS_CMMSSY(28, 15)[, 1:27], c1 = 15), c1 = 15)"
"DPcat",417,2,15,19683,1149,"productCA(CS_CMMSSY(28, 15)[, 1:27], productCA(CS_CMMSSY(28,      15)[, 1:27], CS_CMMSSY(28, 15)[, 1:27], c1 = 15), c1 = 15)"
"DPcat",418,2,15,20412,1163,"productCA(CS_CMMSSY(28, 15)[, 1:27], productCA(CS_CMMSSY(28,      15)[, 1:27], SCA_MS(29, 15)[, 1:28], c1 = 15), c1 = 15)"
"DPcat",419,2,16,576,736,"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(25, 16)[, 1:24],      c1 = 16)"
"DPcat",420,2,16,624,766,"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(27, 16)[, 1:26],      c1 = 16)"
"DPcat",421,2,16,648,781,"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(28, 16)[, 1:27],      c1 = 16)"
"DPcat",422,2,16,676,796,"productCA(SCA_LCDST(27, 16)[, 1:26], SCA_LCDST(27, 16)[, 1:26],      c1 = 16)"
"DPcat",423,2,16,702,811,"productCA(SCA_LCDST(27, 16)[, 1:26], SCA_LCDST(28, 16)[, 1:27],      c1 = 16)"
"DPcat",424,2,16,729,826,"productCA(SCA_LCDST(28, 16)[, 1:27], SCA_LCDST(28, 16)[, 1:27],      c1 = 16)"
"DPcat",425,2,16,756,841,"productCA(SCA_LCDST(28, 16)[, 1:27], SCA_LCDST(29, 16)[, 1:28],      c1 = 16)"
"DPcat",426,2,16,784,856,"productCA(SCA_LCDST(29, 16)[, 1:28], SCA_LCDST(29, 16)[, 1:28],      c1 = 16)"
"DPcat",427,2,16,812,871,"productCA(SCA_LCDST(29, 16)[, 1:28], SCA_MS(30, 16)[, 1:29],      c1 = 16)"
"DPcat",428,2,16,841,886,"productCA(SCA_MS(30, 16)[, 1:29], SCA_MS(30, 16)[, 1:29], c1 = 16)"
"DPcat",429,2,16,870,901,"productCA(SCA_MS(30, 16)[, 1:29], SCA_MS(31, 16)[, 1:30], c1 = 16)"
"DPcat",430,2,16,900,916,"productCA(SCA_MS(31, 16)[, 1:30], SCA_MS(31, 16)[, 1:30], c1 = 16)"
"DPcat",431,2,16,930,931,"productCA(SCA_MS(31, 16)[, 1:30], SCA_MS(32, 16)[, 1:31], c1 = 16)"
"DPcat",432,2,16,961,946,"productCA(SCA_MS(32, 16)[, 1:31], SCA_MS(32, 16)[, 1:31], c1 = 16)"
"DPcat",433,2,16,992,961,"productCA(SCA_MS(32, 16)[, 1:31], SCA_MS(33, 16)[, 1:32], c1 = 16)"
"DPcat",434,2,16,9216,976,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(25, 16)[,      1:24], SCA_LCDST(25, 16)[, 1:24], c1 = 16), c1 = 16)"
"DPcat",435,2,16,9984,1006,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(25, 16)[,      1:24], SCA_LCDST(27, 16)[, 1:26], c1 = 16), c1 = 16)"
"DPcat",436,2,16,10368,1021,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(25, 16)[,      1:24], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",437,2,16,10816,1036,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(27, 16)[,      1:26], SCA_LCDST(27, 16)[, 1:26], c1 = 16), c1 = 16)"
"DPcat",438,2,16,11232,1051,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(27, 16)[,      1:26], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",439,2,16,11664,1066,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(28, 16)[,      1:27], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",440,2,16,12096,1081,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(28, 16)[,      1:27], SCA_LCDST(29, 16)[, 1:28], c1 = 16), c1 = 16)"
"DPcat",441,2,16,13824,1096,"productCA(SCA_LCDST(25, 16)[, 1:24], productCA(SCA_LCDST(25,      16)[, 1:24], SCA_LCDST(25, 16)[, 1:24], c1 = 16), c1 = 16)"
"DPcat",442,2,16,14976,1126,"productCA(SCA_LCDST(25, 16)[, 1:24], productCA(SCA_LCDST(25,      16)[, 1:24], SCA_LCDST(27, 16)[, 1:26], c1 = 16), c1 = 16)"
"DPcat",443,2,16,15552,1141,"productCA(SCA_LCDST(25, 16)[, 1:24], productCA(SCA_LCDST(25,      16)[, 1:24], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",444,2,16,16224,1156,"productCA(SCA_LCDST(25, 16)[, 1:24], productCA(SCA_LCDST(27,      16)[, 1:26], SCA_LCDST(27, 16)[, 1:26], c1 = 16), c1 = 16)"
"DPcat",445,2,16,16848,1171,"productCA(SCA_LCDST(25, 16)[, 1:24], productCA(SCA_LCDST(27,      16)[, 1:26], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",446,2,16,17576,1186,"productCA(SCA_LCDST(27, 16)[, 1:26], productCA(SCA_LCDST(27,      16)[, 1:26], SCA_LCDST(27, 16)[, 1:26], c1 = 16), c1 = 16)"
"DPcat",447,2,16,18252,1201,"productCA(SCA_LCDST(27, 16)[, 1:26], productCA(SCA_LCDST(27,      16)[, 1:26], SCA_LCDST(28, 16)[, 1:27], c1 = 16), c1 = 16)"
"DPcat",448,2,16,147456,1216,"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_Bose(16)[, 1:16],      productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(25, 16)[,          1:24], c1 = 16), c1 = 16), c1 = 16)"
"DPcat",449,2,17,900,977,"productCA(SCA_LCDST(31, 17)[, 1:30], SCA_LCDST(31, 17)[, 1:30],      c1 = 17)"
"DPcat",450,2,17,930,993,"productCA(SCA_LCDST(31, 17)[, 1:30], CS_CMMSSY(32, 17)[, 1:31],      c1 = 17)"
"DPcat",451,2,17,961,1009,"productCA(CS_CMMSSY(32, 17)[, 1:31], CS_CMMSSY(32, 17)[, 1:31],      c1 = 17)"
"DPcat",452,2,17,992,1025,"productCA(CS_CMMSSY(32, 17)[, 1:31], SCA_MS(33, 17)[, 1:32],      c1 = 17)"
"DPcat",453,2,17,1024,1041,"productCA(SCA_MS(33, 17)[, 1:32], SCA_MS(33, 17)[, 1:32], c1 = 17)"
"DPcat",454,2,17,1056,1057,"productCA(SCA_MS(33, 17)[, 1:32], SCA_MS(34, 17)[, 1:33], c1 = 17)"
"DPcat",455,2,17,1089,1073,"productCA(SCA_MS(34, 17)[, 1:33], SCA_MS(34, 17)[, 1:33], c1 = 17)"
"DPcat",456,2,17,15300,1249,"productCA(SCA_Bose(17)[, 1:17], productCA(SCA_LCDST(31, 17)[,      1:30], SCA_LCDST(31, 17)[, 1:30], c1 = 17), c1 = 17)"
"DPcat",457,2,17,15810,1265,"productCA(SCA_Bose(17)[, 1:17], productCA(SCA_LCDST(31, 17)[,      1:30], CS_CMMSSY(32, 17)[, 1:31], c1 = 17), c1 = 17)"
"DPcat",458,2,17,16337,1281,"productCA(SCA_Bose(17)[, 1:17], productCA(CS_CMMSSY(32, 17)[,      1:31], CS_CMMSSY(32, 17)[, 1:31], c1 = 17), c1 = 17)"
"DPcat",459,2,17,16864,1297,"productCA(SCA_Bose(17)[, 1:17], productCA(CS_CMMSSY(32, 17)[,      1:31], SCA_MS(33, 17)[, 1:32], c1 = 17), c1 = 17)"
"DPcat",460,2,17,17408,1313,"productCA(SCA_Bose(17)[, 1:17], productCA(SCA_MS(33, 17)[, 1:32],      SCA_MS(33, 17)[, 1:32], c1 = 17), c1 = 17)"
"DPcat",461,2,17,17952,1329,"productCA(SCA_Bose(17)[, 1:17], productCA(SCA_MS(33, 17)[, 1:32],      SCA_MS(34, 17)[, 1:33], c1 = 17), c1 = 17)"
"DPcat",462,2,17,18513,1345,"productCA(SCA_Bose(17)[, 1:17], productCA(SCA_MS(34, 17)[, 1:33],      SCA_MS(34, 17)[, 1:33], c1 = 17), c1 = 17)"
"DPcat",463,2,17,27000,1457,"productCA(SCA_LCDST(31, 17)[, 1:30], productCA(SCA_LCDST(31,      17)[, 1:30], SCA_LCDST(31, 17)[, 1:30], c1 = 17), c1 = 17)"
"DPcat",464,2,18,961,1072,"productCA(SCA_LCDST(32, 18)[, 1:31], SCA_LCDST(32, 18)[, 1:31],      c1 = 18)"
"DPcat",465,2,18,1023,1106,"productCA(SCA_LCDST(32, 18)[, 1:31], SCA_LCDST(34, 18)[, 1:33],      c1 = 18)"
"DPcat",466,2,18,1054,1123,"productCA(SCA_LCDST(32, 18)[, 1:31], SCA_MS(35, 18)[, 1:34],      c1 = 18)"
"DPcat",467,2,18,1089,1140,"productCA(SCA_LCDST(34, 18)[, 1:33], SCA_LCDST(34, 18)[, 1:33],      c1 = 18)"
"DPcat",468,2,18,1122,1157,"productCA(SCA_LCDST(34, 18)[, 1:33], SCA_MS(35, 18)[, 1:34],      c1 = 18)"
"DPcat",469,2,18,1156,1174,"productCA(SCA_MS(35, 18)[, 1:34], SCA_MS(35, 18)[, 1:34], c1 = 18)"
"DPcat",470,2,18,1190,1191,"productCA(SCA_MS(35, 18)[, 1:34], SCA_MS(36, 18)[, 1:35], c1 = 18)"
"DPcat",471,2,18,1225,1208,"productCA(SCA_MS(36, 18)[, 1:35], SCA_MS(36, 18)[, 1:35], c1 = 18)"
"DPcat",472,2,18,1260,1225,"productCA(SCA_MS(36, 18)[, 1:35], SCA_MS(37, 18)[, 1:36], c1 = 18)"
"DPcat",473,2,18,1296,1242,"productCA(SCA_MS(37, 18)[, 1:36], SCA_MS(37, 18)[, 1:36], c1 = 18)"
"DPcat",474,2,18,29791,1599,"productCA(SCA_LCDST(32, 18)[, 1:31], productCA(SCA_LCDST(32,      18)[, 1:31], SCA_LCDST(32, 18)[, 1:31], c1 = 18), c1 = 18)"
"DPcat",475,2,19,1225,1279,"productCA(SCA_LCDST(36, 19)[, 1:35], SCA_LCDST(36, 19)[, 1:35],      c1 = 19)"
"DPcat",476,2,19,23275,1621,"productCA(SCA_Bose(19)[, 1:19], productCA(SCA_LCDST(36, 19)[,      1:35], SCA_LCDST(36, 19)[, 1:35], c1 = 19), c1 = 19)"
"DPcat",477,2,20,1369,1426,"productCA(SCA_LCDST(38, 20)[, 1:37], SCA_LCDST(38, 20)[, 1:37],      c1 = 20)"
"DPcat",478,2,20,1406,1445,"productCA(SCA_LCDST(38, 20)[, 1:37], SCA_LCDST(39, 20)[, 1:38],      c1 = 20)"
"DPcat",479,2,20,1444,1464,"productCA(SCA_LCDST(39, 20)[, 1:38], SCA_LCDST(39, 20)[, 1:38],      c1 = 20)"
"DPcat",480,2,20,50653,2129,"productCA(SCA_LCDST(38, 20)[, 1:37], productCA(SCA_LCDST(38,      20)[, 1:37], SCA_LCDST(38, 20)[, 1:37], c1 = 20), c1 = 20)"
"DPcat",481,2,21,1681,1661,"productCA(SCA_LCDST(42, 21)[, 1:41], SCA_LCDST(42, 21)[, 1:41],      c1 = 21)"
"DPcat",482,2,21,68921,2481,"productCA(SCA_LCDST(42, 21)[, 1:41], productCA(SCA_LCDST(42,      21)[, 1:41], SCA_LCDST(42, 21)[, 1:41], c1 = 21), c1 = 21)"
"DPcat",483,2,22,1849,1828,"productCA(SCA_LCDST(44, 22)[, 1:43], SCA_LCDST(44, 22)[, 1:43],      c1 = 22)"
"DPcat",484,2,22,79507,2731,"productCA(SCA_LCDST(44, 22)[, 1:43], productCA(SCA_LCDST(44,      22)[, 1:43], SCA_LCDST(44, 22)[, 1:43], c1 = 22), c1 = 22)"
"PCAcat",1,2,3,24,19,"productPCA(SCA_LCDST(5, 3), SCA_LCDST(5, 3))"
"PCAcat",2,2,3,40,21,"productPCA(SCA_LCDST(5, 3), miscCA(2, 9, 3))"
"PCAcat",3,2,3,43,22,"productPCA(SCA_LCDST(5, 3), miscCA(2, 10, 3))"
"PCAcat",4,2,3,56,23,"productPCA(miscCA(2, 9, 3), miscCA(2, 9, 3))"
"PCAcat",5,2,3,88,25,"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,      3)))"
"PCAcat",6,2,3,136,27,"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,      9, 3)))"
"PCAcat",7,2,3,141,28,"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,      10, 3)))"
"PCAcat",8,2,3,184,29,"productPCA(SCA_Bose(3), productPCA(miscCA(2, 9, 3), miscCA(2,      9, 3)))"
"PCAcat",9,2,3,312,31,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,      3), SCA_LCDST(5, 3))))"
"PCAcat",10,2,3,456,33,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,      3), miscCA(2, 9, 3))))"
"PCAcat",11,2,3,459,34,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,      3), miscCA(2, 10, 3))))"
"PCAcat",12,2,3,600,35,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(miscCA(2,      9, 3), miscCA(2, 9, 3))))"
"PCAcat",13,2,3,1080,37,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_LCDST(5, 3), SCA_LCDST(5, 3)))))"
"PCAcat",14,2,3,1512,39,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_LCDST(5, 3), miscCA(2, 9, 3)))))"
"PCAcat",15,2,3,1968,41,"productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_LCDST(5, 3), miscCA(2, 9, 3)))))"
"PCAcat",16,2,3,3672,43,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,          3))))))"
"PCAcat",17,2,3,4968,45,"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,          9, 3))))))"
"PCAcat",18,2,3,6480,47,"productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3),      productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,          9, 3))))))"
"PCAcat",19,2,3,8448,49,"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3),      productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,          9, 3))))))"
"PCAcat",20,2,3,11008,51,"productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2, 9, 3), productPCA(SCA_LCDST(5,      3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,      3))))))"
"PCAcat",21,2,3,14336,53,"productPCA(miscCA(2, 9, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5,      3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3),      SCA_LCDST(5, 3))))))"
"PCAcat",22,2,3,18432,55,"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5,      3), productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2, 9, 3),      miscCA(2, 9, 3))))))"
"PCAcat",23,2,3,22784,57,"productPCA(CS_CMMSSY(6, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5,      3), productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2, 9, 3),      miscCA(2, 9, 3))))))"
"PCAcat",24,2,4,35,34,"productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4))"
"PCAcat",25,2,4,41,36,"productPCA(SCA_LCDST(6, 4), miscCA(2, 7, 4))"
"PCAcat",26,2,4,48,38,"productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4))"
"PCAcat",27,2,4,54,40,"productPCA(miscCA(2, 7, 4), miscCA(2, 8, 4))"
"PCAcat",28,2,4,86,41,"productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))"
"PCAcat",29,2,4,101,43,"productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4))"
"PCAcat",30,2,4,112,45,"productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4))"
"PCAcat",31,2,4,165,46,"productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6,      4)))"
"PCAcat",32,2,4,209,48,"productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))"
"PCAcat",33,2,4,228,50,"productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,      7, 4)))"
"PCAcat",34,2,4,235,51,"productPCA(SCA_LCDST(6, 4), productPCA(SCA_LCDST(6, 4), miscCA(2,      7, 4)))"
"PCAcat",35,2,4,252,52,"productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,      8, 4)))"
"PCAcat",36,2,4,399,53,"productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2,      15, 4)))"
"PCAcat",37,2,4,470,55,"productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,      15, 4)))"
"PCAcat",38,2,4,485,56,"productPCA(SCA_LCDST(6, 4), productPCA(SCA_LCDST(6, 4), miscCA(2,      15, 4)))"
"PCAcat",39,2,4,514,57,"productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2,      15, 4)))"
"PCAcat",40,2,4,760,58,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6,      4), SCA_LCDST(6, 4))))"
"PCAcat",41,2,4,957,60,"productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2,      15, 4)))"
"PCAcat",42,2,4,1056,62,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,      7, 4), miscCA(2, 7, 4))))"
"PCAcat",43,2,4,1166,63,"productPCA(SCA_LCDST(6, 4), productPCA(miscCA(2, 15, 4), miscCA(2,      15, 4)))"
"PCAcat",44,2,4,1816,65,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6,      4), miscCA(2, 15, 4))))"
"PCAcat",45,2,4,2144,67,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,      7, 4), miscCA(2, 15, 4))))"
"PCAcat",46,2,4,2215,68,"productPCA(SCA_LCDST(6, 4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6,      4), miscCA(2, 15, 4))))"
"PCAcat",47,2,4,2320,69,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,      8, 4), miscCA(2, 15, 4))))"
"PCAcat",48,2,4,3440,70,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4)))))"
"PCAcat",49,2,4,4312,72,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,      15, 4), miscCA(2, 15, 4))))"
"PCAcat",50,2,4,4800,74,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4)))))"
"PCAcat",51,2,4,5269,75,"productPCA(SCA_LCDST(6, 4), productPCA(SCA_Bose(4), productPCA(miscCA(2,      15, 4), miscCA(2, 15, 4))))"
"PCAcat",52,2,4,8144,77,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))))"
"PCAcat",53,2,4,9632,79,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4)))))"
"PCAcat",54,2,4,9960,80,"productPCA(SCA_LCDST(6, 4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))))"
"PCAcat",55,2,4,10336,81,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4)))))"
"PCAcat",56,2,4,15360,82,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6,          4))))))"
"PCAcat",57,2,4,19184,84,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4)))))"
"PCAcat",58,2,4,21504,86,"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4),      productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,          7, 4))))))"
"PCAcat",59,2,5,35,45,"productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5))"
"PCAcat",60,2,5,41,49,"productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5))"
"PCAcat",61,2,5,48,53,"productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))"
"PCAcat",62,2,5,53,55,"productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5))"
"PCAcat",63,2,5,55,57,"productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(8, 5))"
"PCAcat",64,2,5,62,59,"productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5))"
"PCAcat",65,2,5,63,61,"productPCA(CS_CMMSSY(8, 5), CS_CMMSSY(8, 5))"
"PCAcat",66,2,5,71,63,"productPCA(CS_CMMSSY(8, 5), miscCA(2, 9, 5))"
