"catalogue","cat_row","t","v","k","N","canon_code"
"PCAcat",249,2,11,3424,441,"productPCA(SCA_Bose(11), productPCA(SCA_LCDST(17, 11), SCA_LCDST(17,      11)))"
"PCAcat",250,2,11,3627,451,"productPCA(SCA_Bose(11), productPCA(SCA_LCDST(17, 11), SCA_MS(18,      11)))"
"PCAcat",251,2,11,4050,461,"productPCA(SCA_LCDST(16, 11), productPCA(SCA_LCDST(16, 11), SCA_LCDST(16,      11)))"
"PCAcat",252,2,11,4305,471,"productPCA(SCA_LCDST(16, 11), productPCA(SCA_LCDST(16, 11), SCA_LCDST(17,      11)))"
"PCAcat",253,2,11,4576,481,"productPCA(SCA_LCDST(16, 11), productPCA(SCA_LCDST(17, 11), SCA_LCDST(17,      11)))"
"PCAcat",254,2,11,4864,491,"productPCA(SCA_LCDST(17, 11), productPCA(SCA_LCDST(17, 11), SCA_LCDST(17,      11)))"
"PCAcat",255,2,11,5152,501,"productPCA(SCA_LCDST(17, 11), productPCA(SCA_LCDST(17, 11), SCA_MS(18,      11)))"
"PCAcat",256,2,11,5457,511,"productPCA(SCA_LCDST(17, 11), productPCA(SCA_MS(18, 11), SCA_MS(18,      11)))"
"PCAcat",257,2,11,5780,521,"productPCA(SCA_MS(18, 11), productPCA(SCA_MS(18, 11), SCA_MS(18,      11)))"
"PCAcat",258,2,11,35805,531,"productPCA(SCA_Bose(11), productPCA(SCA_Bose(11), productPCA(SCA_LCDST(16,      11), SCA_LCDST(16, 11))))"
"PCAcat",259,2,12,48,276,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), CA_to_PCA(miscCA(2, 7,      12)))"
"PCAcat",260,2,12,125,331,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_LCDST(18, 12))"
"PCAcat",261,2,12,132,342,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_LCDST(19, 12))"
"PCAcat",262,2,12,139,353,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), CS_CMMSSY(20, 12))"
"PCAcat",263,2,12,146,364,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_MS(21, 12))"
"PCAcat",264,2,12,153,375,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_MS(22, 12))"
"PCAcat",265,2,12,323,386,"productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12))"
"PCAcat",266,2,12,341,397,"productPCA(SCA_LCDST(18, 12), SCA_LCDST(19, 12))"
"PCAcat",267,2,12,360,408,"productPCA(SCA_LCDST(19, 12), SCA_LCDST(19, 12))"
"PCAcat",268,2,12,379,419,"productPCA(SCA_LCDST(19, 12), CS_CMMSSY(20, 12))"
"PCAcat",269,2,12,399,430,"productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20, 12))"
"PCAcat",270,2,12,419,441,"productPCA(CS_CMMSSY(20, 12), SCA_MS(21, 12))"
"PCAcat",271,2,12,440,452,"productPCA(SCA_MS(21, 12), SCA_MS(21, 12))"
"PCAcat",272,2,12,852,463,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), SCA_LCDST(18, 12)))"
"PCAcat",273,2,12,900,474,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), SCA_LCDST(19, 12)))"
"PCAcat",274,2,12,948,485,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), CS_CMMSSY(20, 12)))"
"PCAcat",275,2,12,996,496,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), SCA_MS(21, 12)))"
"PCAcat",276,2,12,1044,507,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), SCA_MS(22, 12)))"
"PCAcat",277,2,12,2227,518,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(18,      12), SCA_LCDST(18, 12)))"
"PCAcat",278,2,12,2352,529,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(18,      12), SCA_LCDST(19, 12)))"
"PCAcat",279,2,12,2484,540,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(19,      12), SCA_LCDST(19, 12)))"
"PCAcat",280,2,12,2616,551,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(19,      12), CS_CMMSSY(20, 12)))"
"PCAcat",281,2,12,2755,562,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CS_CMMSSY(20,      12), CS_CMMSSY(20, 12)))"
"PCAcat",282,2,12,5780,573,"productPCA(SCA_LCDST(18, 12), productPCA(SCA_LCDST(18, 12), SCA_LCDST(18,      12)))"
"PCAcat",283,2,12,6103,584,"productPCA(SCA_LCDST(18, 12), productPCA(SCA_LCDST(18, 12), SCA_LCDST(19,      12)))"
"PCAcat",284,2,12,6444,595,"productPCA(SCA_LCDST(18, 12), productPCA(SCA_LCDST(19, 12), SCA_LCDST(19,      12)))"
"PCAcat",285,2,12,6804,606,"productPCA(SCA_LCDST(19, 12), productPCA(SCA_LCDST(19, 12), SCA_LCDST(19,      12)))"
"PCAcat",286,2,12,7164,617,"productPCA(SCA_LCDST(19, 12), productPCA(SCA_LCDST(19, 12), CS_CMMSSY(20,      12)))"
"PCAcat",287,2,12,7543,628,"productPCA(SCA_LCDST(19, 12), productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20,      12)))"
"PCAcat",288,2,12,7942,639,"productPCA(CS_CMMSSY(20, 12), productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20,      12)))"
"PCAcat",289,2,12,15096,650,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12))))"
"PCAcat",290,2,12,15948,661,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), productPCA(SCA_LCDST(18, 12), SCA_LCDST(19, 12))))"
"PCAcat",291,2,12,16848,672,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), productPCA(SCA_LCDST(19, 12), SCA_LCDST(19, 12))))"
"PCAcat",292,2,12,17748,683,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), productPCA(SCA_LCDST(19, 12), CS_CMMSSY(20, 12))))"
"PCAcat",293,2,12,18696,694,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CA_to_PCA(miscCA(2,      7, 12)), productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20, 12))))"
"PCAcat",294,2,12,39593,705,"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(18,      12), productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12))))"
"PCAcat",295,2,13,323,421,"productPCA(CS_CMMSSY(18, 13), CS_CMMSSY(18, 13))"
"PCAcat",296,2,13,341,433,"productPCA(CS_CMMSSY(18, 13), SCA_LCDST(19, 13))"
"PCAcat",297,2,13,360,445,"productPCA(SCA_LCDST(19, 13), SCA_LCDST(19, 13))"
"PCAcat",298,2,13,379,457,"productPCA(SCA_LCDST(19, 13), SCA_LCDST(20, 13))"
"PCAcat",299,2,13,399,469,"productPCA(SCA_LCDST(20, 13), SCA_LCDST(20, 13))"
"PCAcat",300,2,13,419,481,"productPCA(SCA_LCDST(20, 13), SCA_LCDST(21, 13))"
"PCAcat",301,2,13,440,493,"productPCA(SCA_LCDST(21, 13), SCA_LCDST(21, 13))"
"PCAcat",302,2,13,461,505,"productPCA(SCA_LCDST(21, 13), SCA_MS(22, 13))"
"PCAcat",303,2,13,483,517,"productPCA(SCA_MS(22, 13), SCA_MS(22, 13))"
"PCAcat",304,2,13,505,529,"productPCA(SCA_MS(22, 13), SCA_MS(23, 13))"
"PCAcat",305,2,13,528,541,"productPCA(SCA_MS(23, 13), SCA_MS(23, 13))"
"PCAcat",306,2,13,551,553,"productPCA(SCA_MS(23, 13), SCA_MS(24, 13))"
"PCAcat",307,2,13,575,565,"productPCA(SCA_MS(24, 13), SCA_MS(24, 13))"
"PCAcat",308,2,13,4488,577,"productPCA(SCA_Bose(13), productPCA(CS_CMMSSY(18, 13), CS_CMMSSY(18,      13)))"
"PCAcat",309,2,13,4739,589,"productPCA(SCA_Bose(13), productPCA(CS_CMMSSY(18, 13), SCA_LCDST(19,      13)))"
"PCAcat",310,2,13,5004,601,"productPCA(SCA_Bose(13), productPCA(SCA_LCDST(19, 13), SCA_LCDST(19,      13)))"
"PCAcat",311,2,13,5269,613,"productPCA(SCA_Bose(13), productPCA(SCA_LCDST(19, 13), SCA_LCDST(20,      13)))"
"PCAcat",312,2,13,5780,625,"productPCA(CS_CMMSSY(18, 13), productPCA(CS_CMMSSY(18, 13), CS_CMMSSY(18,      13)))"
"PCAcat",313,2,13,6103,637,"productPCA(CS_CMMSSY(18, 13), productPCA(CS_CMMSSY(18, 13), SCA_LCDST(19,      13)))"
"PCAcat",314,2,13,6444,649,"productPCA(CS_CMMSSY(18, 13), productPCA(SCA_LCDST(19, 13), SCA_LCDST(19,      13)))"
"PCAcat",315,2,13,6804,661,"productPCA(SCA_LCDST(19, 13), productPCA(SCA_LCDST(19, 13), SCA_LCDST(19,      13)))"
"PCAcat",316,2,13,7164,673,"productPCA(SCA_LCDST(19, 13), productPCA(SCA_LCDST(19, 13), SCA_LCDST(20,      13)))"
"PCAcat",317,2,13,7543,685,"productPCA(SCA_LCDST(19, 13), productPCA(SCA_LCDST(20, 13), SCA_LCDST(20,      13)))"
"PCAcat",318,2,13,7942,697,"productPCA(SCA_LCDST(20, 13), productPCA(SCA_LCDST(20, 13), SCA_LCDST(20,      13)))"
"PCAcat",319,2,13,8341,709,"productPCA(SCA_LCDST(20, 13), productPCA(SCA_LCDST(20, 13), SCA_LCDST(21,      13)))"
"PCAcat",320,2,13,8760,721,"productPCA(SCA_LCDST(20, 13), productPCA(SCA_LCDST(21, 13), SCA_LCDST(21,      13)))"
"PCAcat",321,2,13,62101,733,"productPCA(SCA_Bose(13), productPCA(SCA_Bose(13), productPCA(CS_CMMSSY(18,      13), CS_CMMSSY(18, 13))))"
"PCAcat",322,2,14,440,534,"productPCA(SCA_LCDST(21, 14), SCA_LCDST(21, 14))"
"PCAcat",323,2,14,461,547,"productPCA(SCA_LCDST(21, 14), SCA_LCDST(22, 14))"
"PCAcat",324,2,14,483,560,"productPCA(SCA_LCDST(22, 14), SCA_LCDST(22, 14))"
"PCAcat",325,2,14,505,573,"productPCA(SCA_LCDST(22, 14), SCA_LCDST(23, 14))"
"PCAcat",326,2,14,528,586,"productPCA(SCA_LCDST(23, 14), SCA_LCDST(23, 14))"
"PCAcat",327,2,14,551,599,"productPCA(SCA_LCDST(23, 14), SCA_MS(24, 14))"
"PCAcat",328,2,14,575,612,"productPCA(SCA_MS(24, 14), SCA_MS(24, 14))"
"PCAcat",329,2,14,599,625,"productPCA(SCA_MS(24, 14), SCA_LCDST(25, 14))"
"PCAcat",330,2,14,624,638,"productPCA(SCA_LCDST(25, 14), SCA_LCDST(25, 14))"
"PCAcat",331,2,14,649,651,"productPCA(SCA_LCDST(25, 14), SCA_MS(26, 14))"
"PCAcat",332,2,14,675,664,"productPCA(SCA_MS(26, 14), SCA_MS(26, 14))"
"PCAcat",333,2,14,701,677,"productPCA(SCA_MS(26, 14), SCA_MS(27, 14))"
"PCAcat",334,2,14,728,690,"productPCA(SCA_MS(27, 14), SCA_MS(27, 14))"
"PCAcat",335,2,14,755,703,"productPCA(SCA_MS(27, 14), SCA_MS(28, 14))"
"PCAcat",336,2,14,783,716,"productPCA(SCA_MS(28, 14), SCA_MS(28, 14))"
"PCAcat",337,2,14,811,729,"productPCA(SCA_MS(28, 14), SCA_MS(29, 14))"
"PCAcat",338,2,14,840,742,"productPCA(SCA_MS(29, 14), SCA_MS(29, 14))"
"PCAcat",339,2,14,9200,794,"productPCA(SCA_LCDST(21, 14), productPCA(SCA_LCDST(21, 14), SCA_LCDST(21,      14)))"
"PCAcat",340,2,14,9640,807,"productPCA(SCA_LCDST(21, 14), productPCA(SCA_LCDST(21, 14), SCA_LCDST(22,      14)))"
"PCAcat",341,2,14,10101,820,"productPCA(SCA_LCDST(21, 14), productPCA(SCA_LCDST(22, 14), SCA_LCDST(22,      14)))"
"PCAcat",342,2,14,10584,833,"productPCA(SCA_LCDST(22, 14), productPCA(SCA_LCDST(22, 14), SCA_LCDST(22,      14)))"
"PCAcat",343,2,14,11067,846,"productPCA(SCA_LCDST(22, 14), productPCA(SCA_LCDST(22, 14), SCA_LCDST(23,      14)))"
"PCAcat",344,2,14,11572,859,"productPCA(SCA_LCDST(22, 14), productPCA(SCA_LCDST(23, 14), SCA_LCDST(23,      14)))"
"PCAcat",345,2,14,12100,872,"productPCA(SCA_LCDST(23, 14), productPCA(SCA_LCDST(23, 14), SCA_LCDST(23,      14)))"
"PCAcat",346,2,14,12628,885,"productPCA(SCA_LCDST(23, 14), productPCA(SCA_LCDST(23, 14), SCA_MS(24,      14)))"
"PCAcat",347,2,14,13179,898,"productPCA(SCA_LCDST(23, 14), productPCA(SCA_MS(24, 14), SCA_MS(24,      14)))"
"PCAcat",348,2,14,13754,911,"productPCA(SCA_MS(24, 14), productPCA(SCA_MS(24, 14), SCA_MS(24,      14)))"
"PCAcat",349,2,14,14329,924,"productPCA(SCA_MS(24, 14), productPCA(SCA_MS(24, 14), SCA_LCDST(25,      14)))"
"PCAcat",350,2,14,14928,937,"productPCA(SCA_MS(24, 14), productPCA(SCA_LCDST(25, 14), SCA_LCDST(25,      14)))"
"PCAcat",351,2,14,15552,950,"productPCA(SCA_LCDST(25, 14), productPCA(SCA_LCDST(25, 14), SCA_LCDST(25,      14)))"
"PCAcat",352,2,14,16176,963,"productPCA(SCA_LCDST(25, 14), productPCA(SCA_LCDST(25, 14), SCA_MS(26,      14)))"
"PCAcat",353,2,14,16825,976,"productPCA(SCA_LCDST(25, 14), productPCA(SCA_MS(26, 14), SCA_MS(26,      14)))"
"PCAcat",354,2,14,17500,989,"productPCA(SCA_MS(26, 14), productPCA(SCA_MS(26, 14), SCA_MS(26,      14)))"
"PCAcat",355,2,14,18175,1002,"productPCA(SCA_MS(26, 14), productPCA(SCA_MS(26, 14), SCA_MS(27,      14)))"
"PCAcat",356,2,14,18876,1015,"productPCA(SCA_MS(26, 14), productPCA(SCA_MS(27, 14), SCA_MS(27,      14)))"
"PCAcat",357,2,14,19604,1028,"productPCA(SCA_MS(27, 14), productPCA(SCA_MS(27, 14), SCA_MS(27,      14)))"
"PCAcat",358,2,14,20332,1041,"productPCA(SCA_MS(27, 14), productPCA(SCA_MS(27, 14), SCA_MS(28,      14)))"
"PCAcat",359,2,15,575,659,"productPCA(SCA_LCDST(24, 15), SCA_LCDST(24, 15))"
"PCAcat",360,2,15,599,673,"productPCA(SCA_LCDST(24, 15), SCA_LCDST(25, 15))"
"PCAcat",361,2,15,624,687,"productPCA(SCA_LCDST(25, 15), SCA_LCDST(25, 15))"
"PCAcat",362,2,15,649,701,"productPCA(SCA_LCDST(25, 15), SCA_LCDST(26, 15))"
"PCAcat",363,2,15,675,715,"productPCA(SCA_LCDST(26, 15), SCA_LCDST(26, 15))"
"PCAcat",364,2,15,701,729,"productPCA(SCA_LCDST(26, 15), SCA_LCDST(27, 15))"
"PCAcat",365,2,15,728,743,"productPCA(SCA_LCDST(27, 15), SCA_LCDST(27, 15))"
"PCAcat",366,2,15,755,757,"productPCA(SCA_LCDST(27, 15), CS_CMMSSY(28, 15))"
"PCAcat",367,2,15,783,771,"productPCA(CS_CMMSSY(28, 15), CS_CMMSSY(28, 15))"
"PCAcat",368,2,15,811,785,"productPCA(CS_CMMSSY(28, 15), SCA_MS(29, 15))"
"PCAcat",369,2,15,840,799,"productPCA(SCA_MS(29, 15), SCA_MS(29, 15))"
"PCAcat",370,2,15,869,813,"productPCA(SCA_MS(29, 15), SCA_MS(30, 15))"
"PCAcat",371,2,15,899,827,"productPCA(SCA_MS(30, 15), SCA_MS(30, 15))"
"PCAcat",372,2,15,929,841,"productPCA(SCA_MS(30, 15), SCA_MS(31, 15))"
"PCAcat",373,2,15,960,855,"productPCA(SCA_MS(31, 15), SCA_MS(31, 15))"
"PCAcat",374,2,15,13754,981,"productPCA(SCA_LCDST(24, 15), productPCA(SCA_LCDST(24, 15), SCA_LCDST(24,      15)))"
"PCAcat",375,2,15,14329,995,"productPCA(SCA_LCDST(24, 15), productPCA(SCA_LCDST(24, 15), SCA_LCDST(25,      15)))"
"PCAcat",376,2,15,14928,1009,"productPCA(SCA_LCDST(24, 15), productPCA(SCA_LCDST(25, 15), SCA_LCDST(25,      15)))"
"PCAcat",377,2,15,15552,1023,"productPCA(SCA_LCDST(25, 15), productPCA(SCA_LCDST(25, 15), SCA_LCDST(25,      15)))"
"PCAcat",378,2,15,16176,1037,"productPCA(SCA_LCDST(25, 15), productPCA(SCA_LCDST(25, 15), SCA_LCDST(26,      15)))"
"PCAcat",379,2,15,16825,1051,"productPCA(SCA_LCDST(25, 15), productPCA(SCA_LCDST(26, 15), SCA_LCDST(26,      15)))"
"PCAcat",380,2,15,17500,1065,"productPCA(SCA_LCDST(26, 15), productPCA(SCA_LCDST(26, 15), SCA_LCDST(26,      15)))"
"PCAcat",381,2,15,18175,1079,"productPCA(SCA_LCDST(26, 15), productPCA(SCA_LCDST(26, 15), SCA_LCDST(27,      15)))"
"PCAcat",382,2,15,18876,1093,"productPCA(SCA_LCDST(26, 15), productPCA(SCA_LCDST(27, 15), SCA_LCDST(27,      15)))"
"PCAcat",383,2,15,19604,1107,"productPCA(SCA_LCDST(27, 15), productPCA(SCA_LCDST(27, 15), SCA_LCDST(27,      15)))"
"PCAcat",384,2,15,20332,1121,"productPCA(SCA_LCDST(27, 15), productPCA(SCA_LCDST(27, 15), CS_CMMSSY(28,      15)))"
"PCAcat",385,2,16,624,736,"productPCA(SCA_LCDST(25, 16), SCA_LCDST(25, 16))"
"PCAcat",386,2,16,674,766,"productPCA(SCA_LCDST(25, 16), SCA_LCDST(27, 16))"
"PCAcat",387,2,16,699,781,"productPCA(SCA_LCDST(25, 16), SCA_LCDST(28, 16))"
"PCAcat",388,2,16,728,796,"productPCA(SCA_LCDST(27, 16), SCA_LCDST(27, 16))"
"PCAcat",389,2,16,755,811,"productPCA(SCA_LCDST(27, 16), SCA_LCDST(28, 16))"
"PCAcat",390,2,16,783,826,"productPCA(SCA_LCDST(28, 16), SCA_LCDST(28, 16))"
"PCAcat",391,2,16,811,841,"productPCA(SCA_LCDST(28, 16), SCA_LCDST(29, 16))"
"PCAcat",392,2,16,840,856,"productPCA(SCA_LCDST(29, 16), SCA_LCDST(29, 16))"
"PCAcat",393,2,16,869,871,"productPCA(SCA_LCDST(29, 16), SCA_MS(30, 16))"
"PCAcat",394,2,16,899,886,"productPCA(SCA_MS(30, 16), SCA_MS(30, 16))"
"PCAcat",395,2,16,929,901,"productPCA(SCA_MS(30, 16), SCA_MS(31, 16))"
"PCAcat",396,2,16,960,916,"productPCA(SCA_MS(31, 16), SCA_MS(31, 16))"
"PCAcat",397,2,16,991,931,"productPCA(SCA_MS(31, 16), SCA_MS(32, 16))"
"PCAcat",398,2,16,1023,946,"productPCA(SCA_MS(32, 16), SCA_MS(32, 16))"
"PCAcat",399,2,16,1055,961,"productPCA(SCA_MS(32, 16), SCA_MS(33, 16))"
"PCAcat",400,2,16,10560,976,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(25,      16)))"
"PCAcat",401,2,16,11408,1006,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(27,      16)))"
"PCAcat",402,2,16,11832,1021,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(28,      16)))"
"PCAcat",403,2,16,12324,1036,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(27,      16)))"
"PCAcat",404,2,16,12782,1051,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(28,      16)))"
"PCAcat",405,2,16,13257,1066,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(28, 16), SCA_LCDST(28,      16)))"
"PCAcat",406,2,16,13732,1081,"productPCA(SCA_Bose(16), productPCA(SCA_LCDST(28, 16), SCA_LCDST(29,      16)))"
"PCAcat",407,2,16,15552,1096,"productPCA(SCA_LCDST(25, 16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(25,      16)))"
"PCAcat",408,2,16,16800,1126,"productPCA(SCA_LCDST(25, 16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(27,      16)))"
"PCAcat",409,2,16,17424,1141,"productPCA(SCA_LCDST(25, 16), productPCA(SCA_LCDST(25, 16), SCA_LCDST(28,      16)))"
"PCAcat",410,2,16,18148,1156,"productPCA(SCA_LCDST(25, 16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(27,      16)))"
"PCAcat",411,2,16,18822,1171,"productPCA(SCA_LCDST(25, 16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(28,      16)))"
"PCAcat",412,2,16,19604,1186,"productPCA(SCA_LCDST(27, 16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(27,      16)))"
"PCAcat",413,2,16,20332,1201,"productPCA(SCA_LCDST(27, 16), productPCA(SCA_LCDST(27, 16), SCA_LCDST(28,      16)))"
"PCAcat",414,2,17,960,977,"productPCA(SCA_LCDST(31, 17), SCA_LCDST(31, 17))"
"PCAcat",415,2,17,991,993,"productPCA(SCA_LCDST(31, 17), CS_CMMSSY(32, 17))"
"PCAcat",416,2,17,1023,1009,"productPCA(CS_CMMSSY(32, 17), CS_CMMSSY(32, 17))"
"PCAcat",417,2,17,1055,1025,"productPCA(CS_CMMSSY(32, 17), SCA_MS(33, 17))"
"PCAcat",418,2,17,1088,1041,"productPCA(SCA_MS(33, 17), SCA_MS(33, 17))"
"PCAcat",419,2,17,1121,1057,"productPCA(SCA_MS(33, 17), SCA_MS(34, 17))"
"PCAcat",420,2,17,1155,1073,"productPCA(SCA_MS(34, 17), SCA_MS(34, 17))"
"PCAcat",421,2,17,17220,1249,"productPCA(SCA_Bose(17), productPCA(SCA_LCDST(31, 17), SCA_LCDST(31,      17)))"
"PCAcat",422,2,17,17777,1265,"productPCA(SCA_Bose(17), productPCA(SCA_LCDST(31, 17), CS_CMMSSY(32,      17)))"
"PCAcat",423,2,17,18352,1281,"productPCA(SCA_Bose(17), productPCA(CS_CMMSSY(32, 17), CS_CMMSSY(32,      17)))"
"PCAcat",424,2,17,18927,1297,"productPCA(SCA_Bose(17), productPCA(CS_CMMSSY(32, 17), SCA_MS(33,      17)))"
"PCAcat",425,2,17,19520,1313,"productPCA(SCA_Bose(17), productPCA(SCA_MS(33, 17), SCA_MS(33,      17)))"
"PCAcat",426,2,17,20113,1329,"productPCA(SCA_Bose(17), productPCA(SCA_MS(33, 17), SCA_MS(34,      17)))"
"PCAcat",427,2,18,1023,1072,"productPCA(SCA_LCDST(32, 18), SCA_LCDST(32, 18))"
"PCAcat",428,2,18,1087,1106,"productPCA(SCA_LCDST(32, 18), SCA_LCDST(34, 18))"
"PCAcat",429,2,18,1119,1123,"productPCA(SCA_LCDST(32, 18), SCA_MS(35, 18))"
"PCAcat",430,2,18,1155,1140,"productPCA(SCA_LCDST(34, 18), SCA_LCDST(34, 18))"
"PCAcat",431,2,18,1189,1157,"productPCA(SCA_LCDST(34, 18), SCA_MS(35, 18))"
"PCAcat",432,2,18,1224,1174,"productPCA(SCA_MS(35, 18), SCA_MS(35, 18))"
"PCAcat",433,2,18,1259,1191,"productPCA(SCA_MS(35, 18), SCA_MS(36, 18))"
"PCAcat",434,2,18,1295,1208,"productPCA(SCA_MS(36, 18), SCA_MS(36, 18))"
"PCAcat",435,2,18,1331,1225,"productPCA(SCA_MS(36, 18), SCA_MS(37, 18))"
"PCAcat",436,2,18,1368,1242,"productPCA(SCA_MS(37, 18), SCA_MS(37, 18))"
"PCAcat",437,2,18,32674,1599,"productPCA(SCA_LCDST(32, 18), productPCA(SCA_LCDST(32, 18), SCA_LCDST(32,      18)))"
"PCAcat",438,2,19,1295,1279,"productPCA(SCA_LCDST(36, 19), SCA_LCDST(36, 19))"
"PCAcat",439,2,19,25830,1621,"productPCA(SCA_Bose(19), productPCA(SCA_LCDST(36, 19), SCA_LCDST(36,      19)))"
"PCAcat",440,2,20,1443,1426,"productPCA(SCA_LCDST(38, 20), SCA_LCDST(38, 20))"
"PCAcat",441,2,20,1481,1445,"productPCA(SCA_LCDST(38, 20), SCA_LCDST(39, 20))"
"PCAcat",442,2,20,1520,1464,"productPCA(SCA_LCDST(39, 20), SCA_LCDST(39, 20))"
"PCAcat",443,2,20,54760,2129,"productPCA(SCA_LCDST(38, 20), productPCA(SCA_LCDST(38, 20), SCA_LCDST(38,      20)))"
"PCAcat",444,2,21,1763,1661,"productPCA(SCA_LCDST(42, 21), SCA_LCDST(42, 21))"
"PCAcat",445,2,21,73964,2481,"productPCA(SCA_LCDST(42, 21), productPCA(SCA_LCDST(42, 21), SCA_LCDST(42,      21)))"
"PCAcat",446,2,22,1935,1828,"productPCA(SCA_LCDST(44, 22), SCA_LCDST(44, 22))"
"PCAcat",447,2,22,85054,2731,"productPCA(SCA_LCDST(44, 22), productPCA(SCA_LCDST(44, 22), SCA_LCDST(44,      22)))"
"CYCLOTOMYcat",1,3,4,38,152,"cyc(37, 4, type = ""4a"")"
"CYCLOTOMYcat",2,3,4,54,212,"cyc(53, 4, type = ""3a"")"
"CYCLOTOMYcat",3,3,6,104,624,"cyc(103, 6, type = ""4a"")"
"CYCLOTOMYcat",4,3,6,122,726,"cyc(121, 6, type = ""3a"")"
"CYCLOTOMYcat",5,3,6,128,762,"cyc(127, 6, type = ""3a"")"
"CYCLOTOMYcat",6,3,6,152,906,"cyc(151, 6, type = ""3a"")"
"CYCLOTOMYcat",7,3,6,164,978,"cyc(163, 6, type = ""3a"")"
"CYCLOTOMYcat",8,3,6,170,1020,"cyc(169, 6, type = ""4a"")"
"CYCLOTOMYcat",9,3,7,170,1183,"cyc(169, 7, type = ""3a"")"
"CYCLOTOMYcat",10,3,8,194,1552,"cyc(193, 8, type = ""4a"")"
"CYCLOTOMYcat",11,3,8,242,1936,"cyc(241, 8, type = ""4a"")"
"CYCLOTOMYcat",12,3,10,362,3610,"cyc(361, 10, type = ""3a"")"
"CYCLOTOMYcat",13,3,10,522,5210,"cyc(521, 10, type = ""3a"")"
"CYCLOTOMYcat",14,3,10,572,5710,"cyc(571, 10, type = ""3a"")"
"CYCLOTOMYcat",15,3,11,398,4378,"cyc(397, 11, type = ""4a"")"
"CYCLOTOMYcat",16,3,12,602,7224,"cyc(601, 12, type = ""4a"")"
"CYCLOTOMYcat",17,3,12,614,7356,"cyc(613, 12, type = ""3a"")"
"CYCLOTOMYcat",18,3,12,710,8520,"cyc(709, 12, type = ""4a"")"
"CYCLOTOMYcat",19,3,14,884,12376,"cyc(883, 14, type = ""4a"")"
"CYCLOTOMYcat",20,3,14,1052,14714,"cyc(1051, 14, type = ""3a"")"
"CYCLOTOMYcat",21,3,14,1094,15302,"cyc(1093, 14, type = ""3a"")"
"CYCLOTOMYcat",22,3,14,1164,16282,"cyc(1163, 14, type = ""3a"")"
"CYCLOTOMYcat",23,3,18,1298,23364,"cyc(1297, 18, type = ""4a"")"
