"t","v","k","N","Source","status","engine_class"
4,9,142,32625,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,144,32697,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,147,32769,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,9,175,32801,"CPHF IPO 5 (WCS)","MATCH","RESOLVED"
4,9,183,37161,"3,3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,189,37881,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,218,38529,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,224,38601,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,259,39177,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,276,39249,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,339,39361,"CPHF IPO 6 (WCS)","MATCH","RESOLVED"
4,9,356,44433,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,400,45081,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,409,45153,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,472,45729,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,480,45801,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,495,45873,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,9,672,45921,"CPHF IPO 7 (WCS)","MATCH","RESOLVED"
4,9,712,51633,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,731,51705,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,835,52281,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,879,52353,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,909,52425,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,9,1206,52481,"CPHF IPO 8 (WCS)","MATCH","RESOLVED"
4,9,1316,58185,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,1349,58257,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,1412,58833,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,1526,58905,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,9,1561,58977,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,9,1621,59041,"CPHF Random Extension (CLS)","GAP","LEAF"
4,9,2591,65529,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,9,2633,65601,"CPHF Random Extension (CLS)","GAP","LEAF"
4,9,2634,86481,"Add a factor","GAP","UNRESOLVED"
4,9,2635,92313,"Add a factor","GAP","UNRESOLVED"
4,9,3051,97465,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,3204,102537,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,3276,103185,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,3357,103377,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,3600,106641,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,3681,106713,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,4248,107289,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,4320,107361,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,4455,107433,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,9,6048,107481,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,6075,113193,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,6084,113249,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,6408,113257,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,6561,113329,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,6579,115921,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7371,116497,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7380,116553,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7515,118161,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7551,118233,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7569,118297,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7650,118361,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7767,118425,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,7911,118809,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,8181,118881,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,9477,118937,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,9567,119585,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,9774,119649,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,9918,119713,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,9963,119777,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,9,10000,119841,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
5,9,10,59049,"orthogonal array","MATCH","RESOLVED"
5,9,11,110808,"extended OA (Colbourn)","GAP","UNRESOLVED"
5,9,14,111537,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,15,117369,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,16,118089,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,22,170577,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,24,176409,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,25,177129,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,26,177145,"CPHF IPO 3 (WCS)","MATCH","RESOLVED"
5,9,33,223065,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,36,228897,"4,3-restricted SCPHF RE (CL)","GAP","LEAF"
5,9,38,234729,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,39,235377,"3,2-restricted SCPHF RE (CL)","GAP","LEAF"
5,9,43,236193,"CPHF IPO 4 (WCS)","MATCH","RESOLVED"
5,9,51,282105,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,55,288657,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,60,294489,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,61,295137,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,62,295209,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,70,295241,"CPHF IPO 5 (WCS)","MATCH","RESOLVED"
5,9,73,334593,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,77,341145,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,88,347697,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,91,353529,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,92,354177,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,95,354249,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,115,354289,"CPHF IPO 6 (WCS)","MATCH","RESOLVED"
5,9,118,400185,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,133,406737,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,147,412569,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,149,413217,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,187,413337,"CPHF IPO 7 (WCS)","MATCH","RESOLVED"
5,9,214,465777,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,224,471609,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,229,472257,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,231,472385,"CPHF Random Extension (CLS)","GAP","LEAF"
5,9,254,511713,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,283,518265,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,324,524817,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,353,530649,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,355,531297,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,374,531369,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,405,570753,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,445,577305,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,483,583857,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,542,589689,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,546,590337,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,568,590409,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,9,629,629793,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,690,636345,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,755,642897,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,818,648729,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,9,819,888417,"Add 1 factors","GAP","UNRESOLVED"
5,9,820,1034217,"Add 2 factors","GAP","UNRESOLVED"
5,9,821,1086705,"Add 3 factors","GAP","UNRESOLVED"
5,9,827,1139193,"Add 9 factors","GAP","UNRESOLVED"
5,9,828,1378881,"Add 9 factors","GAP","UNRESOLVED"
5,9,829,1524681,"Add 9 factors","GAP","UNRESOLVED"
5,9,830,1577673,"Add 9 factors","GAP","UNRESOLVED"
5,9,836,1644633,"Add 9 factors","GAP","UNRESOLVED"
5,9,850,1771224,"perfect hash family3,850,568","GAP","UNRESOLVED"
5,9,855,1849272,"perfect hash family3,942,629T87","GAP","UNRESOLVED"
5,9,859,1849920,"perfect hash family3,942,629T83","GAP","UNRESOLVED"
5,9,881,1849992,"perfect hash family3,942,629T61","GAP","UNRESOLVED"
5,9,885,1862376,"perfect hash family3,1032,689T147","GAP","UNRESOLVED"
5,9,889,1863024,"perfect hash family3,1032,689T143","GAP","UNRESOLVED"
5,9,911,1863096,"perfect hash family3,1032,689T121","GAP","UNRESOLVED"
5,9,918,1875480,"perfect hash family3,1131,755T213","GAP","UNRESOLVED"
5,9,922,1876128,"perfect hash family3,1131,755T209","GAP","UNRESOLVED"
5,9,944,1876200,"perfect hash family3,1131,755T187","GAP","UNRESOLVED"
5,9,949,1887144,"perfect hash family3,1224,817T275","GAP","UNRESOLVED"
5,9,953,1887792,"perfect hash family3,1224,817T271","GAP","UNRESOLVED"
5,9,975,1887864,"perfect hash family3,1224,817T249","GAP","UNRESOLVED"
5,9,1033,1909032,"perfect hash family3,1033,690","GAP","UNRESOLVED"
5,9,1066,1922136,"perfect hash family3,1131,755T65","GAP","UNRESOLVED"
5,9,1131,1928688,"perfect hash family3,1131,755","GAP","UNRESOLVED"
5,9,1162,1940352,"perfect hash family3,1224,817T62","GAP","UNRESOLVED"
5,9,1225,1946184,"perfect hash family3,1225,818","GAP","UNRESOLVED"
5,9,1258,2060042,"Martirosyan-Colbourn","GAP","UNRESOLVED"
5,9,1344,2066594,"Martirosyan-Colbourn","GAP","UNRESOLVED"
5,9,1380,2112290,"Martirosyan-Colbourn","GAP","UNRESOLVED"
5,9,1419,2112600,"Power N-CT43^2T10","GAP","UNRESOLVED"
5,9,1548,2118432,"Power N-CT43^2T7","GAP","UNRESOLVED"
5,9,1634,2124264,"Power N-CT43^2T5","GAP","UNRESOLVED"
5,9,1677,2124912,"Power N-CT43^2T4","GAP","UNRESOLVED"
5,9,1849,2125728,"Power N-CT43^2","GAP","UNRESOLVED"
5,9,1870,2420744,"perfect hash family4,3125,625T251","GAP","UNRESOLVED"
5,9,2025,2460128,"perfect hash family4,3125,625T220","GAP","UNRESOLVED"
5,9,2225,2466680,"perfect hash family4,3125,625T180","GAP","UNRESOLVED"
5,9,2415,2473232,"perfect hash family4,3125,625T142","GAP","UNRESOLVED"
5,9,2710,2479064,"perfect hash family4,3125,625T83","GAP","UNRESOLVED"
5,9,2730,2479712,"perfect hash family4,3125,625T79","GAP","UNRESOLVED"
5,9,2840,2479784,"perfect hash family4,3125,625T57","GAP","UNRESOLVED"
5,9,3125,2519168,"perfect hash family4,3125,625","GAP","UNRESOLVED"
5,9,3198,2604672,"Power N-CT71^2Arc(9)T20","GAP","UNRESOLVED"
5,9,3446,2611224,"Power N-CT71^2Arc(9)T16","GAP","UNRESOLVED"
5,9,3756,2617056,"Power N-CT71^2Arc(9)T11","GAP","UNRESOLVED"
5,9,3818,2617704,"Power N-CT71^2Arc(9)T10","GAP","UNRESOLVED"
5,9,3880,2617776,"Power N-CT71^2Arc(9)T9","GAP","UNRESOLVED"
5,9,4314,2617808,"Power N-CT71^2Arc(9)T2","GAP","UNRESOLVED"
5,9,4492,2657160,"Power N-CT67^2+3","GAP","UNRESOLVED"
5,9,4501,2696512,"Power N-CT71^2Arc(8)","GAP","UNRESOLVED"
5,9,4565,2735864,"Power N-CT71^2Arc(7)","GAP","UNRESOLVED"
5,9,4630,2775216,"Power N-CT71^2Arc(6)","GAP","UNRESOLVED"
5,9,4696,2814568,"Power N-CT71^2Arc(5)","GAP","UNRESOLVED"
5,9,4763,2853920,"Power N-CT71^2Arc(4)","GAP","UNRESOLVED"
5,9,4831,2893272,"Power N-CT71^2Arc(3)","GAP","UNRESOLVED"
5,9,4900,2932624,"Power N-CT71^2T1T1","GAP","UNRESOLVED"
5,9,5110,2971976,"Power N-CT73^2T3","GAP","UNRESOLVED"
5,9,5329,3011328,"Power N-CT73^2","GAP","UNRESOLVED"
5,9,5390,3070256,"Power N-CT79^2T9T2","GAP","UNRESOLVED"
5,9,5636,3070976,"Power N-CT89^2Arc(9)T19","GAP","UNRESOLVED"
5,9,5810,3076808,"Power N-CT83^2T13","GAP","UNRESOLVED"
5,9,5825,3088472,"Power N-CT89^2Arc(6)T19","GAP","UNRESOLVED"
5,9,5890,3094304,"Power N-CT89^2Arc(5)T19","GAP","UNRESOLVED"
5,9,5956,3100136,"Power N-CT89^2Arc(4)T19","GAP","UNRESOLVED"
5,9,6023,3105968,"Power N-CT89^2Arc(3)T19","GAP","UNRESOLVED"
5,9,6091,3111800,"Power N-CT89^2Arc(2)T19","GAP","UNRESOLVED"
5,9,6196,3116880,"Power N-CT89^2Arc(9)T12","GAP","UNRESOLVED"
5,9,6391,3122712,"Power N-CT83^2T6","GAP","UNRESOLVED"
5,9,6996,3123432,"Power N-CT89^2Arc(9)T2","GAP","UNRESOLVED"
5,9,7156,3129264,"Power N-CT89^2Arc(9)","GAP","UNRESOLVED"
5,9,7910,3129544,"perfect hash family9,12769,113T43","GAP","UNRESOLVED"
5,9,8249,3168896,"perfect hash family9,12769,113T40","GAP","UNRESOLVED"
5,9,8701,3175448,"perfect hash family9,12769,113T36","GAP","UNRESOLVED"
5,9,9944,3182000,"perfect hash family9,12769,113T25","GAP","UNRESOLVED"
5,9,10000,3187832,"perfect hash family9,12769,113T22","GAP","UNRESOLVED"
6,9,10,531441,"orthogonal array","MATCH","RESOLVED"
6,9,11,997272,"extended OA (Colbourn)","GAP","UNRESOLVED"
6,9,12,1003833,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,13,1056321,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,14,1062873,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,18,1535265,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,19,1587753,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,20,1594305,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,21,1594321,"CPHF IPO 3 (WCS)","GAP","LEAF"
6,9,23,2007657,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,24,2066697,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,25,2119185,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,26,2125017,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,31,2125761,"CPHF IPO 4 (WCS)","GAP","LEAF"
6,9,33,2539089,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,35,2598129,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,36,2650617,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,37,2656449,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,38,2657169,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,44,2657201,"CPHF IPO 5 (WCS)","GAP","LEAF"
6,9,49,3129561,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,51,3182049,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,53,3187881,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,54,3188529,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,55,3188601,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,61,3188641,"CPHF IPO 6 (WCS)","GAP","LEAF"
6,9,64,3601953,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,69,3660993,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,72,3713481,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,75,3719313,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,76,3720033,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,78,3720081,"CPHF Random Extension (CLS)","GAP","LEAF"
6,9,79,4015305,"5+-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,83,4074345,"5,5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,92,4133385,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,99,4192425,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,107,4244913,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,108,4250745,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,112,4251393,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
6,9,156,4782897,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,210,5314329,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,9,211,8088417,"Add 1 factors","GAP","UNRESOLVED"
6,9,212,9867177,"Add 2 factors","GAP","UNRESOLVED"
6,9,213,11062737,"Add 3 factors","GAP","UNRESOLVED"
6,9,214,11535129,"Add 4 factors","GAP","UNRESOLVED"
6,9,219,12007521,"Add 9 factors","GAP","UNRESOLVED"
6,9,220,14781609,"Add 9 factors","GAP","UNRESOLVED"
6,9,221,16560369,"Add 9 factors","GAP","UNRESOLVED"
6,9,222,17755929,"Add 9 factors","GAP","UNRESOLVED"
6,9,223,18228321,"Add 9 factors","GAP","UNRESOLVED"
6,9,228,18700713,"Add 9 factors","GAP","UNRESOLVED"
6,9,243,19131584,"perfect hash family4,243,156","GAP","UNRESOLVED"
6,9,278,20725880,"perfect hash family4,332,210T54","GAP","UNRESOLVED"
6,9,332,21257312,"perfect hash family4,332,210","GAP","UNRESOLVED"
6,9,335,23914480,"perfect hash family5,335,156","GAP","UNRESOLVED"
6,9,337,24445912,"perfect hash family5,345,157S4","GAP","UNRESOLVED"
6,9,339,24977344,"perfect hash family5,345,157S3","GAP","UNRESOLVED"
6,9,342,25351544,"Power CT19^2T1","GAP","UNRESOLVED"
6,9,361,25404032,"Power CT19^2","GAP","UNRESOLVED"
6,9,362,25508864,"Power CT19^2+1","GAP","UNRESOLVED"
6,9,363,25509120,"Power CT19^2+2","GAP","UNRESOLVED"
6,9,373,26040208,"perfect hash family5,475,207T51","GAP","UNRESOLVED"
6,9,478,26571640,"perfect hash family5,478,210","GAP","UNRESOLVED"
6,9,479,29869312,"Add 1 factors","GAP","UNRESOLVED"
6,9,483,31236856,"Power N-CT29^2T8T6","GAP","UNRESOLVED"
6,9,504,31295896,"Power N-CT29^2T8T5","GAP","UNRESOLVED"
6,9,558,31295904,"Power N-CT31^2T13","GAP","UNRESOLVED"
6,9,589,31348392,"Power N-CT31^2T12","GAP","UNRESOLVED"
6,9,620,31354944,"Power N-CT31^2T11","GAP","UNRESOLVED"
6,9,651,31354960,"Power N-CT31^2T10","GAP","UNRESOLVED"
6,9,713,31768296,"Power N-CT31^2T8","GAP","UNRESOLVED"
6,9,744,31827336,"Power N-CT31^2T7","GAP","UNRESOLVED"
6,9,775,31879824,"Power N-CT31^2T6","GAP","UNRESOLVED"
6,9,806,31885656,"Power N-CT31^2T5","GAP","UNRESOLVED"
6,9,961,31886400,"Power N-CT31^2","GAP","UNRESOLVED"
6,9,962,35665032,"Add 1 factors","GAP","UNRESOLVED"
6,9,1023,36551248,"Power N-CT41^2T10T8","GAP","UNRESOLVED"
6,9,1085,36610288,"Power N-CT41^2T10T6","GAP","UNRESOLVED"
6,9,1116,36662776,"Power N-CT41^2T10T5","GAP","UNRESOLVED"
6,9,1147,36668608,"Power N-CT41^2T10T4","GAP","UNRESOLVED"
6,9,1178,36669328,"Power N-CT41^2T10T3","GAP","UNRESOLVED"
6,9,1333,36669360,"Power N-CT43^2T12","GAP","UNRESOLVED"
6,9,1419,37082688,"Power N-CT43^2T10","GAP","UNRESOLVED"
6,9,1505,37141728,"Power N-CT43^2T8","GAP","UNRESOLVED"
6,9,1548,37194216,"Power N-CT43^2T7","GAP","UNRESOLVED"
6,9,1591,37200048,"Power N-CT43^2T6","GAP","UNRESOLVED"
6,9,1634,37200768,"Power N-CT43^2T5","GAP","UNRESOLVED"
6,9,1850,37200800,"Power N-CT43^2+1","GAP","UNRESOLVED"
6,9,1851,41918888,"Add 1 factors","GAP","UNRESOLVED"
6,9,1936,42869120,"Power N-CT47^2T3T3","GAP","UNRESOLVED"
6,9,2068,43341480,"Power N-CT47^2T3","GAP","UNRESOLVED"
6,9,2211,43813840,"Power N-CT47^2+2","GAP","UNRESOLVED"
6,9,2244,44093808,"Power N-CT53^2T9T2","GAP","UNRESOLVED"
6,9,2332,44099640,"Power N-CT53^2T9","GAP","UNRESOLVED"
6,9,2376,44109408,"Power N-CT59^2T15T5","GAP","UNRESOLVED"
6,9,2420,44109480,"Power N-CT59^2T15T4","GAP","UNRESOLVED"
6,9,2684,44109520,"Power N-CT61^2T17","GAP","UNRESOLVED"
6,9,2695,44581840,"Power N-CT59^2T10T4","GAP","UNRESOLVED"
6,9,2989,44581880,"Power N-CT61^2T12","GAP","UNRESOLVED"
6,9,3111,44634368,"Power N-CT61^2T10","GAP","UNRESOLVED"
6,9,3233,44640200,"Power N-CT61^2T8","GAP","UNRESOLVED"
6,9,3294,44640848,"Power N-CT61^2T7","GAP","UNRESOLVED"
6,9,3355,44640920,"Power N-CT61^2T6","GAP","UNRESOLVED"
6,9,3721,44640960,"Power N-CT61^2","GAP","UNRESOLVED"
6,9,3852,47697192,"Power N-CT73^2Trin1,9,12","NOIMPL","UNRESOLVED"
6,9,3904,47703024,"Power N-CT73^2T12T9","NOIMPL","UNRESOLVED"
6,9,3981,47703744,"Power N-CT73^2Trin4,4,12","NOIMPL","UNRESOLVED"
6,9,4152,47756232,"Power N-CT73^2Trin1,4,12","NOIMPL","UNRESOLVED"
6,9,4209,47762064,"Power N-CT73^2T12T4","NOIMPL","UNRESOLVED"
6,9,4215,47797056,"Power N-CT73^2Arc(4)T12","NOIMPL","UNRESOLVED"
6,9,4273,47802888,"Power N-CT73^2Arc(3)T12","NOIMPL","UNRESOLVED"
6,9,4332,47808720,"Power N-CT73^2Arc(2)T12","NOIMPL","UNRESOLVED"
6,9,4392,47814552,"Power N-CT73^2T12T1","NOIMPL","UNRESOLVED"
6,9,4453,47820384,"Power N-CT73^2T12","NOIMPL","UNRESOLVED"
6,9,4501,48176096,"Power N-CT73^2Trin4,4,4","NOIMPL","UNRESOLVED"
6,9,4545,48222032,"Power N-CT73^2Arc(2)T9","NOIMPL","UNRESOLVED"
6,9,4608,48227864,"Power N-CT73^2T9T1","NOIMPL","UNRESOLVED"
6,9,4696,48228584,"Power N-CT73^2Trin1,4,4","NOIMPL","UNRESOLVED"
6,9,4761,48234416,"Power N-CT73^2T4T4","NOIMPL","UNRESOLVED"
6,9,4767,48269408,"Power N-CT73^2Arc(4)T4","NOIMPL","UNRESOLVED"
6,9,4833,48275240,"Power N-CT73^2Arc(3)T4","NOIMPL","UNRESOLVED"
6,9,4900,48281072,"Power N-CT73^2Arc(2)T4","NOIMPL","UNRESOLVED"
6,9,4968,48286904,"Power N-CT73^2T4T1","NOIMPL","UNRESOLVED"
6,9,5037,48292736,"Power N-CT73^2T4","NOIMPL","UNRESOLVED"
6,9,5043,48327728,"Power N-CT73^2Arc(4)","NOIMPL","UNRESOLVED"
6,9,5113,48333560,"Power N-CT73^2Arc(3)","NOIMPL","UNRESOLVED"
6,9,5184,48339392,"Power N-CT73^2T1T1","NOIMPL","UNRESOLVED"
6,9,5256,48345224,"Power N-CT73^2T1","NOIMPL","UNRESOLVED"
6,9,5331,48351056,"Power N-CT73^2+2","NOIMPL","UNRESOLVED"
6,9,5332,48360416,"Power N-CT73^2+3","NOIMPL","UNRESOLVED"
6,9,5334,48361040,"perfect hash family13,5334,78","NOIMPL","UNRESOLVED"
6,9,5359,48656264,"Power N-CT79^2Arc(12)","NOIMPL","UNRESOLVED"
6,9,5427,48951488,"Power N-CT79^2Arc(11)","NOIMPL","UNRESOLVED"
6,9,5496,49246712,"Power N-CT79^2Arc(10)","NOIMPL","UNRESOLVED"
6,9,5566,49541936,"Power N-CT79^2Arc(9)","NOIMPL","UNRESOLVED"
6,9,5637,49837160,"Power N-CT79^2Arc(8)","NOIMPL","UNRESOLVED"
6,9,5709,50132384,"Power N-CT79^2Arc(7)","NOIMPL","UNRESOLVED"
6,9,5782,50427608,"Power N-CT79^2Arc(6)","NOIMPL","UNRESOLVED"
6,9,5856,50722832,"Power N-CT79^2Arc(5)","NOIMPL","UNRESOLVED"
6,9,5931,51018056,"Power N-CT79^2Arc(4)","NOIMPL","UNRESOLVED"
6,9,6007,51313280,"Power N-CT79^2Arc(3)","NOIMPL","UNRESOLVED"
6,9,6084,51608504,"Power N-CT79^2T1T1","NOIMPL","UNRESOLVED"
6,9,6162,51903728,"Power N-CT79^2T1","NOIMPL","UNRESOLVED"
6,9,6241,52198952,"Power N-CT79^2","NOIMPL","UNRESOLVED"
6,9,6308,52612160,"Power N-CT83^2T7","NOIMPL","UNRESOLVED"
6,9,6474,52612208,"Power N-CT83^2T5","NOIMPL","UNRESOLVED"
6,9,6557,52907432,"Power N-CT83^2T4","NOIMPL","UNRESOLVED"
6,9,6889,52966472,"Power N-CT83^2","NOIMPL","UNRESOLVED"
6,9,6942,53320688,"Power N-CT89^2T11","NOIMPL","UNRESOLVED"
6,9,7031,53615912,"Power N-CT89^2T10","NOIMPL","UNRESOLVED"
6,9,7387,53674952,"Power N-CT89^2T6","NOIMPL","UNRESOLVED"
6,9,7924,53733992,"Power N-CT89^2+3","NOIMPL","UNRESOLVED"
6,9,8029,54324392,"Power N-CT97^2Trin5,5,5","NOIMPL","UNRESOLVED"
6,9,8464,54383432,"Power N-CT97^2T5T5","NOIMPL","UNRESOLVED"
6,9,8924,54442472,"Power N-CT97^2T5","NOIMPL","UNRESOLVED"
6,9,9411,54501512,"Power N-CT97^2+2","NOIMPL","UNRESOLVED"
6,9,9607,55026392,"Power N-CT101^2Trin2,2,2","NOIMPL","UNRESOLVED"
