"t","v","k","N","Source","status","engine_class"
5,20,913,112283202,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,915,112429032,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,920,112477642,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,960,112557651,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,961,113474762,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,986,114495572,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1001,114775390,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1005,115504540,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1012,115553150,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1013,115553188,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1018,115601798,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1019,115622214,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1025,115642630,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1033,115691284,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1037,115739938,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1039,115788592,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1041,115837246,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1057,116372440,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1058,116421094,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1067,117045529,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1104,117094183,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1105,117316274,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1106,117462236,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
5,20,1107,123992060,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
5,20,1196,127014051,"perfect hash family20,2116,23T10","NOIMPL","UNRESOLVED"
5,20,1288,127226181,"perfect hash family20,2116,23T9","NOIMPL","UNRESOLVED"
5,20,1380,127440757,"perfect hash family20,2116,23T8","NOIMPL","UNRESOLVED"
5,20,1472,127655509,"perfect hash family20,2116,23T7","NOIMPL","UNRESOLVED"
5,20,1564,127869339,"perfect hash family20,2116,23T6","NOIMPL","UNRESOLVED"
5,20,1656,128080341,"perfect hash family20,2116,23T5","NOIMPL","UNRESOLVED"
5,20,1748,128287119,"perfect hash family20,2116,23T4","NOIMPL","UNRESOLVED"
5,20,1840,128487999,"perfect hash family20,2116,23T3","NOIMPL","UNRESOLVED"
5,20,2116,128726417,"perfect hash family20,2116,23,c fuse fuse fuse","NOIMPL","UNRESOLVED"
5,20,2117,128726720,"perfect hash family20,2117,24","NOIMPL","UNRESOLVED"
5,20,2197,130025049,"Power CT23^3T10T10T10","NOIMPL","UNRESOLVED"
5,20,2366,130237179,"Power CT23^3T10T10T9","NOIMPL","UNRESOLVED"
5,20,2548,130449309,"Power CT23^3T10T9T9","NOIMPL","UNRESOLVED"
5,20,2744,130661439,"Power CT23^3T9T9T9","NOIMPL","UNRESOLVED"
5,20,2940,130876015,"Power CT23^3T9T9T8","NOIMPL","UNRESOLVED"
5,20,2964,131088597,"Power CT23^3T11T10T4","NOIMPL","UNRESOLVED"
5,20,3150,131090591,"Power CT23^3T9T8T8","NOIMPL","UNRESOLVED"
5,20,3211,131298117,"Power CT23^3T10T10T4","NOIMPL","UNRESOLVED"
5,20,3276,131303469,"Power CT23^3T10T9T5","NOIMPL","UNRESOLVED"
5,20,3332,131304597,"Power CT23^3T9T9T6","NOIMPL","UNRESOLVED"
5,20,3375,131305167,"Power CT23^3T8T8T8","NOIMPL","UNRESOLVED"
5,20,3380,131498997,"Power CT23^3T10T10T3","NOIMPL","UNRESOLVED"
5,20,3458,131510247,"Power CT23^3T10T9T4","NOIMPL","UNRESOLVED"
5,20,3528,131515599,"Power CT23^3T9T9T5","NOIMPL","UNRESOLVED"
5,20,3570,131519173,"Power CT23^3T9T8T6","NOIMPL","UNRESOLVED"
5,20,3600,131519919,"Power CT23^3T8T8T7","NOIMPL","UNRESOLVED"
5,20,3640,131711127,"Power CT23^3T10T9T3","NOIMPL","UNRESOLVED"
5,20,3724,131722377,"Power CT23^3T9T9T4","NOIMPL","UNRESOLVED"
5,20,3780,131730175,"Power CT23^3T9T8T5","NOIMPL","UNRESOLVED"
5,20,3825,131733749,"Power CT23^3T8T8T6","NOIMPL","UNRESOLVED"
5,20,3840,131734671,"Power CT23^3T8T7T7","NOIMPL","UNRESOLVED"
5,20,3887,131737718,"Power CT23^3T10T10","NOIMPL","UNRESOLVED"
5,20,3920,131923257,"Power CT23^3T9T9T3","NOIMPL","UNRESOLVED"
5,20,3990,131936953,"Power CT23^3T9T8T4","NOIMPL","UNRESOLVED"
5,20,4050,131944751,"Power CT23^3T8T8T5","NOIMPL","UNRESOLVED"
5,20,4080,131948501,"Power CT23^3T8T7T6","NOIMPL","UNRESOLVED"
5,20,4096,131949423,"Power CT23^3T7T7T7","NOIMPL","UNRESOLVED"
5,20,4186,131949848,"Power CT23^3T10T9","NOIMPL","UNRESOLVED"
5,20,4200,132137833,"Power CT23^3T9T8T3","NOIMPL","UNRESOLVED"
5,20,4275,132151529,"Power CT23^3T8T8T4","NOIMPL","UNRESOLVED"
5,20,4284,132158757,"Power CT23^3T9T6T5","NOIMPL","UNRESOLVED"
5,20,4320,132159503,"Power CT23^3T8T7T5","NOIMPL","UNRESOLVED"
5,20,4508,132161978,"Power CT23^3T9T9","NOIMPL","UNRESOLVED"
5,20,4522,132365535,"Power CT23^3T9T6T4","NOIMPL","UNRESOLVED"
5,20,4560,132366281,"Power CT23^3T8T7T4","NOIMPL","UNRESOLVED"
5,20,4590,132373333,"Power CT23^3T8T6T5","NOIMPL","UNRESOLVED"
5,20,4608,132374255,"Power CT23^3T7T7T5","NOIMPL","UNRESOLVED"
5,20,4830,132376554,"Power CT23^3T9T8","NOIMPL","UNRESOLVED"
5,20,4845,132580111,"Power CT23^3T8T6T4","NOIMPL","UNRESOLVED"
5,20,4864,132581033,"Power CT23^3T7T7T4","NOIMPL","UNRESOLVED"
5,20,4896,132588085,"Power CT23^3T7T6T5","NOIMPL","UNRESOLVED"
5,20,4913,132590913,"Power CT23^3T6T6T6","NOIMPL","UNRESOLVED"
5,20,5175,132591130,"Power CT23^3T8T8","NOIMPL","UNRESOLVED"
5,20,5184,132799087,"Power CT23^3T7T5T5","NOIMPL","UNRESOLVED"
5,20,5244,132801266,"Power CT23^3T11T4","NOIMPL","UNRESOLVED"
5,20,5382,132804008,"Power CT23^3T10T5","NOIMPL","UNRESOLVED"
5,20,5474,132805136,"Power CT23^3T9T6","NOIMPL","UNRESOLVED"
5,20,5520,132805882,"Power CT23^3T8T7","NOIMPL","UNRESOLVED"
5,20,5681,133010786,"Power CT23^3T10T4","NOIMPL","UNRESOLVED"
5,20,5796,133016138,"Power CT23^3T9T5","NOIMPL","UNRESOLVED"
5,20,5865,133019712,"Power CT23^3T8T6","NOIMPL","UNRESOLVED"
5,20,5888,133020634,"Power CT23^3T7T7","NOIMPL","UNRESOLVED"
5,20,5980,133211666,"Power CT23^3T10T3","NOIMPL","UNRESOLVED"
5,20,6118,133222916,"Power CT23^3T9T4","NOIMPL","UNRESOLVED"
5,20,6210,133230714,"Power CT23^3T8T5","NOIMPL","UNRESOLVED"
5,20,6256,133234464,"Power CT23^3T7T6","NOIMPL","UNRESOLVED"
5,20,6348,133240867,"Power CT23^3T11","NOIMPL","UNRESOLVED"
5,20,6440,133423796,"Power CT23^3T9T3","NOIMPL","UNRESOLVED"
5,20,6555,133437492,"Power CT23^3T8T4","NOIMPL","UNRESOLVED"
5,20,6624,133445466,"Power CT23^3T7T5","NOIMPL","UNRESOLVED"
5,20,6647,133448294,"Power CT23^3T6T6","NOIMPL","UNRESOLVED"
5,20,6877,133450387,"Power CT23^3T10","NOIMPL","UNRESOLVED"
5,20,6900,133638372,"Power CT23^3T8T3","NOIMPL","UNRESOLVED"
5,20,6992,133652244,"Power CT23^3T7T4","NOIMPL","UNRESOLVED"
5,20,7038,133659296,"Power CT23^3T6T5","NOIMPL","UNRESOLVED"
5,20,7406,133662517,"Power CT23^3T9","NOIMPL","UNRESOLVED"
5,20,7429,133866074,"Power CT23^3T6T4","NOIMPL","UNRESOLVED"
5,20,7452,133870298,"Power CT23^3T5T5","NOIMPL","UNRESOLVED"
5,20,7935,133877093,"Power CT23^3T8","NOIMPL","UNRESOLVED"
5,20,8464,134091845,"Power CT23^3T7","NOIMPL","UNRESOLVED"
5,20,8993,134305675,"Power CT23^3T6","NOIMPL","UNRESOLVED"
5,20,9522,134516677,"Power CT23^3T5","NOIMPL","UNRESOLVED"
5,20,10000,134723455,"Power CT23^3T4","NOIMPL","UNRESOLVED"
6,20,7,6.4e+07,"composition","MATCH","RESOLVED"
6,20,8,70901841,"Augment OA","GAP","UNRESOLVED"
6,20,9,74615592,"Augment OA","GAP","UNRESOLVED"
6,20,10,78509088,"Augment OA","GAP","UNRESOLVED"
6,20,11,82584720,"Augment OA","GAP","UNRESOLVED"
6,20,12,86844605,"Augment OA","GAP","UNRESOLVED"
6,20,13,91286154,"Augment OA","GAP","UNRESOLVED"
6,20,14,95902380,"Augment OA","GAP","UNRESOLVED"
6,20,15,100688940,"Augment OA","GAP","UNRESOLVED"
6,20,16,105640344,"Augment OA","GAP","UNRESOLVED"
6,20,17,110740896,"Augment OA","GAP","UNRESOLVED"
6,20,18,115969812,"Augment OA","GAP","UNRESOLVED"
6,20,19,121310952,"Augment OA","GAP","UNRESOLVED"
6,20,20,126740694,"Augment OA","GAP","UNRESOLVED"
6,20,24,148035883,"orthogonal array fuse fuse fuse","MATCH","RESOLVED"
6,20,26,244140615,"orthogonal array fuse fuse fuse fuse fuse","MATCH","RESOLVED"
6,20,28,387420475,"orthogonal array fuse fuse fuse fuse fuse fuse fuse","MATCH","RESOLVED"
6,20,29,443827797,"4-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,30,444107109,"2-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,31,444107615,"SCPHF Random Extension (CLS) fuse fuse fuse","GAP","LEAF"
6,20,34,444107659,"CPHF IPO 3 (WCS) fuse fuse fuse","GAP","LEAF"
6,20,35,560386354,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,20,36,564544850,"Martirosyan-TVT","GAP","UNRESOLVED"
6,20,37,576133877,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,20,41,579270841,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,45,585707161,"5-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,51,591863663,"4-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,52,592142975,"2-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,70,727306707,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,78,733743027,"5-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,85,739899529,"4-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,87,740167203,"3-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,106,868906253,"5,5,5-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
6,20,119,875342573,"5,5-Restricted SCPHF RE (CL) fuse fuse fuse","NOIMPL","LEAF"
6,20,133,881778893,"5-Restricted SCPHF RE (CL) fuse fuse fuse","NOIMPL","LEAF"
6,20,145,887935395,"4-Restricted SCPHF RE (CL) fuse fuse fuse","NOIMPL","LEAF"
6,20,146,888214707,"2-Restricted SCPHF RE (CL) fuse fuse fuse","NOIMPL","LEAF"
6,20,148,888215213,"SCPHF Random Extension (CLS) fuse fuse fuse","NOIMPL","LEAF"
6,20,249,1036251079,"SCPHF Random Extension (CLS) fuse fuse fuse","NOIMPL","LEAF"
6,20,250,1461605979,"Add 1 factors","NOIMPL","UNRESOLVED"
6,20,251,1646323979,"Add 2 factors","NOIMPL","UNRESOLVED"
6,20,256,1690245488,"Power CT16^2","NOIMPL","UNRESOLVED"
6,20,265,1708984215,"SCPHF Random Extension (CLS) fuse fuse fuse fuse fuse","NOIMPL","LEAF"
6,20,272,1766753768,"Power CT17^2T1","NOIMPL","UNRESOLVED"
6,20,289,1771854320,"Power CT17^2","NOIMPL","UNRESOLVED"
6,20,290,1855516976,"Power CT17^2+1","NOIMPL","UNRESOLVED"
6,20,291,1919610656,"Power CT19^2Arc(4)","NOIMPL","UNRESOLVED"
6,20,307,1924951796,"Power CT19^2Arc(3)","NOIMPL","UNRESOLVED"
6,20,324,1930292936,"Power CT19^2T1T1","NOIMPL","UNRESOLVED"
6,20,342,1935634076,"Power CT19^2T1","NOIMPL","UNRESOLVED"
6,20,361,1940975216,"Power CT19^2","NOIMPL","UNRESOLVED"
6,20,362,2027851088,"Power CT19^2+1","NOIMPL","UNRESOLVED"
6,20,380,2320553992,"Power CT23^2T4T3","NOIMPL","UNRESOLVED"
6,20,400,2325983734,"Power CT23^2T3T3","NOIMPL","UNRESOLVED"
6,20,414,2336508041,"Power CT23^2T5","NOIMPL","UNRESOLVED"
6,20,437,2341849181,"Power CT23^2T4","NOIMPL","UNRESOLVED"
6,20,460,2347278923,"Power CT23^2T3","NOIMPL","UNRESOLVED"
6,20,529,2368573873,"perfect hash family16,529,23,c fuse fuse fuse","NOIMPL","UNRESOLVED"
6,20,530,2368574112,"Power CT23^2+1","NOIMPL","UNRESOLVED"
6,20,531,2882919692,"Add 1 factors","NOIMPL","UNRESOLVED"
6,20,532,3067804892,"Add 2 factors","NOIMPL","UNRESOLVED"
6,20,533,3211292892,"Add 3 factors","NOIMPL","UNRESOLVED"
6,20,534,3368524280,"Add 5 factors","NOIMPL","UNRESOLVED"
6,20,535,3368700975,"Add 5 factors","NOIMPL","UNRESOLVED"
6,20,536,3438264878,"Add 6 factors","NOIMPL","UNRESOLVED"
6,20,553,3617935628,"Power CT25^2Arc(3)","NOIMPL","UNRESOLVED"
6,20,576,3714040360,"Power CT25^2T1T1","NOIMPL","UNRESOLVED"
6,20,600,3810145092,"Power CT25^2T1","NOIMPL","UNRESOLVED"
6,20,625,3906249615,"perfect hash family16,625,25,c fuse fuse fuse fuse fuse","NOIMPL","UNRESOLVED"
6,20,626,3906249824,"Power CT25^2+1","NOIMPL","UNRESOLVED"
6,20,627,4437943924,"Add 1 factors","NOIMPL","UNRESOLVED"
6,20,628,4675360324,"Add 2 factors","NOIMPL","UNRESOLVED"
6,20,629,4820824324,"Add 3 factors","NOIMPL","UNRESOLVED"
6,20,630,4980955102,"Add 5 factors","NOIMPL","UNRESOLVED"
6,20,631,4981308223,"Add 5 factors","NOIMPL","UNRESOLVED"
6,20,632,5058505663,"Add 6 factors","NOIMPL","UNRESOLVED"
6,20,648,5407535000,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,649,5412876140,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,664,5422820708,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,672,5423041830,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,673,5433716730,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,684,5444391630,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,685,5449742384,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,688,5459785112,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,690,5459787202,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,720,5566125566,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,721,5572032058,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,722,5577938550,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,724,5664814422,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,760,5957517326,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,768,5962947068,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,769,5972313726,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,771,5991862912,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,782,5994408544,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,783,5998110013,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,800,6001811482,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,816,6012335789,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,817,6013736036,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,819,6020250763,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,828,6022808003,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,829,6031863245,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,860,6035577347,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,864,6040893889,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,865,6046510465,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,867,6059862235,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,874,6062440633,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,875,6071601321,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,912,6075332267,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,913,6082109281,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,915,6096692649,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,920,6099294767,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,921,6124337507,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,960,6128085297,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,961,6171044707,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,986,6270852755,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1001,6276169297,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1005,6316775467,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1012,6319482545,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1013,6319484399,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1018,6322193335,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1019,6322728045,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1025,6323263239,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1033,6325970321,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1037,6328677403,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1039,6331384485,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1041,6334091567,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1057,6363869469,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1058,6366576551,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1059,6397601350,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1060,6428625910,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1062,6942971490,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1064,7127856690,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1066,7271344690,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1067,7428576078,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1068,7431348890,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1070,7431525585,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1072,7501089488,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1104,7680760238,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1105,7691806343,"Martirosyan-TVT variant","NOIMPL","UNRESOLVED"
6,20,1106,7711241018,"Martirosyan-TVT","NOIMPL","UNRESOLVED"
6,20,1250,7731203353,"perfect hash familyD16,1250,50^11 25^5","NOIMPL","UNRESOLVED"
6,20,1258,7971491614,"Power N-CT41^2T7T4","NOIMPL","UNRESOLVED"
6,20,1271,7974628534,"Power N-CT41^2T10","NOIMPL","UNRESOLVED"
6,20,1394,7974628578,"Power N-CT41^2T7","NOIMPL","UNRESOLVED"
6,20,1462,8058300738,"Power N-CT43^2T9","NOIMPL","UNRESOLVED"
6,20,1476,8095065769,"Power N-CT41^2T5","NOIMPL","UNRESOLVED"
6,20,1517,8106654796,"Power N-CT41^2T4","NOIMPL","UNRESOLVED"
6,20,1681,8109791760,"Power N-CT41^2","NOIMPL","UNRESOLVED"
6,20,1763,8193463920,"Power N-CT43^2T2","NOIMPL","UNRESOLVED"
6,20,1851,8199900240,"Power N-CT43^2+2","NOIMPL","UNRESOLVED"
6,20,1939,8267621762,"Power N-CT47^2Trin2,2,2","NOIMPL","UNRESOLVED"
6,20,2025,8273778264,"Power N-CT47^2T2T2","NOIMPL","UNRESOLVED"
6,20,2115,8279934766,"Power N-CT47^2T2","NOIMPL","UNRESOLVED"
6,20,2213,8286091268,"perfect hash family14,2213,51","NOIMPL","UNRESOLVED"
6,20,2214,8290001636,"perfect hash family14,2214,52","NOIMPL","UNRESOLVED"
6,20,2239,8560329100,"Power N-CT53^2Arc(12)","NOIMPL","UNRESOLVED"
6,20,2281,8695492832,"Power N-CT53^2Arc(11)","NOIMPL","UNRESOLVED"
6,20,2324,8830656564,"Power N-CT53^2Arc(10)","NOIMPL","UNRESOLVED"
6,20,2368,8965820296,"Power N-CT53^2Arc(9)","NOIMPL","UNRESOLVED"
6,20,2413,9100984028,"Power N-CT53^2Arc(8)","NOIMPL","UNRESOLVED"
6,20,2459,9236147760,"Power N-CT53^2Arc(7)","NOIMPL","UNRESOLVED"
6,20,2514,9248464290,"Power N-CT73^2Trin3,22,22","NOIMPL","UNRESOLVED"
6,20,2562,9248743602,"Power N-CT73^2Trin3,21,22","NOIMPL","UNRESOLVED"
6,20,2611,9249022914,"Power N-CT73^2Trin3,21,21","NOIMPL","UNRESOLVED"
6,20,2652,9255179922,"Power N-CT73^2T22T21","NOIMPL","UNRESOLVED"
6,20,2704,9255459234,"Power N-CT73^2T21T21","NOIMPL","UNRESOLVED"
6,20,2822,9322901994,"Power N-CT83^2T49","NOIMPL","UNRESOLVED"
6,20,3024,9377750832,"Power N-CT73^2Trin3,3,28","NOIMPL","UNRESOLVED"
6,20,3426,9383907334,"Power N-CT73^2Trin3,3,22","NOIMPL","UNRESOLVED"
6,20,3493,9384186646,"Power N-CT73^2Trin3,3,21","NOIMPL","UNRESOLVED"
6,20,3570,9390343654,"Power N-CT73^2T22T3","NOIMPL","UNRESOLVED"
6,20,3640,9390622966,"Power N-CT73^2T21T3","NOIMPL","UNRESOLVED"
6,20,3723,9396779974,"Power N-CT73^2T22","NOIMPL","UNRESOLVED"
6,20,3796,9397059286,"Power N-CT73^2T21","NOIMPL","UNRESOLVED"
6,20,3811,9433998298,"Power N-CT79^2Arc(6)T27","NOIMPL","UNRESOLVED"
6,20,3858,9440154800,"Power N-CT79^2Arc(5)T27","NOIMPL","UNRESOLVED"
6,20,3906,9446311302,"Power N-CT79^2Arc(4)T27","NOIMPL","UNRESOLVED"
6,20,3955,9452467804,"Power N-CT79^2Arc(3)T27","NOIMPL","UNRESOLVED"
6,20,4005,9458624306,"Power N-CT79^2Arc(2)T27","NOIMPL","UNRESOLVED"
6,20,4056,9464780808,"Power N-CT79^2T27T1","NOIMPL","UNRESOLVED"
6,20,4233,9470657998,"Power N-CT83^2T32","NOIMPL","UNRESOLVED"
6,20,4316,9470937310,"Power N-CT83^2T31","NOIMPL","UNRESOLVED"
6,20,4699,9519350378,"Power N-CT73^2Trin3,3,3","NOIMPL","UNRESOLVED"
6,20,4900,9525786698,"Power N-CT73^2T3T3","NOIMPL","UNRESOLVED"
6,20,5110,9532223018,"Power N-CT73^2T3","NOIMPL","UNRESOLVED"
6,20,5334,9538659338,"perfect hash family13,5334,78","NOIMPL","UNRESOLVED"
6,20,5359,9544815840,"Power N-CT79^2Arc(12)","NOIMPL","UNRESOLVED"
6,20,5427,9550972342,"Power N-CT79^2Arc(11)","NOIMPL","UNRESOLVED"
6,20,5496,9557128844,"Power N-CT79^2Arc(10)","NOIMPL","UNRESOLVED"
6,20,5566,9563285346,"Power N-CT79^2Arc(9)","NOIMPL","UNRESOLVED"
6,20,5637,9569441848,"Power N-CT79^2Arc(8)","NOIMPL","UNRESOLVED"
6,20,5709,9575598350,"Power N-CT79^2Arc(7)","NOIMPL","UNRESOLVED"
6,20,5782,9581754852,"Power N-CT79^2Arc(6)","NOIMPL","UNRESOLVED"
6,20,5856,9587911354,"Power N-CT79^2Arc(5)","NOIMPL","UNRESOLVED"
6,20,5931,9594067856,"Power N-CT79^2Arc(4)","NOIMPL","UNRESOLVED"
6,20,6007,9600224358,"Power N-CT79^2Arc(3)","NOIMPL","UNRESOLVED"
6,20,6084,9606380860,"Power N-CT79^2T1T1","NOIMPL","UNRESOLVED"
6,20,6474,9612537362,"Power N-CT83^2T5","NOIMPL","UNRESOLVED"
6,20,6891,9618693864,"Power N-CT83^2+2","NOIMPL","UNRESOLVED"
6,20,6893,9622173626,"perfect hash family13,6893,87","NOIMPL","UNRESOLVED"
6,20,6894,10657632966,"Add 1 factors","NOIMPL","UNRESOLVED"
6,20,6901,10908761104,"Power N-CT89^2Trin4,4,4","NOIMPL","UNRESOLVED"
6,20,7063,10909028778,"Power N-CT89^2Trin2,4,4","NOIMPL","UNRESOLVED"
6,20,7229,10909296452,"Power N-CT89^2Trin2,2,4","NOIMPL","UNRESOLVED"
6,20,7399,10909564126,"Power N-CT89^2Trin2,2,2","NOIMPL","UNRESOLVED"
6,20,7569,11038303176,"Power N-CT89^2T2T2","NOIMPL","UNRESOLVED"
6,20,8034,11160618050,"perfect hash family13,10609,103T25","NOIMPL","UNRESOLVED"
6,20,8755,11166774552,"perfect hash family13,10609,103T18","NOIMPL","UNRESOLVED"
6,20,8961,11167042226,"perfect hash family13,10609,103T16","NOIMPL","UNRESOLVED"
6,20,9605,11244010392,"perfect hash family13,12769,113T28","NOIMPL","UNRESOLVED"
6,20,9831,11244278066,"perfect hash family13,12769,113T26","NOIMPL","UNRESOLVED"
6,20,10000,11295781276,"Power N-CT101^2","NOIMPL","UNRESOLVED"
2,21,7,441,"orthogonal array","GAP","UNRESOLVED"
2,21,8,480,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,9,487,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,10,493,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,11,502,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,12,507,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,13,508,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,14,510,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,15,511,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,16,512,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,17,513,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
2,21,18,514,"Add Factor SO (AG-TJ-IM)","GAP","UNRESOLVED"
